항목,내용
한글명,KODEX 삼성그룹
영문명,KODEX Samsung
표준코드,KR7102780004
종목코드,102780
상장일,2008-05-21
펀드형태,수익증권형
기초지수명,MKF 삼성그룹지수
추적배수,일반 (1)
자산운용사,삼성자산운용(주)
지정참가회사(AP),
총보수(%),0.22
회계기간,매년 1월 1일부터 12월 31일까지.
과세유형,비과세
분배금 지급일,"매 1, 4, 7, 10월의 마지막 영업일 및 회계기간 종료일(종료일이 영업일이 아닌 경우 종료일의 직전 영업일)"
홈페이지,http://www.kodex.com
http://www.kodex.com,http://www.kodex.com
기초 시장,(국내) (코스피) (-)
기초 자산,(주식) (전략) / (-) (기업그룹) / (-)
기본 정보,"1좌당 순자산가치의 변동률을 기초지수인 삼성그룹주 지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목표로 합니다. FnGuide가 산출하는 삼성그룹주 지수는 국내 최우량 기업집단인 삼성그룹주의 주가 흐름을 반영하는 지수로서, 유동주식가중 시가총액방식 지수로서 매년 6월과 12월에 지수구성종목의 정기변경이 이루어집니다. 공정거래위원회가 매년 발표하는 상호출자제한집단중 삼성그룹에 소속된 유가증권시장 및 코스닥 상장 계열회사중 시가총액과 유동성 등의 요건을 충족하는 종목들을 시가총액 비중으로 편입합니다."
투자유의사항,"특정 산업에 속하는 주식에 투자하므로 국내 주식시장 전체의 성과와는 크게 다를 수 있으며, 국내 주식시장 전체에 투자하는 투자신탁보다 더 높은 위험을 부담할 수 있습니다. 거래가 부족하여 개인 수익자가 원하는 가격과 수량에 매도하지 못할 경우 개인 수익자는 현금화가 어려워질 수도 있으며, 이론 인해 기대하지 않은 손실이 발생할 수 있습니다. 투자신탁보수, 위탁매매수수료 등 관련 비용의 지출 등 현실적 제한으로 인하여 기초지수와 동일한 수익률이 실현되지 않을 가능성이 있습니다. 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.kodex.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
