항목,내용
한글명,PLUS 선진국MSCI(합성 H)
영문명,PLUS MSCI EAFE (Synth H)
표준코드,KR7195970009
종목코드,195970
상장일,2014-05-13
펀드형태,수익증권형
기초지수명,MSCI EAFE Index
추적배수,일반 (1)
자산운용사,한화자산운용
지정참가회사(AP),"대신증권, 미래에셋증권, 현대증권"
총보수(%),0.5
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초 설정일로부터 2014년 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"1, 4, 7, 10월 마지막 영업일 및 투자신탁회계기간 종료일(회계기간 종료일이 영업일이 아닌 경우 회계기간 종료일의 직전 영업일)"
홈페이지,www.arirangetf.com
www.arirangetf.com,www.arirangetf.com
기초 시장,(해외) (선진국) (-)
기초 자산,(주식) (시장대표) / (-) (-) / (-)
기본 정보,"“MSCI EAFE Index”를 추적대상지수로 하여 1좌당 순자산가치의 변동률을 추적대상지수의 변동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다.  MSCI Inc.에서 산출하는 MSCI EAFE Index는 미국과 캐나다를 제외한 유럽, 일본 등 약 20개 선진국의 약 900여 우량종목에 분산투자하는 대표적인 선진국 주가지수입니다. 기초지수 추종을 위하여 추적대상지수의 수익률을 추종하는 스왑에 주로 투자합니다."
투자유의사항,"이 투자신탁은 거래소와 같은 공개시장이 아닌 장외시장에서 거래가 이루어지는 장외파생상품에 주로 투자함에 따라 거래 상대방의 신용 위험이 존재합니다. 거래상대방 위험을 축소하기 위하여 거래상대방으로부터 담보를 설정하지만, 급격한 장외파생상품의 가치변동, 담보의 가치변동 등으로 인해 거래 상대방 위험에 노출될 수 있습니다.  이 투자신탁은 해외 주식 지수를 추종하며, 이에 따른 환율변동위험을 방지하기 위하여 환헷지를 실시함에도 불구하고, 급격한 환율변동에 따른 외화 손실이 발생할 수 있습니다.  기초지수는 총수익지수가 아닌 시장가격지수입니다. 이에 따라 기초지수에는 기초자산인 선진국의 주식관련 배당금이 포함되지 않습니다. 동 ETF에서 편입하는 장외파생상품의 기초지수는 총수익지수로 배당이 포함되어 있습니다. 이에 따라 기초지수인 시장가격지수와 가격 괴리가 발생할 수 있습니다.  이 투자신탁은 추적대상 지수와 동일한 수익률을 실현함을 그 투자목적으로 하고 있으나, 일시적인 가격 변동, 투자신탁보수, 위탁매매수수료, 지수 사용료, 상장수수료 등 관련 비용의 지출 등 현실적 제한으로 인하여 추적대상 지수와 동일한 수익률이 실현되지 아니할 가능성이 있습니다.  관련 규정에서 정하는 한도를 초과하여 추적오차가 발생하고 이것이 일정기간 이상 지속되는 경우, 기초지수를 산정할 수 없거나 이용할 수 없게 되는 경우, 기타 유가증권시장 상장규정에 따라 상장폐지가 필요하다고 인정되는 경우 상장이 폐지될 수 있습니다.  상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.arirangetf.com/) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
