항목,내용
한글명,TIGER 중장기국채
영문명,TIGER KTB 3-10
표준코드,KR7302190004
종목코드,302190
상장일,2018-07-20
펀드형태,수익증권형
기초지수명,KIS 국채 3-10년 지수(시장가격지수)
추적배수,일반 (1)
자산운용사,미래에셋자산운용(주)
지정참가회사(AP),"미래에셋대우, 메리츠종금증권, KB증권"
총보수(%),0.13
회계기간,"최초설정일부터 당해 연도 12월 31일까지로 하며, 이후의 회계기간은 그 익일로부터 매년 12월 31일까지로 함"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.tigeretf.com
http://www.tigeretf.com,http://www.tigeretf.com
기초 시장,(국내) (주식외) (-)
기초 자산,(채권) (국공채) / (-) (중기) / (-)
기본 정보,"- 이 ETF는 국내 채권을 주된 투자대상자산으로 하며, “KIS 국채3-10년 지수”를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다. - “KIS 국채3-10년 지수(시장가격지수)”는 KIS채권평가에서 발표하는 지수로서, 국채3년 선물 바스켓과 국채10년 선물 바스켓을 1:1 비중 (국고채 3년물 2종목, 5년물 1종목, 10년물 2종목)으로 구성합니다."
투자유의사항,- 이 ETF와 관련한 다양한 보수 또는 비용 등은 이 ETF의 순자산가치에 부(負)의 영향을 미쳐 추적오차를 발생시킬 수 있습니다. - 상품에 대한 자세한 내용은 집합투자업자 인터넷 홈페이지(http://www.tigereft.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다.
