항목,내용
한글명,TIGER 단기통안채
영문명,TIGER MONEY MARKET
표준코드,KR7157450008
종목코드,157450
상장일,2012-05-16
펀드형태,수익증권형
기초지수명,KIS MSB 6M(총수익)
추적배수,일반 (1)
자산운용사,미래에셋자산운용(주)
지정참가회사(AP),
총보수(%),0.07
회계기간,매년 1월 1일부터 12월 31일까지
과세유형,배당소득세(보유기간과세)
분배금 지급일,회계기간 종료일(종료일이 영업일이 아닌 경우 종료일의 직전 영업일)
홈페이지,http://www.tigeretf.com
http://www.tigeretf.com,http://www.tigeretf.com
기초 시장,(국내) (주식외) (-)
기초 자산,(채권) (국공채) / (-) (단기) / (-)
기본 정보,"1좌당 순자산가치의 변동률을 기초지수인 KIS MSB 3M 지수(총수익지수)의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목표로 합니다. KIS채권평가가 산출하는 KIS MSB 3M 지수는 잔존만기 6개월 이하의 통안증권 3종목으로 구성되며 지수의 듀레이션은 0.25Y 내외입니다. 액면기준 동일비중 방식으로 산출되며 2개월마다 1종목이 바스켓 교체(리밸런싱)됩니다. 기초지수 추종을 위하여 지수를 구성하는 종목 전체를 편입하는 완전복제방법을 선호하며, 실제로 완전복제방법으로 포트폴리오를 구성할 예정입니다."
투자유의사항,"기초지수 수익률 추종을 위한 최적화(optimization) 과정, 해당 펀드와 관련한 다양한 보수 또는 비용, 지수 구성종목의 정기 또는 특별변경으로 인한 구성종목의 교체 또는 비율변경 등으로 인하여 추적오차가 발생할 수 있습니다. 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다. 상품에 대한 자세한 내용은 집합투자업자 인터넷홈페이지(http://www.tigeretf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
