항목,내용
한글명,ACE 200TR
영문명,ACE 200TR
표준코드,KR7332500008
종목코드,332500
상장일,2019-08-28
펀드형태,수익증권형
기초지수명,코스피 200 TR지수
추적배수,일반 (1)
자산운용사,한국투자신탁운용
지정참가회사(AP),"미래대우,NH,교보,한국투자,하이투자,KB,유진,신한,한화"
총보수(%),0.03
회계기간,"가. 최초회계기간: 투자신탁의 최초설정일로부터 2019년 12월 31일까지, 가. 2019년 1월 1일 이후: 2020년 1월 1일부터 매1년간"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"매 1,4,7,10월의 마지막 영업일 및 회계기간 종료일(단, 회계기간 종료일이 영업일이 아닐 경우 그 직전 영업일)"
홈페이지,http://www.kindexetf.com
http://www.kindexetf.com,http://www.kindexetf.com
기초 시장,(국내) (코스피) (-)
기초 자산,(주식) (시장대표) / (-) (-) / (-)
기본 정보,"· 이 투자신탁은 한국거래소(KRX)가 발표하는“KOSPI200 총수익지수”를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수와 유사하도록 투자신탁재산을 운용함을 목적으로 합니다. · 한국거래소(KRX)가 발표하는 KOSPI200 총수익지수는 한국 유가증권시장 상장 종목 중 유동시총 상위200종목의 현금배당이 재투자 되는 것을 가정, 배당수익률이 가산된 총수익률을 반영한 지수이며, 2011년 01월 03일 273.81pt 기준으로 2016년 01월 11일부터 발표한 지수입니다."
투자유의사항,"· 이 투자신탁의 수익률은 다양한 이유(투자신탁 운용과 관련된 제반 비용, 구성종목의 교체/비중변경/부도)로 기초지수인 “KOSPI200 총수익지수”의 수익률과 괴리(추적오차)가 발생할 수 있습니다. 이 경우 자산운용회사는 추적오차를 최소화하기 위하여 투자신탁 관련비용의 최소화, 추적오차를 감안한 편입 종목수 조정 등의 보완방안을 실행할 예정이나, 불가피하게 최소한의 추적오차가 발생할 가능성이 있음을 유의하셔야 합니다. · 이 투자신탁은 국내주식형ETF이나, KOSPI200 지수의 구성종목에서 발생하는 배당금을 재투자하는 것을 가정한 총수익지수(Total return Index)를 추종하므로 현재기준 국내 소득세법에 따라 보유기간과세를 적용받는 상품입니다. · 상품에 대한 자세한 내용은 자산운용사의 홈페이지 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다. (http://www.kindexetf.com/ )"
