항목,내용
한글명,RISE 중국MSCI China(H)
영문명,RISE MSCI China(H)
표준코드,KR7310080007
종목코드,310080
상장일,2018-11-28
펀드형태,수익증권형
기초지수명,MSCI China NTR Index(USD) (Net Total Return)
추적배수,일반 (1)
자산운용사,케이비자산운용(주)
지정참가회사(AP),"미래에셋대우, 키움증권"
총보수(%),0.6
회계기간,(1) 최초 회계기간: 최초설정일로부터 당해연도 12월 31일까지 (2) 최초 회계기간 이후: 매 1년간
과세유형,배당소득세(보유기간과세)
분배금 지급일,"회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.kbstaretf.com
http://www.kbstaretf.com,http://www.kbstaretf.com
기초 시장,(해외) (아시아) (중국)
기초 자산,(주식) (시장대표) / (-) (-) / (-)
기본 정보,"이 투자신탁은 주식 관련 장내파생상품을 법에서 정하는 주된 투자대상으로 하며, MSCI China NTR Index(USD)를 추적대상지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목적으로 합니다. MSCI China NTR Index(USD)지수는 MSCI에서 산출 및 발표하는 지수로서, 중국본토 A주부터 해외상장 중국 주식까지 전체 중국종목을 커버하여 시가총액비중방식으로 산출하는 지수입니다.  ETF의 설정단위는 50,000좌이며, 현금설정 방식을 병행하여 이루어집니다. 한국거래소를 통하여 매매하는 경우에는 1주 단위로 거래할 수 있습니다."
투자유의사항,"이 투자신탁은 MSCI China NTR Index(USD)의 변동률 과 유사하도록 투자신탁재산을 운용함을 그 운용 목적으로 합니다. 기초지수와 동일한 수익률을 실현함을 목적으로 하 고 있으나, 비용의 지출 등의 이유로 기초지수와 동일한 수익률이 실현되지 아니할 가능성이 있습니다.  관련 규정에서 정하는 한도를 초과하여 추적오차가 발생하 고 이것이 일정기간 이상 지속되는 경우, 기초지수를 산정할 수 없거나 이용할 수 없게 되는 경우, 기타 유가증권시장 상 장규정 제 116조 상장폐지 기준에 해당하거나 공익과 투자 자 보호를 위하여 증권시장이 이 투자신탁의 수익증권 폐지 가 필요하다고 인정하는 경우 상장이 폐지될 수 있습니다. 상품에 대한 자세한 내용은 자산운용사 홈페이지 (http://www.kstaretf.com) 또는 금융감독원 전자공시시스템 의 투자설명서를 통해 확인하시기 바랍니다."
