항목,내용
한글명,KODEX 미국30년국채타겟커버드콜(합성 H)
영문명,KODEX UST30Y Tgt Covered Call (SYNTH H)
표준코드,KR7481060002
종목코드,481060
상장일,2024-04-30
펀드형태,수익증권형
기초지수명,Bloomberg U.S.Treasury 20+ Year(TLT)+ 12% Premium Covered Call index(TR)
추적배수,일반 (1)
자산운용사,삼성자산운용(주)
지정참가회사(AP),"키움증권, 메리츠증권, 한국투자증권, 삼성증권, 미래에셋증권"
총보수(%),0.25
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"매월 마지막 영업일(다만, 매월 마지막 영업일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.kodex.com/
http://www.kodex.com/,http://www.kodex.com/
기초 시장,(해외) (북미) (미국)
기초 자산,(채권) (국공채) / (-) (장기) / (-)
기본 정보,"이 투자신탁은 장외파생상품을 주된 투자대상으로 신탁재산의 60% 이상 투자하여 1좌당 순자산가치의 변동률을 기초지수인 Bloomberg U.S.Treasury 20+ Year(TLT)+ 12% Premium Covered Call index(Total Return)의 변동률과 유사하도록 투자신탁재산을 운용함을 그 운용목적으로 합니다. ※ 그러나 상기의 투자목적이 반드시 달성된다는 보장은 없으며, 집합투자업자, 신탁업자, 판매회사 등 이 투자신탁과 관련된 어떠한 당사자도 투자원금의 보장 또는 투자목적의 달성을 보장하지 아니합니다."
투자유의사항,"시장위험 및 개별위험 투자신탁재산을 Bloomberg U.S.Treasury 20+ Year(TLT)+ 12% Premium Covered Call index를 근거로 하는 장외파생상품과 채권 및 채권형ETF 등에 투자함으로써 유가증권의 가격 변동, 이자율, 환율변동 등 기타 거시경제지표의 변화에 따른 위험에 노출됩니다. 특히, 이 투자신탁은 국내통화와 투자국가 통화간의 환율변동 등 해외경제지표의 변화에 따른 위험에 노출되어 있습니다. 또한, 투자신탁재산의 가치는 투자대상 증권, 장외파생상품 등 자산과 이 투자신탁이 투자하는 채권 등의 발행회사의 영업환경, 재무상황 및 신용상태의 악화에 따라 급격히 변동될 수 있으며 이에 따른 투자원금의 손실이 발생할 수 있습니다. 이자율 변동에 따른 위험 시장 금리 상황이 이 투자신탁의 성과에 영향을 줄 수 있습니다. 이 투자신탁이 근거로 하는 장외파생상품의 기초지수는 채권형 ETF에 노출되어 있습니다. 일반적으로 이자율이 하락하면 채권가격의 상승에 의한 자본이득이 발생하고 이자율이 상승하면 자본 손실이 발생합니다. 따라서 본 상품의 기초자산인 채권형 ETF를 만기까지 보유하지 않고 중도에 매도하는 경우에는 시장상황에 따라 손실 또는 이득이 발생할 수 있습니다. 환율변동위험 이 투자신탁은 해외투자로 인한 환율변동위험에 대해 환율변동위험 제거를 위한 환헷지 전략을 기본적으로 실시하지 않을 계획이므로 환율변동에 따른 위험에 노출되어 있습니다. 합성ETF 투자위험 이 투자신탁은 거래상대방과의 장외파생상품 계약을 중요한 운용수단으로 하여 기초지수의 수익률을 추종합니다. 이에 따라 거래상대방의 자격요건과 위험관리 및 담보관리 등을 관리하고 있으며, 이 투자신탁의 계속성에 중대한 영향을 미칠 수 있을 경우 상장폐지의 사유가 될 수 있습니다. 장외파생상품 관련 위험 이 투자신탁은 거래소와 같은 공개시장이 아닌 장외시장에서 거래가 이루어지는 장외파생상품에 주로 투자합니다. 상대적으로 정부의 규제나 감독이 엄격하지 않는 장외시장에서 거래가 이루어짐으로써 거래소의 정산이행보증과 같이 장내거래 참여자들에게 제공되는 보호가 제공되지 않습니다. 따라서 장외파생상품에 투자 시에는 거래상대방이 파산하거나 신용위기를 경험하는 경우 투자자금 전액회수가 불가능할 수도 있는 위험에 노출됩니다. 또한 거래상대방의 영업환경, 재무상황, 부도처리 및 신용상태의 악화에 따라 투자원금의 전부 또는 일부 손실이 발생될 수 있는 신용위험에 노출되어 있습니다. 월 분배금 지급에 따른 위험 분배 금액은 집합투자업자가 정하는 분배율을 기준으로 산출한 금액으로, 확정된 금액이 아니며 발생한 분배 재원과 이 집합투자기구의 추적오차 등을 감안하여 매월 달라질 수 있음을 유의하시길 바랍니다. 분배금은 분배 재원 상황 등 기타 사유에 따라 분배금이 줄거나 지급되지 않을 수 있으며 매월 지급 방식에서 수시로 지급 방식이 변동될 수 있습니다. 또한 투자기간 중 수령한 분배금과 보유하고 있는 투자신탁의 평가금액을 모두 합산하더라도 투자금액 대비하여 손실이 발생할 수 있으며, 결산시점에 연간 1회 분배하는 것에 비해 월반 분배로 인해 세제상 불리할 수 있습니다. 커버드콜 전략 위험 이 투자신탁의 기초지수는 커버드콜 전략을 수행하므로 채권가격이 하락하거나 횡보 또는 완만한 상승을 보일 경우 일반 채권형 펀드 대비 안정적인 수익을 달성하거나 하락을 일정부분 방어하는 장점이 있습니다. 그러나 콜 옵션 매도 비중에 따른 상승참여율이 변경될 수 있으며, 채권가격이 단기적으로 급등할 경우에는 커버드콜 전략 수행에 따른 수익률 상승이 일정부분에서 제한되어 일반 채권형 펀드 대비 성과가 낮아질 수 있습니다. 목표 프리미엄을 달성하지 못할 위험 이 집합투자기구는 연 12% 수준의 프리미엄을 확보하기 위하여 매주 위클리 콜옵션을 매도하는 장외파생상품을 편입하여 운용할 계획입니다. 하지만, 미국 국채의 변동성이 현저히 낮아져 콜옵션 매도 프리미엄이 축소되거나 커버드콜 전략 기초자산 구성 종목의 차이와 옵션 프리미엄 변동에 따른 위험 등으로 인해, 목표했던 수익구조의 프리미엄을 달성하지 못하여 연 12% 수준의 분배가 지급되지 않을 수 있음에 유의하시기 바랍니다. 상장폐지위험 유가증권시장 상장규정 제116조의 상장폐지기준에 해당되거나 공익과 투자자보호를 위하여 증권시장이 이 투자신탁의 수익증권 상장폐지가 필요하다고 인정하는 경우 이 투자신탁은 상장폐지하여야 합니다. 투자자는 상장폐지 전에 매도 청산하거나, 상장폐지 시점의 NAV 기준으로 분배받게 됩니다."
