항목,내용
한글명,KODEX 차이나항셍테크
영문명,KODEX China Hang Seng TECH
표준코드,KR7372330001
종목코드,372330
상장일,2020-12-16
펀드형태,수익증권형
기초지수명,Hang Seng TECH Index
추적배수,일반 (1)
자산운용사,삼성자산운용(주)
지정참가회사(AP),"유진투자증권, 신한금융투자, 삼성증권, KB증권, 미래에셋대우, 한국투자증권, 이베스트증권"
총보수(%),0.11
회계기간,(1) 최초회계기간 : 최초설정일로부터 2020년 12월 31일까지 / (2) 상기 회계기간 경과 후의 회계기간 : 2021년 1월 1일부터 매 1년 간
과세유형,배당소득세(보유기간과세)
분배금 지급일,"매 1,4,7,10월의 마지막 영업일 및 회계기간 종료일(종료일이 영업일이 아닌 경우 종료일의 직전영업일)"
홈페이지,http://www.kodex.com/
http://www.kodex.com/,http://www.kodex.com/
기초 시장,(해외) (아시아) (홍콩)
기초 자산,(주식) (업종섹터) / (-) (업종테마) / (-)
기본 정보,"이 투자신탁은 홍콩거래소에 상장된 주식을 주된 투자대상으로 하여 신탁재산의 60% 이상을 투자하며, 홍콩거래소에 상장된 대형 테크 기업을 대상으로 Hang Seng Indexes가 산출·발표하는 Hang Seng TECH Index(KRW)지수를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁 재산을 운용할 계획입니다. ※ 그러나 상기의 투자목적이 반드시 달성된다는 보장은 없으며, 집합투자업자, 신탁업자, 판매회사 등 이 투자신탁과 관련된 어떠한 당사자도 투자원금의 보장 또는 투자목적의 달성을 보장하지 아니합니다."
투자유의사항,"시장위험 및 개별위험 투자신탁재산을 Hang Seng TECH Index 구성종목 및 관련 파생상품 등에 주로 투자함으로써 증권의 가격 변동, 이자율 등 기타 거시경제지표의 변화 등에 따른 위험에 노출됩니다. 또한, 투자신탁재산의 가치는 투자대상 집합투자증권과 파생상품이 투자하는 발행회사의 영업환경, 재무상황 및 신용상태의 악화에 따라 급격히 변동될 수 있으며 이에 따른 투자원금의 손실이 발생할 수 있습니다. 환율변동위험 이 투자신탁은 해외투자로 인한 환율변동위험에 대해 환율변동위험 제거를 위한 환헷지 전략을 기본적으로 실시하지 않을 계획이므로 환율변동에 따른 위험에 노출되어 있습니다. 파생상품 투자위험 파생상품은 작은 증거금으로 거액의 결제가 가능한 지렛대 효과(레버리지 효과)로 인하여 기초자산에 직접 투자하는 경우에 비하여 훨씬 높은 위험에 노출될 수 있습니다. 지수산출방식의 대폭 변경 또는 중단 위험 이 투자신탁이 추적하는 기초지수를 관리하는 지수관리회사의 사정으로 그 지수의 산출방식이 대폭 변경되어 집합투자업자의 최선의 노력에도 불구하고 기존의 투자전략으로 더 이상 그 지수를 추적할 수 없는 상황이 발생하거나, 지수관리회사의 사정 또는 기타 피치 못할 사정으로 인하여 지수의 발표가 중단되는 경우에는 그로 인하여 이 투자신탁의 운용이 중단되고, 상장 폐지 및 이 투자신탁의 전부해지가 발생할 수도 있습니다. 이러한 경우가 발생할 때에는 이로 인하여 수익자는 기대하지 아니한 손실이 발생할 수도 있습니다. 추적오차 발생위험 이 투자신탁은 기초지수와 동일한 수익률을 실현함을 그 투자목적으로 하고 있으나, 투자신탁보수, 위탁매매수수료 등 관련 비용의 지출, 지수 구성종목 변경에 따른 매매 시 시장 충격, 거래정지 등으로 인한 미체결, 환율변동 등 현실적 제한, 이 투자신탁의 기초지수 관련 파생상품 등에 투자 등으로 인하여 기초지수와 동일한 수익률이 실현되지 아니할 가능성이 있습니다. 또한, 송금 및 거래비용이 누적되어 지수 추적오차가 더 많이 발생할 수 있습니다. 따라서 이 투자신탁의 수익률과 기초지수의 수익률이 동일할 것을 전제로 하는 투자는, 당해 추적오차로 인하여 예상하지 못한 손실을 실현할 수도 있습니다. 특정국가 집중투자 위험 이 투자신탁은 해외특정국가(홍콩)의 주식과 관련된 파생상품 등에 주로 투자하기 때문에 특정국가의 시장, 정치 및 경제상황 등에 따른 위험에 더 많이 노출이 되어 있으며, 이는 일반적으로 해외주식시장 전체에 투자하는 글로벌 주식형 투자신탁보다 더 높은 위험을 부담할 가능성이 높습니다. 특정산업 투자위험 특정 산업에 속하는 주식에 주로 투자하기 투자하기 때문에 해당 국가의 주식시장 전체의 성과와는 크게 다를 수 있으며, 일반적으로 시장전체에 투자하는 경우보다 더 높은 위험을 부담할 수 있습니다. ETF 거래가격과 순자산가치(NAV)와의 괴리 위험 한국거래소에 상장되어 있는 ETF의 경우 경쟁매매를 통해 ETF의 거래가격이 결정되기 때문에 1좌당 거래가격이 1좌당 NAV에 비해 높거나 낮은 수준에서 거래될 수 있습니다. 이로 인해 투자자는 1좌당 NAV와 일치하지 않는 ETF를 매수 또는 매도할 수 있으며 이러한 거래로 인해 손실이 발생할 수 있습니다. 기초지수와의 상관 관계 저하 위험 이 투자신탁의 성과와 관련된 다양한 요인들은 일간단위로 기초지수와 투자신탁의 성과간의 높은 상관관계를 달성하는데 영향을 줄 수 있으며 투자신탁이 일간단위로 높은 상관관계 달성하지 못하게 영향을 줄 수 있습니다. 기초지수와 투자신탁의 일간 단위 성과가 높은 상관관계를 달성하지 못하는 경우 이 투자신탁의 목적은 달성되지 않을 수 있습니다."
