항목,내용
한글명,KODEX 퀄리티Plus
영문명,KODEX Quality Plus
표준코드,KR7244660007
종목코드,244660
상장일,2016-05-13
펀드형태,수익증권형
기초지수명,FnGuide 퀄리티PLUS 지수
추적배수,일반 (1)
자산운용사,삼성자산운용(주)
지정참가회사(AP),"메리츠증권, 현대증권"
총보수(%),0.3
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초 설정일로부터 2016년 12월 31일까지"
과세유형,비과세
분배금 지급일,"1월, 4월, 7월, 10월 마지막 영업일 및 회계기간 종료일. 다만 회계기간 종료"
홈페이지,www.kodex.com
www.kodex.com,www.kodex.com
기초 시장,(국내) (코스피+코스닥) (-)
기초 자산,(주식) (전략) / (-) (혼합/퀀트) / (-)
기본 정보,"- 이 투자신탁은 FnGuide社가 산출·발표하는 'FnGuide 퀄리티Plus지수'를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 그 운용목적으로 합니다. - 이 투자신탁은 기본적으로 FnGuide社가 산출,발표하는 'FnGuide 퀄리티Plus지수'(이하 '기초지수'라 합니다)를 완전복제하는 방식으로 포트폴리오를 구성할 예정입니다. - 본 투자신탁의 기초지수는 영업과 관련된 수익성지표인 영업효율성지표(핵심지표)와 PBR과 같은 가치지표(보조지표)를 기준으로 상위의 종목들을 편입하는 지수입니다. 매월 리밸런싱 시점에 포트폴리오의 일정 비율을 위의 기준으로 교체하며, 우수한 영업효율성 및 저평가된 종목 중심으로 편입합니다."
투자유의사항,"- 이 투자신탁은 증권시장에 상장되어 거래되는 주식 등에 주로 투자하기 때문에 동 주식의 가격변동으로 인한 손실위험에 노출됩니다. 또한, 투자신탁재산의 가치는 투자대상종목 발행회사의 영업환경, 재무상황 및 신용상태의 악화에 따라 급격히 변동될 수 있습니다. - 유가증권시장 상장규정 제116조의 상장폐지기준에 해당되거나 공익과 투자자보호를 위하여 증권시장이 이 투자신탁의 수익증권 상장폐지가 필요하다고 인정하는 경우 이 투자신탁은 상장폐지하여야 합니다. - 이 투자신탁이 추적하는 추적대상지수를 관리하는 지수관리회사의 사정으로 그 지수의 산출방식이 대폭 변경되어 집합투자업자의 최선의 노력에도 불구하고 기존의 투자전략으로 더 이상 그 지수를 추적할 수 없는 상황이 발생하거나, 지수관리회사의 사정 또는 기타 피치 못할 사정으로 인하여 지수의 발표가 중단되는 경우에는 그로 인하여 이 투자신탁의 운용이 중단되고, 상장 폐지 및 이 투자신탁의 전부해지가 발생할 수도 있습니다. 이러한 경우가 발생할 때에는 이로 인하여 수익자는 기대하지 아니한 손실이 발생할 수도 있습니다. - 이 투자신탁은 기초지수와 동일한 수익률을 실현함을 그 투자목적으로 하고 있으나, 투자신탁보수, 위탁매매수수료 등 관련 비용의 지출 등 현실적 제한으로 인하여 기초지수와 동일한 수익률이 실현되지 아니할 가능성이 있습니다. 따라서 이 투자신탁의 수익률과 기초지수의 수익률이 동일할 것을 전제로 하는 투자는, 당해 추적오차로 인하여 예상하지 못한 손실을 실현할 수도 있습니다. - 이 투자신탁의 성과와 관련된 다양한 요인들은 일간단위로 기초지수와 투자신탁의 성과간의 높은 상관관계를 달성하는데 영향을 줄 수 있으며 투자신탁이 일간단위로 높은 상관관계 달성하지 못하게 영향을 줄 수 있습니다. 기초지수와 투자신탁의 일간 단위 성과가 높은 상관관계를 달성하지 못하는 경우 이 투자신탁의 목적은 달성되지 않을 수 있습니다. - 투자신탁재산에서 거래량이 풍부하지 못한 종목에 투자하는 경우 투자대상 종목의 유동성부족에 따라 환금성에 제약이 발생할 수 있으며, 이는 투자신탁재산의 가치하락을 초래할 수 있습니다."
