항목,내용
한글명,HK 200
영문명,HK KS200
표준코드,KR7491700001
종목코드,491700
상장일,2024-09-10
펀드형태,수익증권형
기초지수명,코스피 200
추적배수,일반 (1)
자산운용사,흥국자산운용(주)
지정참가회사(AP),"유진, NH, 한국투자, 키움"
총보수(%),0.05
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,비과세
분배금 지급일,"매 1, 4, 7, 10월 마지막 영업일 및 회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,www.hkfund.co.kr
www.hkfund.co.kr,www.hkfund.co.kr
기초 시장,(국내) (코스피) (-)
기초 자산,(주식) (시장대표) / (-) (-) / (-)
기본 정보,"이 투자신탁은 국내 주식을 주된 투자대상자산으로 하며, “KOSPI200지수”를 기초지수로 하며 기초지수의 일간수익률 추종을 목적으로 합니다. 이 투자신탁은 국내 거래소에 상장된 주식에 투자신탁 자산총액의 60%이상을 투자하며, 유가증권시장 상장규정 제113조에 따른 상장지수펀드입니다."
투자유의사항,"집합투자증권은 예금자보호법에 따라 보호되지 않는 실적배당상품으로 투자원금의 손실이 발생할 수 있으므로 투자에 신중을 기하여 주시기 바랍니다. 금융위원회가 투자설명서의 기재사항이 진실 또는 정확하다는 것을 인정하거나 그 증권의 가치를 보증 또는 승인하지 아니함을 유의하시기 바랍니다. 간이투자설명서보다 자세한 내용이 필요하시어 투자설명서의 교부를 요청하시면 귀하의 집합투자증권 매입 이전까지 교부하오니 참고하시기 바랍니다. 간이투자설명서는 증권신고서 효력발생일까지 기재사항 중 일부가 변경될 수 있으며, 개방형 집합투자증권인 경우 효력발생일 이후에도 변경될 수 있습니다. 이 집합투자증권의 투자위험등급을 확인하시고, 귀하의 투자 경력이나 투자성향에 적합한 상품인지 신중한 투자결정을 하시기 바랍니다. 증권신고서, 투자설명서상 기재된 투자전략에 따른 투자목적 또는 성과목표는 반드시 실현된다는 보장은 없습니다. 또한 과거의 투자실적이 장래에도 실현된다는 보장은 없습니다. 집합투자기구가 설정 후 1년이 경과하였음에도 설정액이 50억원 미만(소규모펀드)인 경우 분산투자가 어려워 효율적인 자산운용이 곤란하거나 임의해지 될 수 있으니, 투자 시 소규모펀드 여부를 확인 하시기 바라며 소규모펀드 해당여부는 금융투자협회, 판매회사, 자산운용사 홈페이지에서 확인할 수 있습니다. 추가적인 투자자 유의사항은 투자설명서 ‘투자결정시 유의사항 안내’를 참조하여 주시기 바랍니다."
