항목,내용
한글명,ACE 미국주식베스트셀러
영문명,ACE US Equity Best Seller
표준코드,KR7473590008
종목코드,473590
상장일,2023-12-27
펀드형태,수익증권형
기초지수명,FnGuide 미국 주식 베스트셀러 지수(시장가격지수)
추적배수,일반 (1)
자산운용사,한국투자신탁운용
지정참가회사(AP),"한국투자증권, 키움증권, DB금융투자, 미래에셋증권, 메리츠증권"
총보수(%),0.3
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"1월, 4월, 7월, 10월 마지막 영업일 및 회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.aceetf.co.kr
http://www.aceetf.co.kr,http://www.aceetf.co.kr
기초 시장,(해외) (북미) (미국)
기초 자산,(주식) (전략) / (-) (전략테마) / (-)
기본 정보,"· 이 투자신탁은 에프앤가이드(FnGuide)가 발표하는 “FnGuide 미국 주식 베스트셀러 지수”를 기초지수로하여 1좌당 순자산가치의 변동률을 기초지수와 유사하도록 투자신탁 재산을 운용함을 목적으로 합니다. · 에프앤가이드(FnGuide)가 발표하는 “FnGuide 미국 주식 베스트셀러 지수”는 한국예탁결제원에서 제공하는 국내 외화증권 예탁결제 데이터 기준, 미국상장 주식 중 국내 투자자의 순매수결제액, 총결제금액(매수+매도결제), 보관금액이 높은 상위 10종목으로 구성된 지수로 2016년 1월 19일 1,000pt를 기준으로 2023년 6월 19일 발표되었습니다."
투자유의사항,· 이 투자신탁은 환헤지를 실행하지 않을 계획이므로 환율변동 위험에 노출되어 있음에 유의하시기 바랍니다. · 상품에 대한 자세한 내용은 운용사 홈페이지 (http://www.aceetf.co.kr) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다.
