항목,내용
한글명,RISE 국채30년레버리지(합성)
영문명,RISE KTB 30Y Leverage (SYNTH)
표준코드,KR7451670004
종목코드,451670
상장일,2023-02-14
펀드형태,수익증권형
기초지수명,KAP 레버리지 국채30년 TR 지수
추적배수,2X 레버리지 (2)
자산운용사,케이비자산운용(주)
지정참가회사(AP),"메리츠증권, NH투자증권, 키움증권"
총보수(%),0.1
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,회계기간 종료일(회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)
홈페이지,http://www.kbstaretf.com
http://www.kbstaretf.com,http://www.kbstaretf.com
기초 시장,(국내) (주식외) (-)
기초 자산,(채권) (국공채) / (-) (장기) / (-)
기본 정보,"이 투자신탁은 국내채권 관련 장외파생상품을 법에서 정하는 주된 투자대상으로 하며, 한국자산평가사가 산출·발표하는 KAP 국채 30년 총수익 지수를 기초지수로 하여 1좌당 순자산가치의 일간변동률을 기초지수의 일간변동률의 양(陽)의 2배수로 연동하여 투자신탁재산을 운용하는 것을 목적으로 하는 투자신탁입니다.  KAP 국채 30년 총수익 지수는 30년 만기로 발행된 국고채 현물 3종목으로 구성되어 금리 하락 시 투자수익을 기대할 수 있는 채권지수입니다. 30년 만기 국고채 중 가장 최근 발행된 3종목으로 구성되어 있으며, 가장 최근에 발행된 순서대로 50%, 30%, 20%의 비중으로 구성되어 있습니다.  ETF의 설정단위는 25,000좌이며, 현금설정 방식으로 이루어집니다. 한국거래소를 통하여 매매하는 경우에는 1주 단위로 거래할 수 있습니다."
투자유의사항,"이 투자신탁은 거래상대방과의 계약을 통한 합성상장지수집합투자기구로서 장외파생상품을 중요한 운용수단으로 하여 기초지수의 수익률을 추종합니다. 이에 따라 거래상대방의 자격요건과 위험관리 및 담보관리 등을 관리하고 있으며, 해당 관련 상품의 계속성에 중대한 영향을 미칠 수 있으면 상장폐지의 사유가 될 수 있습니다.  관련 규정에서 정하는 한도를 초과하여 추적오차가 발생하고 이것이 일정기간 이상 지속되는 경우, 기초지수를 산정할 수 없거나 이용할 수 없게 되는 경우, 기타 유가증권시장 상장규정 제 116조 상장폐지 기준에 해당하거나 공익과 투자자 보호를 위하여 증권시장이 이 투자신탁의 수익증권 폐지가 필요하다고 인정하는 경우 상장이 폐지될 수 있습니다. 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.kbstaretf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
