항목,내용
한글명,마이티 다이나믹퀀트액티브
영문명,Mighty Dynamic Quant Active
표준코드,KR7442260006
종목코드,442260
상장일,2022-10-25
펀드형태,수익증권형
기초지수명,코스피 200
추적배수,일반 (1)
자산운용사,디비자산운용(주)
지정참가회사(AP),"NH투자증권, 신한투자증권, DB금융투자, 이베스트투자증권"
총보수(%),0.3
회계기간,"매년 1월1일부터 12월31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월31일까지."
과세유형,배당소득세(보유기간과세)
분배금 지급일,"1, 4, 7, 10월의 마지막 영업일 및 회계기간 종료일. 다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일"
홈페이지,www.db-asset.co.kr
www.db-asset.co.kr,www.db-asset.co.kr
기초 시장,(국내) (코스피) (-)
기초 자산,(주식) (시장대표) / (-) (-) / (-)
기본 정보,"· 이 투자신탁은 국내주식을 주된 투자대상자산으로 하며 ‘KOSPI 200 지수’를 비교지수로 하여 비교지수 대비 초과성과를 목표로 투자신탁재산을 운용함을 목적으로 합니다. · KRX가 발표하는 KOSPI 200 지수는 유가증권시장에 상장된 보통주 중 시장대표성, 산업대표성, 유동성 등을 기준으로 선정된 200종목으로 구성된 지수로, 1990년 1월 3일 100pt 기준으로 1994년 6월 15일부터 발표한 지수입니다. · ‘KOSPI 200 지수’ 종목 중 멀티팩터 기반의 퀀트 모델에 금융시장 국면별 팩터의 상대 강도 등을 종합적으로 반영한 포트폴리오에 투자할 계획입니다."
투자유의사항,· 이 투자신탁은 1좌당 순자산가치의 일간변동률이 기초지수 일간 성과와 유사하도록 추종하는 것을 목표로 하는 기존의 Passive ETF와 달리 투자신탁재산의 운용방식을 지수의 변화를 초과하도록 하는 것을 그 목표로하는 Active ETF입니다. · 이를 위하여 이 투자신탁은 “KOSPI 200 지수”를 비교지수로 하여 매니저의 재량에 따라 운용되는 상품입니다. 따라서 이 투자신탁은 비교지수인 KOSPI 200 지수와 다른 성과가 실현될 수 있습니다. · 상품에 대한 자세한 내용은 집합투자업자 인터넷 홈페이지(http://www.db-asset.co.kr) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다.
