항목,내용
한글명,KODEX CD금리액티브(합성)
영문명,KODEX CD Rate Active(SYNTH)
표준코드,KR7459580007
종목코드,459580
상장일,2023-06-08
펀드형태,수익증권형
기초지수명,KAP 양도성예금증서(CD)금리지수(총수익지수)
추적배수,일반 (1)
자산운용사,삼성자산운용(주)
지정참가회사(AP),"키움증권, 현대차증권, KB증권, NH투자증권, 메리츠증권, 미래에셋증권, 삼성증권, 하나증권, 한국투자증권, 한화투자증권, SK증권"
총보수(%),0.02
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.kodex.com
http://www.kodex.com,http://www.kodex.com
기초 시장,(국내) (주식외) (-)
기초 자산,(기타) (-) / (-) (-) / (-)
기본 정보,"이 투자신탁은 한국자산평가가 발표하는 KAP 양도성예금증서(CD)금리 지수를 비교지수로 하여 1좌당 순자산가치의 변동률을 비교지수의 변동률을 초과하도록 투자신탁재산을 운용함을 그 운용목적으로 합니다. ※ 그러나 상기의 투자목적이 반드시 달성된다는 보장은 없으며, 집합투자업자, 신탁업자, 판매회사 등 이 투자신탁과 관련된 어떠한 당사자도 투자원금의 보장 또는 투자목적의 달성을 보장하지 아니합니다."
투자유의사항,"시장위험 및 개별위험 투자신탁재산을 주로 CD금리를 기초로 하는 지수를 근거로 하는 장외파생 상품과 채권 등에 투자함으로써 유가증권의 가격 변동, 이자율, 환율변동 등 기타 거시경제지표의 변화에 따른 위험에 노출됩니다. 이자율 변동에 따른 위험 CD금리는 금융투자협회가 공시하는 CD 91일 최종호가수익률에 의해 결정됩니다. 자금시장 불균형 등 시장 상황 상 음(-)의 CD금리가 형성되는 경우, 손실 발생 가능 구조입니다. 시장 금리 상황이 이 투자신탁의 성과에 영향을 줄 수 있습니다. 또한 채권의 가격은 이자율에 의해 결정됩니다. 일반적으로 이자율이 하락하면 채권가격의 상승에 의한 자본이득이 발생하고 이자율이 상승하면 자본손실이 발생합니다. 따라서 채권을 만기까지 보유하지 않고 중도에 매도하는 경우에는 시장상황에 따라 손실 또는 이득이 발생할 수 있습니다. 거래상대방 및 신용위험 이 투자신탁은 장외파생상품 계약을 통해 운용하므로, 거래상대방의 영업환경, 재무상황 및 신용상태의 악화 등에 따르는 위험에 노출됩니다. 거래상대방의 신용등급 하락, 채무불이행, 파산, 부도발생 등 기타 유사한 사유로 인해 수익을 제공받지 못하거나 환매가 지연되거나 연기될 수 있으며, 상황에 따라 환매가 불가능해질 수도 있습니다. 액티브 ETF 투자위험 이 집합투자기구는 액티브상장지수펀드로 상장지수펀드의 순자산가치의 변화를 가격 및 지수의 변화를 초과하도록 운용하는 것을 목표로 합니다. 따라서 이 투자신탁은 투자신탁을 운용하는 담당 매니저의 재량으로 운용되는 투자신탁이며 기초지수의 성과와 다른 성과가 실현될 수 있습니다. 합성ETF 투자위험 이 투자신탁은 거래상대방과의 장외파생상품 계약을 중요한 운용수단으로 하여 기초지수의 수익률을 추종합니다. 이에 따라 거래상대방의 자격요건과 위험관리 및 담보관리 등을 관리하고 있으며, 이 투자신탁의 계속성에 중대한 영향을 미칠 수 있을 경우 상장폐지의 사유가 될 수 있습니다. 장외파생상품 관련 위험 이 투자신탁은 거래소와 같은 공개시장이 아닌 장외시장에서 거래가 이루어지는 장외파생상품에 주로 투자합니다. 상대적으로 정부의 규제나 감독이 엄격하지 않는 장외시장에서 거래가 이루어짐으로써 거래소의 정산이행보증과 같이 장내거래 참여자들에게 제공되는 보호가 제공되지 않습니다. 따라서 장외파생상품에 투자 시에는 거래상대방이 파산하거나 신용위기를 경험하는 경우 투자자금 전액회수가 불가능할 수도 있는 위험에 노출됩니다. 또한 거래상대방의 영업환경, 재무상황, 부도처리 및 신용상태의 악화에 따라 투자원금의 전부 또는 일부 손실이 발생될 수 있는 신용위험에 노출되어 있습니다. ETF 거래가격과 순자산가치(NAV)와의 괴리 위험 한국거래소에 상장되어 있는 ETF의 경우 경쟁매매를 통해 ETF의 거래가격이 결정되기 때문에 1좌당 거래가격이 1좌당 NAV에 비해 높거나 낮은 수준에서 거래될 수 있습니다. 이로 인해 투자자는 1좌당 NAV와 일치하지 않는 ETF를 매수 또는 매도할 수 있으며 이러한 거래로 인해 손실이 발생할 수 있습니다. 추적오차 및 상관계수 위험 이 집합투자기구는 추적대상 지수와 유사한 수익률 실현을 목적으로 운용되는 ETF가 아니기 때문에 별도의 추적오차 위험이 존재하지 않습니다. 다만, 유가증권시장 상장 규정에 따라 ETF(상장일부터 1년이 경과하지 아니한 ETF는 제외)의 1좌당 순자산가치의 일간변동률과 ETF 비교지수 일간 변동률의 상관계수가 0.7 미만이 되어 3개월간 계속되는 경우 상장폐지 대상이 되므로 이에 해당하지 않도록 ETF와 비교지수의 상관계수를 관리할 예정입니다. 상장폐지위험 유가증권시장 상장규정 제116조의 상장폐지기준에 해당되거나 공익과 투자자보호를 위하여 증권시장이 이 투자신탁의 수익증권 상장 폐지가 필요하다고 인정하는 경우 이 투자신탁은 상장폐지하여야 합니다. 지수공시 시간에 따른 가격 괴리 위험 이 투자신탁의 비교지수인 KAP 양도성예금증서(CD) 금리 지수값의 공시 시간은 매영업일 09시~16시 입니다. 이로 인해 장중에는 전일의 지수값을 기초로 산출한 가치가 iNAV로 나타나게 되며, 단기 금융시장의 변동성이 큰 경우 거래호가와 iNAV의 괴리가 발생할 수 있습니다."
