항목,내용
한글명,KODEX 미국30년국채울트라선물인버스(H)
영문명,KODEX Ultra T-bond Futures Inverse(H)
표준코드,KR7304670003
종목코드,304670
상장일,2018-09-12
펀드형태,수익증권형
기초지수명,S&P Ultra T-Bond Futures Index Inverse(ER)
추적배수,1X 인버스 (-1)
자산운용사,삼성자산운용(주)
지정참가회사(AP),"NH투자증권, 키움증권"
총보수(%),0.26
회계기간,매년 1월 1일부터 12월 31일까지(설정일부터 12월31일까지)
과세유형,배당소득세(보유기간과세)
분배금 지급일,"회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.kodex.com
http://www.kodex.com,http://www.kodex.com
기초 시장,(해외) (북미) (미국)
기초 자산,(채권) (국공채) / (-) (장기) / (-)
기본 정보,"이 투자신탁은 미국 국채30년물 선물가격을 기초로 하는 S&P Ultra T-Bond Futures Excess Return Index(이하 “기초지수”라 한다)를 기초지수로 하여 1좌당 순자산가치의 일간변동률을 기초지수 일간변동률의 음(陰)의 1배수로 연동하여 투자신탁재산을 운용함을 그 운용목적으로 합니다. ※ 그러나 상기의 투자목적이 반드시 달성된다는 보장은 없으며, 집합투자업자, 신탁업자, 판매회사 등 이 투자신탁과 관련된 어떠한 당사자도 투자원금의 보장 또는 투자목적의 달성을 보장하지 아니합니다."
투자유의사항,"이자율 변동에 따른 위험 채권의 가격은 이자율에 의해 결정됩니다. 일반적으로 이자율이 하락하면 채권가격의 상승에 의한 자본이득이 발생하고 이자율이 상승하면 자본손실이 발생합니다. 따라서 채권을 만기까지 보유하지 않고 중도에 매도하는 경우에는 시장상황에 따라 손실 또는 이득이 발생할 수 있습니다. 환율변동위험 이 투자신탁은 통화관련 파생상품 거래를 통해 환위험을 회피하는 것을 목표로 하고, 미 실현 손익에 대해서는 주기적으로 환 헷지 비율을 조정하여 최대한 환 위험을 회피하고자 합니다. 그러나 관련 시장 규모, 거래비용, 투자수단의 유용성, 시장간의 시차, 관련 시장의 교란 및 전세계 거시 경제적인 기타 변수등에 따라 환 위험을 회피하기 곤란한 경우에는 일부 또는 전체에 대하여 환 위험에 노출될 수 있습니다. 또한 환헷지를 하는 경우에도 투자신탁 설정·해지의 반복, 가격변동, 최소 헷지거래규모 등으로 인하여, 이 투자신탁에서 투자하는 외화자산의 환위험에 대하여 100% 헷지를하는 것은 불가능하기 때문에 투자신탁 순자산액±일정 범위에서 환헷지가 이루어집니다. 이에 따라 환헷지를 하는 경우에도 투자신탁 순자산액에 미달되거나 초과되는 부분은 환율변동위험에 노출됩니다. 개인수익자의 투자자금 회수 곤란 위험 개인수익자는 보유 수익증권을 증권시장에서 매도하는 방법으로만 현금화가 가능합니다. 즉, 개인투자자는 보유 수익증권을 판매회사 또는 지정참가회사에 환매신청할 수 없습니다. ※ 법인수익자의 경우 보유 수익증권을 증권시장에서 매도하거나 이 투자신탁 수익증권을 설정단위 또는 그 정배수로 판매회사 또는 지정참가회사에 환매 신청할 경우에는 판매회사 또는 지정참가회사에서 환매가 가능합니다. 지수산출방식의 대폭 변경 또는 중단 위험 이 투자신탁이 추적하는 기초지수를 관리하는 지수관리회사의 사정으로 그 지수의 산출방식이 대폭 변경되어 집합투자업자의 최선의 노력에도 불구하고 기존의 투자전략으로 더 이상 그 지수를 추적할 수 없는 상황이 발생하거나, 지수관리회사의 사정 또는 기타 피치 못할 사정으로 인하여 지수의 발표가 중단되는 경우에는 그로 인하여 이 투자신탁의 운용이 중단되고, 상장 폐지 및 이 투자신탁의 전부해지가 발생할 수도 있습니다. 추적오차 발생위험 이 투자신탁은 기초지수와 동일한 수익률을 실현함을 그 투자목적으로 하고 있으나, 투자신탁보수, 위탁매매수수료 등 관련 비용의 지출 등 현실적 제한으로 인하여 기초지수와 동일한 수익률이 실현되지 아니할 가능성이 있습니다. 기초지수와의 상관관계 저하 위험 이 투자신탁의 성과와 관련된 다양한 요인들은 일간단위로 기초지수와 투자신탁의 성과간의 높은 상관관계를 달성하는데 영향을 줄 수 있으며 투자신탁이 일간단위로 높은 상관관계 달성하지 못하게 영향을 줄 수 있습니다. 기초지수와 투자신탁의 일간 단위성과가 높은 상관관계를 달성하지 못하는 경우 이 투자신탁의 목적은 달성되지 않을 수 있습니다. 장외파생상품 투자에 따른 위험 장외파생상품으로 운용되는 경우 거래상대방 신용위험에 노출되며 일일정산 또는 수시 정산 등의 운용방법을 통하여 동일 거래상대방 기준으로 장외파생상품 매매 거래의 만기까지 거래 상대방의 부도등으로 발생할 수 있는 최대손실금액이 순자산총액의 10%이하로 유지될 수 있도록 운용하더라도 급격한 시장 변동, 거래상대방의 신용 악화 및 기타 예측하지 못한 변수로 인해 장외파생상품 매매에 따른 거래상대방 신용위험으로 인한 최대손실금액이 순자산총액의 10%를 초과할 수 있습니다. 선물 롤오버(Roll-Over)위험  선물시장에서 원월물의 가격이 최근월물보다 가격이 높은 Contango상황이 지속될 경우 Rolling Effect는 지속적으로 (-)의 손실을 발생시킬 수 있고 시장 국면이 지속적으로 변경되는 국면에서는 손실폭이 커질 수도 있습니다. 극단적으로는 현물가격은 상승하였으나, 파생상품의 성과는 손실이 발생할 수도 있고, 반대로 현물가격은 하락하였으나 파생상품의 성과는 이익이 발생하는 상반된 손익을 실현할 수도 있습니다. 그러나, 이러한 Rolling Effect는 사전적으로 결정되지 않으며 선물시장 월물별 가격 곡선(Curve)가 높은 변동성을 보임에 따라 사후적으로 결정되는 경향이 높습니다. 특정국가 집중투자 위험 이 투자신탁은 해외특정국가(미국)의 채권과 관련된 파생상품 등에 주로 투자하기 때문에 특정국가의 시장, 정치 및 경제상황 등에 따른 위험에 더 많이 노출이 되어 있으며, 이는 일반적으로 해외채권시장 전체에 투자하는 글로벌 채권형 투자신탁보다 더 높은 위험을 부담할 가능성이 높습니다."
