항목,내용
한글명,KoAct 미국천연가스인프라액티브
영문명,KoAct US Natural Gas Infra Active
표준코드,KR7497780007
종목코드,497780
상장일,2024-12-10
펀드형태,수익증권형
기초지수명,Solactive 미국천연가스인프라 PR 지수
추적배수,일반 (1)
자산운용사,삼성액티브자산운용 주식회사
지정참가회사(AP),"메리츠, 미래, 키움, 한국"
총보수(%),0.5
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"매월 마지막 영업일 및 회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,www.samsungactive.co.kr
www.samsungactive.co.kr,www.samsungactive.co.kr
기초 시장,(해외) (북미) (미국)
기초 자산,(주식) (업종섹터) / (-) (업종테마) / (-)
기본 정보,"이 투자신탁은 미국천연가스인프라 관련 산업과 해외주식에 주로 투자하는 액티브상장지수펀드로서, Solactive가 산출·발표하는 Solactive 천연가스인프라 지수를 비교지수로 하여 비교지수 대비 초과성과를 목표로 투자신탁재산을 운용하는 것을 목표로 합니다. ※ 그러나 상기의 투자목적이 반드시 달성된다는 보장은 없으며, 집합투자업자, 신탁업자, 판매회사 등 이 투자신탁과 관련된 어떠한 당사자도 투자원금의 보장 또는 투자목적의 달성을 보장하지 아니합니다."
투자유의사항,"시장위험 및 개별위험 투자신탁재산을 국내 주식 및 파생상품 등에 투자함으로써 투자대상자산의 가격 변동, 이자율 등 기타 거시경제지표의 변화에 따른 위험에 노출됩니다. 또한, 투자신탁재산의 가치는 투자대상종목 발행회사의 영업환경, 재무상황 및 신용상태의 악화에 따라 급격히 변동될 수 있습니다. 주식 등 가격변동위험 이 투자신탁은 증권시장에 상장되어 거래되는 주식 등에 주로 투자하기 때문에 동 주식의 가격변동으로 인한 손실위험에 노출됩니다. 또한, 투자신탁재산의 가치는 투자대상종목 발행회사의 영업환경, 재무상황 및 신용상태의 악화에 따라 급격히 변동될 수 있습니다. 환율변동위험 이 투자신탁은 해외투자로 인한 환율변동위험에 대해 환율변동위험 제거를 위한 환헷지 전략을 기본적으로 실시하지 않을 계획이므로 환율변동에 따른 위험에 노출되어 있습니다. 시장거래에 따른 순자산가치와의 괴리 위험 이 투자신탁은 한국거래소에 상장되어 거래되며 시장가격으로 유통시장을 통해 매매됩니다. 이 투자신탁의 시장 가격은 순자산가치(NAV) 및 유통시장의 수요와 공급에 따라 변동됩니다. 따라서, 이 투자신탁의 시장가격은 이 투자신탁에 수요와 공급으로 인해 NAV보다 높게 또는 낮게 형성될 수 있습니다. 특정 업종 집중 투자에 따른 위험 이 투자신탁은 미국천연가스인프라라는 특정한 주제를 가지고 투자하는 투자신탁입니다. 그러므로 특정한 업종에 집중적으로 투자하기 때문에 특정 업종의 성과에 따라 투자신탁의 성과가 좌우될 수 있습니다. 또한, 해당 업종의 급격한 변동에 따라서 최초 목적한 투자목적과는 다르게 급격한 가격변동위험에 처할 수 있으며 경우에 따라서는 심각한 원본의 손실을 입을 수 있습니다. 액티브 ETF 투자위험 이 집합투자기구는 유가증권시장 상장규정 제113조에 따른 액티브상장지수펀드로 상장지수펀드의 순자산가치의 변화를 가격 및 지수의 변화를 초과하도록 운용하는 것을 목표로 합니다. 즉, 기초지수 수익률 추종을 목표로 하여 운용되는 ETF가 아니라 비교지수 대비 초과성과를 목표로 하여 운용되는 액티브 ETF임에 유의하시기 바랍니다. 또한, 이 투자신탁은 1좌당 순자산가치의 일간 변동률과 기초지수의 일간 변동률이 유사하도록 추종하는 것을 그 목적으로 하는 기존의 상장지수펀드(이하”ETF”라 한다)와 달리 투자신탁재산의 운용방식을 지수의 변화를 초과하도록 운용하는 것을 목표로 하는 ETF입니다. 따라서 이 투자신탁은 투자신탁을 운용하는 담당매니저의 재량으로 운용되는 투자신탁이며 기초지수의 성과와 다른 성과가 실현될 수 있습니다. 추적오차 및 상관계수 위험 이 투자신탁은 액티브ETF로 기초지수와 유사한 수익률 실현을 목적으로 운용되는 패시브ETF가 아닌 비교지수 대비 초과수익을 목표로 하기 운용하기 때문에 패시브ETF보다 상대적으로 추적오차 위험이 발생할 수 있으나, 유가증권시장 상장규정에 따라 ETF(상장일부터 1년이 경과하지 아니한 ETF는 제외)의 1좌당 순자산가치의 일간 변동률과 ETF비교지수 일간 변동률의 상관계수가 0.7 미만이 되어 3개월간 계속되는 경우 상장폐지대상이 되므로 이에 해당하지 않도록 ETF와 비교지수의 상관계수를 관리할 예정입니다 시차문제로 인한 유동성공급자의 호가 스프레드 확대의 위험 유동성공급자가 유동성공급을 위한 헷지 수단이 한국과의 시차가 존재하는 시장에서 거래됨에 따라 금융위기나 기타 사건들로 인해 기초자산시장의 변동성이 크게 확대되는 국면에서는 이와 연동하여 국내에서 거래되는 ETF의 유동성 공급호가 스프레드가 확대될 수 있습니다. 또 휴일이나 해외거래소의 시스템 문제 등 특정일에 발생되는 비정상적 거래가 일어나는 상황 하에서도 이러한 유동성 공급호가 스프레드가 확대될 수 있습니다. 그리고 상기와 같은 사유로 유동성 공급호가 스프레드가 확대되면서 동시에 괴리율도 확대될 수 있습니다. 하지만 이와 반대로 시장의 변동성이 줄어들거나 안정적인 시장상황에서는 스프레드가 축소되는 현상이 나타날 수 있으며, 이 경우 괴리율은 축소될 수 있습니다."
