항목,내용
한글명,PLUS 글로벌희토류&전략자원생산기업
영문명,PLUS Global Rare Earth Company
표준코드,KR7415920008
종목코드,415920
상장일,2022-01-18
펀드형태,수익증권형
기초지수명,MVIS Global Rare Earth/Strategic Metals Index (Price Return)
추적배수,일반 (1)
자산운용사,한화자산운용
지정참가회사(AP),"한국투자증권, 한화투자증권, 키움증권"
총보수(%),0.5
회계기간,1. 최초 회계기간 : 최초설정일로부터 2022년 12월 31일까지 / 2. 제1호의 회계기간 경과 후의 회계기간 : 2023년 1월 1일부터 매 1년간
과세유형,배당소득세(보유기간과세)
분배금 지급일,"1, 4, 7, 10월의 마지막 영업일 및 회계기간 종료일(다만, 투자신탁 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.arirangetf.com/
http://www.arirangetf.com/,http://www.arirangetf.com/
기초 시장,(해외) (글로벌) (-)
기초 자산,(주식) (업종섹터) / (-) (업종테마) / (-)
기본 정보,"- 이 투자신탁은 주식을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자대상자산으로 하며, 1좌당 순자산가치의 일간변동률을 “MVIS Global Rare Earth/Strategic Metals Index”의 1배수와 유사하도록 투자신탁재산을 운용함을 목적으로 합니다. - “MVIS Global Rare Earth/Strategic Metals Index‘는 MVIS가 산출 및 공표하는 지수로, 글로벌 희토류 및 전략 금속자원(Rare Earth, Strategic Metals) 섹터를 추종하는 것을 목표로 합니다. 구성종목 간 투자 비중은 유동시가총액 방식을 사용합니다. - 이 투자신탁은 해외주식 등에 투자하면서도 환헤지를 하지 않으므로, 이 투자신탁의 1좌당 순자산가치는 기초지수의 원화환산 후 수익률에 연동하게 됩니다."
투자유의사항,"- 이 투자신탁은 집합투자기구의 운용실적에 따라 손익이 결정되는 실적배당상품으로 예금자보호법에 따라 예금보험공사가 보호하지 아니하며 원본을 보장하지 않습니다. 따라서 투자원본의 전부 또는 일부에 대한 손실의 위험이 존재하며 투자금액의 손실 내지 감소의 위험은 전적으로 투자자가 부담하며, 집합투자업자나 판매회사 등 어떤 당사자도 투자손실에 대하여 책임을 지지 아니합니다. - 이 투자신탁은 환율변동위험 제거를 위한 환헤지 전략을 실행하지 않습니다. 따라서 투자자는 외국통화에의 투자에 따른 환율변동위험에 100% 노출됩니다. 이는 해당 외화자산인 투자자산의 가치가 상승함에도 불구하고 원화(KRW)와 해당국가 통화간 상대적 가치의 변화로 인해 투자시 수익을 얻지 못하거나 원금의 손실이 발생할 수도 있음을 의미합니다. 예를 들어 원화의 가치가 외국통화에 비하여 상대적으로 더 높아지면, 외화자산인 투자자산의 가치는 원화가치로 환산했을 때 낮아집니다. 이러한 환율변동위험을 회피하고자 하는 투자자께서는 투자금액을 고려하시어 이 집합투자기구와는 별도로 환헤지 방안을 강구하셔야 합니다. - 파생상품(선물, 옵션에의 투자)은 작은 증거금으로 거액의 결제가 가능한 지렛대효과(레버리지 효과)로 인하여 기초자산에 직접 투자하는 경우에 비하여 높은 위험에 노출됩니다. - 이 투자신탁은 추적대상지수와 동일한 수익률을 실현함을 그 투자목적으로 하고 있으나, 일시적인 가격 변동, 투자신탁보수, 위탁매매수수료, 지수사용료, 상장수수료 등 관련 비용의 지출 등 현실적 제한으로 인하여 추적대상 지수와 동일한 수익률이 실현되지 아니할 가능성이 있습니다. 따라서 이 투자신탁의 수익률과 추적대상 지수의 수익률이 동일할 것을 전제로 하는 투자는, 당해 추적오차로 인하여 예상하지 못한 손실을 실현할 수도 있습니다. - 이 투자신탁은 법령이 허용하는 한도 내에서 소수 종목에 선별적으로 집중 투자할 수 있으며 이에 따라 변동성 및 일부 종목의 집합투자기구에 미치는 영향력이 동일 유형의 일반적인 집합투자기구 혹은 해당 시장에 비하여 상대적으로 클 수 있습니다. - 이 투자신탁은 일부 산업에 속하는 증권에 선별적으로 집중 투자할 수 있으며 이에 따라 변동성 및 투자한 특정 섹터의 위험이 미치는 영향력이 동일유형의 일반적인 집합투자기구 혹은 해당 시장에 비하여 상대적으로 클 수 있습니다. - 투자 의사를 결정하기 전에 반드시 자산운용사 홈페이지(http://www.arirangetf.com/) 또는 금융감독원 전자공시시스템의 투자설명서를 읽어 보시기 바랍니다."
