항목,내용
한글명,KOSEF 코스닥150선물레버리지
영문명,KOSEF KOSDAQ150F Leverage
표준코드,KR7291630002
종목코드,291630
상장일,2018-03-16
펀드형태,수익증권형
기초지수명,F-코스닥150 레버리지지수
추적배수,2X 레버리지 (2)
자산운용사,키움투자자산운용(주)
지정참가회사(AP),"키움,미래에셋대우,KB,NH투자"
총보수(%),0.09
회계기간,1) 최초설정일 - 2018. 12. 31까지 2)그 이후 부터는 직전회계기간 종료일 익일로부터 매 1년
과세유형,배당소득세(보유기간과세)
분배금 지급일,회계기간 종료일(회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)
홈페이지,http://www.kosef.co.kr
http://www.kosef.co.kr,http://www.kosef.co.kr
기초 시장,(국내) (코스닥) (-)
기초 자산,(주식) (시장대표) / (-) (-) / (-)
기본 정보,"1. 코스닥150선물지수 일간 수익률의 양의 2배 수익률을 추구 2. 선물 운용으로 주식형 ETF에 비해 적은 추적오차와 괴리율 3. 선물 운용으로 주식형 ETF에 비해 각종비용(차입비용,종목교체,증권거래세,주문수수료) 절감추구 4. 현금운용(콜, 예금 등)에 따른 초과수익추구"
투자유의사항,"1. 이 ETF의 수익률은 보수 또는 비용 등 이 ETF의 순자산가치에 부의 영향을 미치는 다양한 이유로 인하여 기초지수 수익률과 괴리(추적오차)가 발생할 수 있습니다. 2. 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다."
