항목,내용
한글명,KOSEF 미국ETF산업STOXX
영문명,KOSEF USA ETF Industry STOXX
표준코드,KR7426330007
종목코드,426330
상장일,2022-04-26
펀드형태,수익증권형
기초지수명,STOXX USA ETF Industry Index (KRW)
추적배수,일반 (1)
자산운용사,키움투자자산운용(주)
지정참가회사(AP),"NH투자증권, 메리츠증권, 삼성증권"
총보수(%),0.52
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"1월, 4월, 7월, 10월의 마지막 영업일 및 회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.kosef.co.kr
http://www.kosef.co.kr,http://www.kosef.co.kr
기초 시장,(해외) (북미) (미국)
기초 자산,(주식) (업종섹터) / (-) (업종테마) / (-)
기본 정보,"1. Qontigo에서 발표하는 STOXX USA ETF INDUSTRY 지수를 기초지수로 하여, 1좌당 순자산가치의 일간변동률을 기초지수 일간변동률에 연동되도록 투자신탁재산을 운용합니다. 2. Qontigo에서 발표하는 STOXX USA Total Market Index 종목들 중 시총 $500mil 이상 및 기준일 직전 6개월 거래대금 $2mil 이상 종목들을 선정합니다. 선정된 종목 중 ETF 산업(자산운용사, 수탁사, 금융 투자서비스 등) 관련한 기업을 선별 후 해당 기업의 전체 매출 중 ETF관련 매출 비중이 50%넘는 기업들을 선정. 선정된 기업들 중 시가총액 기준 상위 20개 종목 편입하여 운용하며 종목당 CAP은 10%입니다."
투자유의사항,"1. 이 ETF의 수익률은 보수 또는 비용 등 이 ETF의 순자산가치에 부의 영향을 미치는 다양한 이유로 인하여 기초지수 수익률과 괴리(추적오차)가 발생할 수 있습니다. 2. 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다."
