항목,내용
한글명,ACE 200
영문명,ACE 200
표준코드,KR7105190003
종목코드,105190
상장일,2008-09-25
펀드형태,수익증권형
기초지수명,코스피 200
추적배수,일반 (1)
자산운용사,한국투자신탁운용
지정참가회사(AP),굿모닝신한증권 외 8개사
총보수(%),0.09
회계기간,매년 1월 1일부터 12월 31일까지
과세유형,비과세
분배금 지급일,"매 1, 4, 7, 10월의 마지막 영업일 및 회계기간 종료일(종료일이 영업일이 아닌 경우 종료일의 직전 영업일)"
홈페이지,http://www.kindexetf.com
http://www.kindexetf.com,http://www.kindexetf.com
기초 시장,(국내) (코스피) (-)
기초 자산,(주식) (시장대표) / (-) (-) / (-)
기본 정보,"1좌당 순자산가치의 변동률을 기초지수인 KOSPI 200 지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목표로 합니다. 한국거래소가 산출하는 KOSPI 200 지수는 주가지수선물 및 주가지수 옵션의 거래대상으로 개발된 주가지수로서, 선물 및 옵션거래에 적합하도록 유가증권시장에 상장된 전체 종목 중에서 시장대표성, 업종대표성 및 유동성 등을 감안하여 선정된 200종목을 구성종목으로 합니다. 1990년 1월 3일을 100p로 하여 1994년 6월 15일부터 산출, 발표되었습니다. KOSPI 200 지수는 매년 1회 KOSPI200 선물시장의 6월결제월의 최종거래일의 다음 매매거래일에 변경된 종목으로 지수가 산출될 수 있도록 정기적으로 변경되며, 지수구성종목 중에서 상장폐지, 관리종목 지정, 피흡수, 합병 등의 사유로 KOSPI 200 구성종목으로서 부적당하다고 인정되는 경우 수시로 변경될 수 있습니다. 이 투자신탁은 기초지수인 KOSPI 200을 구성하고 있는 종목에 주로 투자하는 것을 원칙으로 합니다. 다만, 자산운용회사가 추적오차의 최소화, 시장충격 등을 위하여 필요하다고 판단하는 경우, 최적화 기법을 적용하여 일부종목만 편입하는 부분복제전략을 사용할 수 있으며, 주가지수선물 등의 파생상품에 투자할 수도 있으며, 신규 편입 예정종목에도 투자할 수 있습니다. 지수에 대한 자세한 내용은 한국거래소 홈페이지(http://www.krx.co.kr)의 지수안내 통해 확인하시기 바랍니다."
투자유의사항,"이 투자신탁의 수익률은 다양한 이유(투자신탁 운용과 관련된 제반 비용, 현금배당, 구성종목의 교체/비중변경/부도)로 기초지수인 KOSPI 200의 수익률과 괴리(추적오차)가 발생할 수 있습니다. 이 경우 자산운용회사는 추적오차를 최소화하기 위하여 투자신탁 관련비용의 최소화, 추적오차를 감안한 편입 종목수 조정 등의 보완방안을 실행할 예정이나, 불가피하게 최소한의 추적오차가 발생할 가능성이 있음을 유의하셔야 합니다. 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.kindexetf.co.kr) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
