항목,내용
한글명,TIGER 리츠부동산인프라채권TR KIS
영문명,TIGER REITS AND BOND TR
표준코드,KR7341850006
종목코드,341850
상장일,2020-05-22
펀드형태,수익증권형
기초지수명,KIS 리츠부동산인프라채권TR 지수
추적배수,일반 (1)
자산운용사,미래에셋자산운용(주)
지정참가회사(AP),"메리츠증권, 미래에셋대우, 키움증권, KB증권"
총보수(%),0.22
회계기간,"최초설정일부터 당해 연도 12월 31일까지로 하며, 이후의 회계기간은 그 익일로부터 매년 12월 31일까지로 함"
과세유형,배당소득세(분리과세부동산ETF)
분배금 지급일,"매월 마지막 영업일 및 회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.tigeretf.com
http://www.tigeretf.com,http://www.tigeretf.com
기초 시장,(국내) (주식혼합) (-)
기초 자산,(혼합자산) (주식+채권) / (-) (-) / (-)
기본 정보,"- 이 ETF는 부동산 관련 집합투자증권(REITs 포함)을 주된 투자대상자산으로 하며, “KIS 부동산인프라채권TR 지수""를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다. - ""KIS 부동산인프라채권TR 지수""는 KIS채권평가에서 발표하는 지수로, 유가증권시장 상장 종목으로 리츠, 인프라를 기초자산으로 하는 특별자산집합투자기구, 부동산집합투자기구로 분류되는 종목과 국내 채권 및 채권관련 ETF의 비중을 7:3으로 혼합하여 산출하는 지수입니다. 또한, 자본손익 및 경과이자 수익 이외에 발생한 배당 등의 현금을 지수에 편입된 종목에 재투자하는 것을 가정해 산출하는 총수익(Total Return) 지수입니다."
투자유의사항,"- 부동산, 인프라 관련 자산의 가치는 해당지역의 경제성장률, 물가상승률, 이자율 등 여러 거시경제지표의 변화 및 기타 가격변동 위험에 노출됩니다. 또한, 부동산, 인프라 관련 집합투자기구 등 간접적인 방법으로 부동산, 인프라 관련 자산에 투자하게 되는 경우라도 부동산, 인프라 관련 자산에 직접 투자하는 것과 동일한 위험수준에 노출됩니다. - 이 ETF의 수익률은 보수 또는 비용 등 이 ETF의 순자산가치에 부의 영향을 미치는 다양한 이유로 인하여 기초지수 수익률과 괴리(추적오차)가 발생할 수 있습니다. - 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다. - 상품에 대한 자세한 내용은 집합투자업자 인터넷홈페이지(http://www.tigeretf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
