항목,내용
한글명,HANARO MSCI Korea TR
영문명,HANARO MSCI Korea TR
표준코드,KR7332940006
종목코드,332940
상장일,2019-08-28
펀드형태,수익증권형
기초지수명,MSCI Korea TR Index
추적배수,일반 (1)
자산운용사,엔에이치아문디자산운용(주)
지정참가회사(AP),"NH증권,KB증권,미래에셋대우증권,메리츠종합금융증권,신한금융투자,한국투자증권,"
총보수(%),0.12
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"1, 4, 7, 10월 마지막 영업일 및 회계기간종료일"
홈페이지,http://www.nh-amundi.com
http://www.nh-amundi.com,http://www.nh-amundi.com
기초 시장,(국내) (코스피+코스닥) (-)
기초 자산,(주식) (시장대표) / (-) (-) / (-)
기본 정보,"이 ETF는 국내 주식을 주된 투자대상자산으로 하며, MSCI KOREA Gross TR 지수를 기초지수로 하여 1좌당 순자산가치 변동률을 기초지수와 유사하게 운용함을 목적으로 합니다. MSCI가 산출, 발표하는 MSCI KOREA Gross TR 지수는 코스피/코스닥 상장 종목 중 중대형주 기준으로 MSCI GIMI 방법론을 사용하여 섹터, 사이즈, 스타일 등을 고려하여 선정, 세전 현금배당이 재투자되는 것을 가정하여 배당수익률이 가산된 총수익지수로, 구성종목에 유동시가총액종목 가중으로 투자합니다."
투자유의사항,"이 ETF는 운용실적에 따라 손익이 결정되는 실적배당상품으로 예금자보호법에 따라 보호되지 아니하며, 원본이 보장되지 않습니다. 따라서, 투자원본의 전부 또는 일부 손실 위험이 존재하며 투자금액의 손실내지 감소의 위험은 전적으로 투자자가 부담합니다. 집합투자업자, 판매회사 등 어떠한 당사자도 투자손실에 대하여 책임을지지 아니합니다. 이 ETF의 수익률은 보수, 비용 등 이 ETF의 순자산가치에 부의 영향을 미치는 다양한 이유로 인하여 기초지수 수익률과 괴리(추적오차)가 발생할 수 있습니다. 개인투자자는 보유 ETF를 거래소 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다. 이 투자신탁을 개인투자자가 한국거래소 시장을 통하여 매매할 경우, 과세 대상이 되는 배당소득은 일반적으로 투자신탁의 과표기준가의 증분과 매매이익 중 작은 값이 됩니다. 이때 적용되는 세율은 주민세를 포함하여 15.4%입니다. 이러한 기간 보유 과세 체계에서는 매매이익이 발생할 경우에 한해 과세 여부를 판단하게 되며 매매손실에 대해서는 손익통산이 이루어지지 않습니다. 따라서, 1년 동안의 매매 건별로 이익발생시점에서 계산한 과표의 합이 다른 금융소득과 합산되는 경우 금융소득 종합과세의 적용기준을 넘어서면서 이에 해당하는 높은 세율의 세금이 부과될 수 있습니다. 상품에 대한 자세한 내용은 집합투자업자 인터넷 홈페이지(http://www.nh-amundi.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
