항목,내용
한글명,HK S&P 코리아로우볼
영문명,HK S&P korea LowVol
표준코드,KR7215620006
종목코드,215620
상장일,2015-03-25
펀드형태,수익증권형
기초지수명,S&P Korea 저변동성 지수
추적배수,일반 (1)
자산운용사,흥국자산운용(주)
지정참가회사(AP),"현대증권(주), 하나대투증권(주), 교보증권(주)"
총보수(%),0.4
회계기간,매년 1월 1일부터 12월 31일까지. 단 최초회계기간은 최초설정일로부터 2005년 12월 31일까지
과세유형,비과세
분배금 지급일,"매 1월, 4월, 7월, 10월의 마지막 영업일 및 회계기간 종료일. 다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일"
홈페이지,www.hkfund.co.kr
www.hkfund.co.kr,www.hkfund.co.kr
기초 시장,(국내) (코스피) (-)
기초 자산,(주식) (전략) / (-) (변동성) / (-)
기본 정보,"당 투자신탁은 S&P다우존스지수(S&P Dow Jones Indices)가 ‘저변동성 이상현상’(“Low Volatility Anomaly”)에 근거하여 출시한 S&P KOREA 저변동성지수(S&P KOREA Low Volatility Index)를 기초지수로 추종하는 ETF입니다.  S&P KOREA 저변동성지수는 한국 주식시장에서 시가총액 및 거래규모를 고려하고, 지난 1년간 일별 변동성을 계산하여 변동성이 낮은 50개의 종목을 선택하고, 변동성이 낮을수록 높은 가중치를 주는 방법(최소0.5%~최대3.0%)으로 포트폴리오를 구성하여 성과를 측정합니다. 지수 재조정은 3월과 9월의 마지막 영업일을 기준으로 하여 연간 2번 이뤄집니다."
투자유의사항,"이 투자신탁이 투자하는 주식종목은 대체로 시장변동성 수준보다 낮은변동성 수준을 갖는 종목(저변동성 종목)들이므로 이 투자신탁의 전반적인 변동성 수준도 그에 상응해서 낮은 수준입니다. 이와 같은 저변동성 종목들은 주식시장이 단기적으로 급격히 상승하는 경우 시장대비 상대적으로 그 상승폭이 작을 수 있습니다. 따라서, 이 투자신탁은 주식시장이 단기적으로 급격히 상승하는 경우 시장대비 낮은 수익률을 보일 수 있음에 유의하시기 바랍니다. 당 투자신탁은 기초지수와 동일한 수익률을 실현함을 그 투자목표로 하고 있으나, 투자신탁보수 및 위탁매매수수료 등 관련 비용의 지출 등 현실적 제한으로 인하여 기초지수와 동일한 수익률이 실현되지 아니할 가능성이 있습니다. 따라서, 이 투자신탁의 수익률과 추적대상 지수의 수익률이 동일할 것을 전제로 하는 투자는 당해 추적오차로 인하여 예상하지 못한 손실을 실현할 수도 있습니다. 자세한 내용은 집합투자업자 홈페이지(http://www.hkfund..co.kr) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하여 주시기 바랍니다.(http://dart.fss.or.kr)"
