항목,내용
한글명,TIGER 배당커버드콜액티브
영문명,TIGER DIVIDEND COVERED CALL ACTIVE
표준코드,KR7472150002
종목코드,472150
상장일,2023-12-12
펀드형태,수익증권형
기초지수명,코스피 200 커버드콜 5% OTM 지수(PR 지수)
추적배수,일반 (1)
자산운용사,미래에셋자산운용(주)
지정참가회사(AP),"미래에셋증권, NH투자증권, 키움증권, 메리츠증권, 신한투자증권, KB증권, 하나증권, 신영증권, 삼성증권"
총보수(%),0.5
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"매월 마지막 영업일 및 회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.tigeretf.com
http://www.tigeretf.com,http://www.tigeretf.com
기초 시장,(국내) (코스피) (-)
기초 자산,(주식) (전략) / (-) (구조화) / (-)
기본 정보,"- 이 ETF는 주로 국내 주식을 주된 투자대상자산으로 하며, ‘코스피 200 커버드콜 5% OTM 지수'를 비교지수로 하여 ETF 순자산가치의 변화가 비교지수를 초과하도록 운용하는 것을 목표로 하는 ETF입니다. 이 ETF는 초과수익 실현을 위해 업종 내 배당 수익률 및 배당 성장률이 높은 종목(현금 배당뿐만 아니라 주식 배당 및 자사주 매입 포함)으로 주식 포트폴리오를 보유하면서 콜옵션을 매도하는 커버드콜 전략을 활용하여 주가하락 위험을 부분적으로 방어하고 콜옵션 매도에 따른 프리미엄을 확보합니다. - ‘코스피 200 커버드콜 5% OTM 지수’는 한국거래소에서 코스피 200 지수와 코스피 200 옵션시장에 상장된 콜옵션종목을 이용하여 산출하는 지수입니다."
투자유의사항,"- 이 ETF는 커버드콜 전략을 활용하므로 주가가 하락하거나 횡보 또는 완만히 상승할 경우 커버드콜 전략을 통해 추가적인 수익을 얻을 수 있으나, 주가가 단기 급등할 경우 투자신탁의 수익률 상승이 제한될 수 있습니다. - 이 집합투자기구는 기초지수 수익률 추종을 목표로 하여 운용되는 ETF가 아니라 비교지수 대비 초과성과를 목표로 하여 운용되는 액티브 ETF임에 유의하시기 바랍니다. - 이 ETF의 수익률은 보수 또는 비용 등 이 ETF의 순자산가치에 부의 영향을 미치는 다양한 이유로 인하여 기초지수 수익률과 괴리(추적오차)가 발생할 수 있습니다. - 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다. - 상품에 대한 자세한 내용은 집합투자업자 인터넷 홈페이지(http://www.tigeretf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
