항목,내용
한글명,SOL 금융지주플러스고배당
영문명,SOL Financial Group Plus High Dividend
표준코드,KR7484880000
종목코드,484880
상장일,2024-06-25
펀드형태,수익증권형
기초지수명,FnGuide 금융지주플러스고배당 지수(PR)
추적배수,일반 (1)
자산운용사,신한자산운용 주식회사
지정참가회사(AP),"NH, 메리츠, 미래, 신한, 키움, 하이, 한국"
총보수(%),0.3
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,비과세
분배금 지급일,매월 마지막 영업일
홈페이지,www.soletf.com
www.soletf.com,www.soletf.com
기초 시장,(국내) (코스피) (-)
기초 자산,(주식) (전략) / (-) (배당) / (-)
기본 정보,"이 투자신탁은 법 시행령 제 92조 2항제 4호에서 규정하는 주된 투자대상자산으로 하며 FnGuide가 산출하는‘FnGuide 금융지주플러스고배당 지수 (PR)’를 기초지수로 하여 기초지수의 수익률을 정배수로 추적하는 것을 목표로 하는 패시브 상품입니다. 해당 기초지수는 공정거래위원회가 발표하는 금융지주회사에 속하는 종목 및 FICS(FnGuide Sectors Classifications)의 Industry Group 분류(62개 중) ‘금융’에 속하는 종목들을 유니버스로 구성하며, 금융지주회사 유니버스 구성 종목 중 ‘예상배당수익률이 유가증권시장의 예상배당수익률을 상회(이하 배당스크리닝)’하고 ‘직전 6개월 내 자사주 취득 신고(이하 자사주필터)’를 한 종목을 우선적으로 편입하고 그 후 금융지주회사 유니버스 구성 종목 중 배당스크리닝을 통과한 종목을 배당수익률 상위 순으로 추가 선정합니다. 금융지주회사 중 선정된 종목이 10종목에 미달할 경우에는 금융 유니버스 중 배당스크리닝과 자사주필터를 통과한 종목을 우선적으로 선정하고 금융 유니버스 중 배당스크리닝을 통과한 배당수익률 상위 종목 순으로 최종 구성종목이 10종목이 될 때까지 추가 선정합니다. 금융지주사는 공정거래법상 부채비율 한도 제한으로 안정적 재무구조를 보유하고 있고, 자회사로부터의 배당과 로열티 수익 유입으로 현금흐름이 양호하며 높은 배당수익률 등 매력적인 주주환원성향이 특징적입니다. 또한 기업의 주주환원에 대한 요구가 지속 확대되고, 행동주의펀드가 성장하면서 전통적으로 주주환원에 앞장서 왔던 금융지주 기업들은 주주가치제고에 더욱 적극적인 행보를 보이고 있습니다. 이에 따라, 금융지주 기업들에 투자함으로써 국내 투자자들은 안정적인 인컴과 향후 금융지주 기업들의 주주가치상승에 따른 자본 이익을 동시에 추구할 수 있을 것으로 기대됩니다. 해당 ETF는 매월 분배금을 지급하는 월배당 ETF로, 국내 투자자들의 인컴 투자 수단의 다양성에 기여할 수 있을 것으로 판단합니다. 해당 ETF투자의 경우 1주당 10,000원(최초 설정시점 기준)으로 투자를 할 수 있습니다. 설정단위는 50,000좌이며, 현물설정 방식으로 이루어집니다. 한국거래소를 통하여 매매하는 경우에는 1주 단위로 거래할 수 있습니다."
