항목,내용
한글명,KODEX 미국배당다우존스타겟커버드콜
영문명,KODEX US Dividend Target Covered Call
표준코드,KR7483290003
종목코드,483290
상장일,2024-05-28
펀드형태,수익증권형
기초지수명,Dow Jones U.S. Dividend 100 10% Premium Covered Call Index(Total Return)
추적배수,일반 (1)
자산운용사,삼성자산운용(주)
지정참가회사(AP),"삼성증권, 메리츠증권, 미래에셋증권, 키움증권, 신한투자증권, 하나증권, 한국에스지증권"
총보수(%),0.39
회계기간,"최초설정일부터 2024년 12월 31일까지, 그 이후의 회계기간은 2025년 1월 1일부터 매 1년간"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"매월 마지막 영업일(다만, 매월 마지막 영업일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.kodex.com
http://www.kodex.com,http://www.kodex.com
기초 시장,(해외) (북미) (미국)
기초 자산,(주식) (전략) / (-) (배당) / (-)
기본 정보,"이 투자신탁은 1좌당 순자산가치의 변동률을 기초지수인 Dow Jones U.S. Dividend 100 10% Premium Covered Call Index(Total Return)의 변동률과 유사하도록 투자신탁재산을 운용함을 그 운용목적으로 합니다. ※ 그러나 상기의 투자목적이 반드시 달성된다는 보장은 없으며, 집합투자업자, 신탁업자, 판매회사 등 이 투자신탁과 관련된 어떠한 당사자도 투자원금의 보장 또는 투자목적의 달성을 보장하지 아니합니다."
투자유의사항,"시장위험 및 개별위험 투자신탁재산을 Dow Jones U.S. Dividend 100 10% Premium Covered Call 지수구성종목 등에 주로 투자함으로써 증권의 가격 변동, 이자율 등 기타 거시경제지표의 변화 등에 따른 위험에 노출됩니다. 또한, 투자신탁재산의 가치는 투자대상 집합투자증권과 파생상품이 투자하는 발행회사의 영업환경, 재무상황 및 신용상태의 악화에 따라 급격히 변동될 수 있으며 이에 따른 투자원금의 손실이 발생할 수 있습니다. 환율변동위험 이 투자신탁은 해외투자로 인한 환율변동위험에 대해 환율변동위험 제거를 위한 환헷지 전략을 기본적으로 실시하지 않을 계획이므로 환율변동에 따른 위험에 노출되어 있습니다. 유동성 위험 이 투자신탁이 편입하는 주된 투자대상 자산은 기초지수인 Dow Jones U.S. Dividend 100 10% Premium Covered Call 지수에 편입된 상장 주식으로, 각 종목의 유동성 위험에 노출 될 수 있습니다. 다만, 해당지수는 기본 편입 요건으로 시가총액, 유동성을 최저 요건으로 적용하고, 종목별 최대비중을 규정하고 있어 유동성 위험을 방지하고 있습니다. 또한 정기변경과 종목교체를 통해 주기적으로 요건을 반영합니다. 그럼에도 불구하고, 예상치 못한 개별 종목의 파산, 상장폐지 등의 이벤트 발생, 각 종목의 일시적인 장내 유동성 제약 등으로 원활한 매매가 이루어지지 못할 수 있습니다. 특정종목 집중투자위험 이 집합투자기구는 법령이 허용하는 한도 내에서 소수 종목에 선별적으로 집중 투자할 수 있으며 이에 따라 변동성 및 일부 종목의 집합투자기구에 미치는 영향력이 동일 유형의 일반적인 집합투자기구 혹은 해당 시장에 비하여 상대적으로 클 수 있습니다. 월 분배금 지급에 따른 위험 분배 금액은 집합투자업자가 정하는 분배율을 기준으로 산출한 금액으로, 확정된 금액이 아니며 발생한 분배 재원과 이 집합투자기구의 추적오차 등을 감안하여 매월 달라질 수 있음을 유의하시길 바랍니다. 분배금은 분배 재원 상황 등 기타 사유에 따라 분배금이 줄거나 지급되지 않을 수 있으며 매월 지급 방식에서 수시로 지급 방식이 변동될 수 있습니다. 또한 투자기간 중 수령한 분배금과 보유하고 있는 투자신탁의 평가금액을 모두 합산하더라도 투자금액 대비하여 손실이 발생할 수 있으며, 결산시점에 연간 1회 분배하는 것에 비해 월간 분배로 인해 세제상 불리할 수 있습니다. 목표 프리미엄을 달성하지 못할 위험 이 집합투자기구는 연 10% 수준의 프리미엄을 확보하기 위하여 SPX 콜옵션을 매도하는 장외파생상품을 편입하여 운용할 계획입니다. 하지만, 미국 주식의 변동성이 현저히 낮아져 콜옵션 매도 프리미엄이 축소되거나 커버드콜 전략 기초자산 구성 종목의 차이와 옵션 프리미엄 변동에 따른 위험 등으로 인해, 목표했던 수익구조의 프리미엄을 달성하지 못하여 연 10% 수준의 분배가 지급되지 않을 수 있음에 유의하시기 바랍니다. 커버드콜 전략위험 이 투자신탁은 비교지수의 추적을 위하여 콜옵션 매도전략을 반복적으로 실행하는 바, 이러한 콜옵션 매도 전략의 성과는 이 투자신탁의 성과에 상당한 영향을 미칩니다. 일반적으로 주가가 단기간에 강하게 상승할 경우 또는 주가가 단기간 폭등과 하락을 반복하는 특수한 양상으로 변화하는 등의 경우 에 이 투자신탁의 성과가 평균적인 주식 투자성과에 미달할 가능성이 높습니다. 옵션은 작은 증거금으로 거액의 결제가 가능한 지렛대 효과(레버리지 효과)로 인하여 주식에 투자하는 경우에 비하여 월등히 높은 위험을 수반합니다. 커버드콜 전략 기초자산 구성종목 차이에 따른 위험 이 투자신탁의 기초지수는 커버드콜 전략으로 주식 포트폴리오를 매수하고 콜옵션을 매도합니다. 이때 주식 포트폴리오는 Dow Jones U.S. Dividend 100지수를, 콜옵션은 S&P 500 지수를 기초자산으로 하기 때문에 기초자산을 구성하는 종목에 차이가 있으며 동일한 기초자산으로 커버드콜 전략을 활용하는 경우와는 다른 성과가 나타나게 됨에 유의하시기 바랍니다. 상장폐지위험 유가증권시장 상장규정 제116조의 상장폐지기준에 해당되거나 공익과 투자자보호를 위하여 증권시장이 이 투자신탁의 수익증권 상장폐지가 필요하다고 인정하는 경우 이 투자신탁은 상장폐지하여야 합니다. 투자자는 상장폐지 전에 매도 청산하거나, 상장폐지 시점의 NAV 기준으로 분배받게 됩니다."
