항목,내용
한글명,KODEX 200동일가중
영문명,KODEX 200 EW
표준코드,KR7252650007
종목코드,252650
상장일,2016-09-20
펀드형태,수익증권형
기초지수명,코스피 200 동일가중지수
추적배수,일반 (1)
자산운용사,삼성자산운용(주)
지정참가회사(AP),"동부증권, 신한금융투자, 하나금융투자"
총보수(%),0.21
회계기간,"최초설정일부터 당해 연도 12월 31일까지로 하며, 이후의 회계기간은 그 익일로부터 매년 12월 31일까지로 함."
과세유형,비과세
분배금 지급일,"1월, 4월, 7월, 10월 마지막 영업일 및 회계기간 종료일. 다만 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일"
홈페이지,http://www.kodex.com
http://www.kodex.com,http://www.kodex.com
기초 시장,(국내) (코스피) (-)
기초 자산,(주식) (시장대표) / (-) (-) / (-)
기본 정보,"이 투자신탁은 한국거래소가 산출·발표하는 '코스피200동일가중지수를 완전 복제하는 방식으로 포트폴리오를 구성할 예정입니다. 다만, 필요에 따라서 기초지수의 구성종목 중에서 부도리스크, 유동성 등을 감안하여 투자가능대상 종목을 선별하고, 당해 투자가능대상 종목 중에서 추적오차를 감안하여 최종 투자대상종목을 구성하는 표본추출(Sampling)하는 방식을 병행할 수 있습니다."
투자유의사항,"주식등 가격변동위험 이 투자신탁은 증권시장에 상장되어 거래되는 주식 등에 주로 투자하기 때문에 동 주식의 가격변동으로 인한 손실위험에 노출됩니다. 또한, 투자신탁재산의 가치는 투자대상종목 발행회사의 영업환경, 재무상황 및 신용상태의 악화에 따라 급격히 변동될 수 있습니다. 상장폐지위험 유가증권시장 상장규정 제116조의 상장폐지기준에 해당되거나 공익과 투자자보호를 위하여 증권시장이 이 투자신탁의 수익증권 상장폐지가 필요하다고 인정하는 경우 이 투자신탁은 상장폐지하여야 합니다. 투자자는 상장폐지 전에 매도 청산하거나, 상장폐지 시점의 NAV 기준으로 분배받게 됩니다. 추적오차 발생위험 이 투자신탁은 추적대상 지수와 동일한 수익률을 실현함을 그 투자목적으로 하고 있으나, 투자신탁보수, 위탁매매수수료 등 관련 비용의 지출 등 현실적 제한으로 인하여 추적대상 지수와 동일한 수익률이 실현되지 아니할 가능성이 있습니다. 따라서 이 투자신탁의 수익률과 추적대상 지수의 수익률이 동일할 것을 전제로 하는 투자는, 당해 추적오차로 인하여 예상하지 못한 손실을 실현할 수도 있습니다. 기초지수와의 상관 관계 저하 위험 이 투자신탁의 성과와 관련된 다양한 요인들은 일간단위로 기초지수와 투자신탁의 성과 간의 높은 상관관계를 달성하는데 영향을 줄 수 있으며 투자신탁이 일간단위로 높은 상관관계 달성하지 못하게 영향을 줄 수 있습니다. 기초지수와 투자신탁의 일간 단위 성과가 높은 상관관계를 달성하지 못하는 경우 이 투자신탁의 목적은 달성되지 않을 수 있습니다. 특정 업종(섹터) 집중 투자 위험 이 투자신탁은 업종(섹터)에 대한 별도의 비중 제한 없이, 코스피200지수를 구성하는 기업의 개별 구성종목의 시가총액비중이 매 분기별로 동일한 비중이 되도록 조정하는 기초지수를 추종하기 때문에, 특정 업종(섹터) 집중 현상이 발생할 수 있으며 이로 인해 국내 주식시장 전체의 성과와는 크게 다른 성과를 보일 수 있습니다. 즉, 본 투자신탁은 국내 주식시장 전체에 투자하는 일반 주식형 투자신탁보다 더 높은 위험을 부담할 가능성이 높습니다. 또한 이러한 업종 집중 현상이 발생할 경우, 본 투자신탁의 성과는 국내 주식시장 전체의 성과보다 높은 변동성을 보일 수 있습니다."
