항목,내용
한글명,KODEX 미국AI테크TOP10타겟커버드콜
영문명,KODEX US AI TECH 10 TARGET COVERED CALL
표준코드,KR7483280004
종목코드,483280
상장일,2024-05-28
펀드형태,수익증권형
기초지수명,KEDI 미국 AI 테크 TOP10+15%프리미엄 지수(Total Return)
추적배수,일반 (1)
자산운용사,삼성자산운용(주)
지정참가회사(AP),"삼성증권, 메리츠증권, 미래에셋증권, 키움증권, 신한투자증권, 하나증권"
총보수(%),0.39
회계기간,"최초설정일부터 2024년 12월 31일까지, 그 이후의 회계기간은 2025년 1월 1일부터 매 1년간"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"매월 마지막 영업일(다만, 매월 마지막 영업일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.kodex.com
http://www.kodex.com,http://www.kodex.com
기초 시장,(해외) (북미) (미국)
기초 자산,(주식) (전략) / (-) (구조화) / (-)
기본 정보,"이 투자신탁은 1좌당 순자산가치의 변동률을 기초지수인 KEDI 미국AI테크TOP10+15%프리미엄 지수(Total Return)의 변동률과 유사하도록 투자신탁재산을 운용함을 그 운용목적으로 합니다. ※ 그러나 상기의 투자목적이 반드시 달성된다는 보장은 없으며, 집합투자업자, 신탁업자, 판매회사 등 이 투자신탁과 관련된 어떠한 당사자도 투자원금의 보장 또는 투자목적의 달성을 보장하지 아니합니다."
