항목,내용
한글명,KOSEF 코스닥150
영문명,KOSEF KOSDAQ150
표준코드,KR7316670009
종목코드,316670
상장일,2019-01-22
펀드형태,수익증권형
기초지수명,코스닥 150
추적배수,일반 (1)
자산운용사,키움투자자산운용(주)
지정참가회사(AP),"메리츠종금증권, 미래에셋대우, 키움증권, 하이투자증권, 한화투자증권"
총보수(%),0.15
회계기간,"최초 회계기간은 최초설정일로부터 2019년 12월 31일까지, 그 이후의 회계기간은 직전 회계기간 종료일 익익로부터 매년 1년"
과세유형,비과세
분배금 지급일,"1월, 4월, 7월, 10월의 마지막 영업일 및 회계기간 종료일(회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.kosef.co.kr/
http://www.kosef.co.kr/,http://www.kosef.co.kr/
기초 시장,(국내) (코스닥) (-)
기초 자산,(주식) (시장대표) / (-) (-) / (-)
기본 정보,"1. 코스닥 150(KOSDAQ 150)을 기초지수로 하여, 1좌당 순자산가치의 일간변동률을 기초지수 일간변동률의 양(+)의 1배수로 연동하여 투자신탁재산을 운용 2. 한국거래소가 발표하는 코스닥 150 지수는 코스닥시장 대표성을 가지는 150종목으로 구성됩니다. 상장종목을 기술주 섹터(IT, BT, CT)와 비기술주섹터 4개(소재, 산업재, 필수소비재, 자유소비재)로 분류하여 비기술주섹터별로 6개월 평균 시가총액 기준 누적시가총액 60% 이내 종목을 선정하고 잔여 종목은 기술주섹터에서 시가총액 순으로 선정합니다."
투자유의사항,"1. 이 ETF의 수익률은 보수 또는 비용 등 이 ETF의 순자산가치에 부의 영향을 미치는 다양한 이유로 인하여 기초지수 수익률과 괴리(추적오차)가 발생할 수 있습니다. 2. 개인투자자는 보유 ETF를 거래소에 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다."
