항목,내용
한글명,TIGER 글로벌이노베이션액티브
영문명,TIGER GLOBAL INNOVATION ACTIVE
표준코드,KR7387270002
종목코드,387270
상장일,2021-05-25
펀드형태,수익증권형
기초지수명,NASDAQ 100
추적배수,일반 (1)
자산운용사,미래에셋자산운용(주)
지정참가회사(AP),"키움증권, 미래에셋증권, 한국투자증권"
총보수(%),0.55
회계기간,"최초설정일부터 당해 연도 12월 31일까지로 하며, 이후의 회계기간은 그 익일로부터 매년 12월 31일까지로 함"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"매 1월, 4월, 7월, 10월의 마지막 영업일 및 회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.tigeretf.com
http://www.tigeretf.com,http://www.tigeretf.com
기초 시장,(해외) (북미) (미국)
기초 자산,(주식) (시장대표) / (-) (-) / (-)
기본 정보,"- 이 ETF는 유가증권시장 상장규정 제113조에 따른 액티브상장지수투자신탁으로 주식관련 집합투자증권을 주된 투자대상자산으로 하며, 1좌당 순자산가치의 변동률을 비교지수인 'Nasdaq-100 지수' 변화를 초과하도록 투자신탁재산을 운용함을 목적으로 합니다. - Nasdaq-100 등 성장주 대표시장 투자를 기본전략으로 하며, BBIG(2차전지(secondary Battery), 바이오(Bio), 인터넷(Internet), 게임(Game)) 세부 테마에 알파전략으로 투자합니다. BBIG 테마에 해당하는 세부 ETF는 모멘텀, 익스포져, 국가 배분 등을 고려하여 주로 분기 단위로 리밸런싱을 실시합니다."
투자유의사항,"- 이 집합투자기구는 기초지수 수익률 추종을 목표로 하여 운용되는 ETF가 아니라 비교지수 대비 초과성과를 목표로 하여 운용되는 액티브 ETF임에 유의하시기 바랍니다. - 이 집합투자기구는 주로 타 집합투자증권에 투자하며, 이로 인해 이 집합투자기구에 부과되는 보수 및 기타비용 외에 피투자집합투자기구에 투자함에 따른 보수 등이 추가적으로 발생하게 되며 투자신탁의 성과 달성에 영향을 끼칠 가능성이 있습니다. - 이 집합투자기구는 기초지수 수익률 추종을 목표로 하지 않기 때문에 별도의 추적오차 위험이 존재하지 않습니다. 다만, 유가증권시장 상장규정에 따라 ETF의 1좌당 순자산가치의 일간변동률과 ETF 비교지수 일간변동률의 상관계수가 0.7 미만이 되어 3개월간 계속되는 경우 상장폐지 대상이 되므로 이에 해당하지 않도록 ETF와 비교지수의 상관계수를 관리할 예정입니다. - 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다. - 상품에 대한 자세한 내용은 집합투자업자 인터넷홈페이지(http://www.tigeretf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
