항목,내용
한글명,PLUS 미국테크TOP10
영문명,PLUS Top 10 US Tech Company
표준코드,KR7461900003
종목코드,461900
상장일,2023-07-18
펀드형태,수익증권형
기초지수명,iSelect 미국 Tech 10 지수
추적배수,일반 (1)
자산운용사,한화자산운용
지정참가회사(AP),"신한투자증권, NH투자증권, 한국투자증권, 미래에셋증권"
총보수(%),0.01
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"1월, 4월, 7월, 10월 마지막 영업일 및 회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.arirangetf.com/
http://www.arirangetf.com/,http://www.arirangetf.com/
기초 시장,(해외) (북미) (미국)
기초 자산,(주식) (업종섹터) / (-) (업종테마) / (-)
기본 정보,"이 투자신탁은 주식을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자대상자산으로 하며, 1좌당 순자산가치의 일간변동률을 “iSelect 미국 Tech 10 지수”의 1배수와 유사하도록 투자신탁재산을 운용함을 목적으로 합니다."
투자유의사항,"이 투자신탁은 집합투자기구의 운용실적에 따라 손익이 결정되는 실적배당상품으로 예금자보호법에 따라 예금보험공사가 보호하지 아니하며 원본을 보장하지 않습니다. 따라서 투자원본의 전부 또는 일부에 대한 손실의 위험이 존재하며 투자금액의 손실 내지 감소의 위험을 전적으로 투자자가 부담하며, 집합투자업자나 판매회사 등 어떤 당사자도 투자손실에 대하여 책임을 지지 아니합니다.  주식의 가치는 일반적으로 발행회사 고유의 위험뿐만 아니라 여러 가지 거시경제지표의 변화에 따라서도 급변할 수 있습니다. 특히 주식은 다른 여타의 자산보다 그 변동성이 큰 특징이 있으며, 이로 인해 주식투자 시에는 투자원금의 손실 가능성이 매우 큰 위험이 있습니다. 이 투자신탁은 법령이 허용하는 한도 내에서 소수 종목에 선별적으로 집중 투자할 수 있으며 이에 따라 변동성 및 일부 종목의 집합투자기구에 미치는 영향력이 동일 유형의 일반적인 집합투자기구 혹은 해당 시장에 비하여 상대적으로 클 수 있습니다 이 투자신탁은 일부 산업에 속하는 증권에 선별적으로 집중 투자할 수 있으며 이에 따라 변동성 및 투자한 특정 섹터의 위험이 미치는 영향력이 동일유형의 일반적인 집합투자기구 혹은 해당 시장에 비하여 상대적으로 클 수 있습니다. 이 투자신탁의 추적대상지수 구성종목은 해외거래소에 상장되어 거래되므로 한국거래소와는 거래시간 및 거래일에 차이가 있습니다. 이러한 차이는 집합투자기구의 순자산가치와 시장가격 사이의 괴리를 확대시킬 수 있음에 유의하시기 바랍니다. 이 투자신탁은 한국거래소 개장시간 중에는 투자신탁이 보유한 외화의 환율 변동에 노출되어 있습니다. 환율 변동에 따라 추정 순자산가치가 변동되고, 이 변동에 따라 시장에서 거래되는 이 투자신탁의 가격도 변동될 수 있습니다. 따라서 이 투자신탁을 장중에 유통시장에서 거래하는 경우 환율 변동에 유의하시기 바랍니다. 유동성 공급자가 유동성공급을 위한 헤지수단이 한국과의 시차가 존재하는 시장에서 거래됨에 따라 금융위기나 기타 사건들로 인해 기초자산 시장의 변동성이 크게 확대되는 국면에서는 이와 연동하여 국내에서 거래되는 ETF의 유동성 공급호가 스프레드가 확대될 수 있습니다. 또 휴일이나 해외거래소의 시스템 문제 등 특정일에 발생되는 비정상적 거래가 일어나는 상황 하에서도 이러한 유동성 공급호가 스프레드가 확대될 수 있습니다. 그리고 상기와 같은 사유로 유동성 공급호가 스프레드가 확대되면서 동시에 괴리율도 확대될 수 있습니다. 하지만 이와 반대로 시장의 변동성이 줄어들거나 안정적인 시장상황에서는 스프레드가 축소되는 현상이 나타날 수 있으며, 이 경우 괴리율은 축소될 수 있습니다. 투자신탁을 설정한 이후 1년이 되는 날에 원본액이 50억원 미만인 경우 또는 투자신탁을 설정하고 1년이 지난 후 1개월간 계속하여 투자신탁의 원본액이 50억원 미만인 경우 집합투자업자가 투자신탁을 해지하는 등 투자자의 동의 없이 해당 집합투자기구를 해지할 수 있습니다. 투자 의사를 결정하기 전에 반드시 자산운용사 홈페이지 (http://www.arirangetf.com/) 또는 금융감독원 전자공시시스템의 투자설명서를 읽어보시기 바랍니다."
