항목,내용
한글명,히어로즈 글로벌리츠이지스액티브
영문명,HEROES Global REITs IGIS Active
표준코드,KR7437550007
종목코드,437550
상장일,2022-07-29
펀드형태,수익증권형
기초지수명,S&P Global REIT Index
추적배수,일반 (1)
자산운용사,키움투자자산운용(주)
지정참가회사(AP),"키움증권, 신한금융투자, 메리츠증권, 미래에셋증권, 한국투자증권"
총보수(%),0.73
회계기간,"투자신탁의 최초설정일로부터 2022년 12월 31일까지로 하며, 그 이후의 회계기간은 직전 회계기간 종료일 익일로부터 매 1 년으로 한다. 다만, 신탁계약 해지시에는 투자신탁회계기"
과세유형,배당소득세(분리과세부동산ETF)
분배금 지급일,"1월, 4월, 7월, 10월 마지막 영업일 및 회계기간 종료일(회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.kosef.co.kr
http://www.kosef.co.kr,http://www.kosef.co.kr
기초 시장,(해외) (글로벌) (-)
기초 자산,(부동산) (리츠) / (-) (-) / (-)
기본 정보,"1. S&P Dow Jones Indices LLC에서 산출하여 발표하는 S&P Global REIT Index를 비교지수로 하여 1좌당 순자산가치의 변화가 비교지수의 변화를 초과하도록 투자신탁재산을 운용함을 그 목적으로 합니다. 2. 글로벌 상장 리츠 투자에 검증된 역량과 레코드를 가진 이지스자산운용의 자문을 받아 우량한 글로벌 상장 리츠 및 부동산투자회사에 선별적으로 투자합니다. 이지스자산운용은 글로벌 상장 리츠 기업이 보유한 부동산자산들의 현금흐름 가치, 성장성, 주변시세 및 시장환경 등을 종합적으로 고려한 내재가치를 계산해 투자매력이 높다고 판단되는 종목들을 중심으로 투자 포트폴리오 자문을 제공하며, 키움투자자산운용은 투자종목 및 투자비중 등을 최종 결정하여 운용합니다. 3. 이 투자신탁은 해외투자로 인한 환율변동 위험 제거를 위한 환헤지 전략은 기본적으로 실시하지 않을 예정입니다."
투자유의사항,"1. 이 ETF의 수익률은 보수 또는 비용 등 이 ETF의 순자산가치에 부의 영향을 미치는 다양한 이유로 인하여 기초지수 수익률과 괴리(추적오차)가 발생할 수 있습니다. 2. 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다."
