항목,내용
한글명,HANARO 단기채권액티브
영문명,HANARO Short-Term Bond Active
표준코드,KR7390950004
종목코드,390950
상장일,2021-06-25
펀드형태,수익증권형
기초지수명,KAP 단기 통안채 지수(총수익)
추적배수,일반 (1)
자산운용사,엔에이치아문디자산운용(주)
지정참가회사(AP),"NH투자증권, 메리츠증권, 키움증권"
총보수(%),0.1
회계기간,"매년 1월 1일부터 12월 31일까지 (단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지)"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"회계기간 종료일 (다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.nh-amundi.com
http://www.nh-amundi.com,http://www.nh-amundi.com
기초 시장,(국내) (주식외) (-)
기초 자산,(채권) (국공채) / (-) (단기) / (-)
기본 정보,"이 ETF는 국내 채권을 주된 투자대상자산으로 하며, KAP 단기 통안채 지수를 비교지수로 하여 1좌당 순자산가치 변동률을 비교지수와 유사하게 투자신탁재산을 운용하되 유가증권시장 상장규정 제113조에 따른 액티브상장지수펀드로서 상장지수펀드 순자산가치의 변화가 지수 변화를 초과하도록 운용하는 것을 목표로 합니다. 한국자산평가가 산출, 발표하는 KAP 단기 통안채 지수는 잔존 만기 1개월 이상 1년 미만 및 발행잔액 500억원 이상의 통화안정채권 중 지수의 평균 듀레이션이 0.3년이 되게 하는 종목을 대상으로 산출하는 지수로서, 잔존 만기가 동일할 경우 발행잔액이 큰 종목 우선 선정하며, 5종목에 동일가중 방식으로 구성합니다."
투자유의사항,"이 ETF는 운용실적에 따라 손익이 결정되는 실적배당상품으로 예금자보호법에 따라 보호되지 아니하며, 원본이 보장되지 않습니다. 따라서, 투자원본의 전부 또는 일부 손실 위험이 존재하며 투자금액의 손실내지 감소의 위험은 전적으로 투자자가 부담합니다. 집합투자업자, 판매회사 등 어떠한 당사자도 투자손실에 대하여 책임을 지지 아니합니다. 채권의 가격은 이자율에 의해 결정됩니다. 일반적으로 이자율이 하락하면 채권가격 상승에 의한 자본이익이 발생하고 이자율이 상승하면 채권가격 하락에 의한 자본손실이 발생합니다. 따라서 채권을 만기까지 보유하지 않고 중도에 매매하는 경우에는 시장상황에 따라 손실 또는 이득이 발생할 수 있습니다. 이 ETF의 수익률은 보수 또는 비용 등 이 ETF의 순자산가치에 부의 영향을 미치는 다양한 이유로 인하여 비교지수 수익률과 괴리(추적오차)가 발생할 수 있습니다. 이 집합투자기구는 유가증권시장 상장규정 제113조에 따른 액티브상장지수펀드로 상장지수펀드의 순자산가치의 변화를 가격 및 지수의 변화를 초과하도록 운용하는 것을 목표로 합니다. 즉, 기초지수 수익률 추종을 목표로 하여 운용되는 ETF가 아니라 비교지수 대비 초과성과를 목표로 하여 운용되는 액티브 ETF임에 유의하시기 바랍니다. 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다. 상품에 대한 자세한 내용은 집합투자업자 인터넷 홈페이지(http://www.nh-amundi.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
