항목,내용
한글명,TIGER 25-12 금융채(AA-이상)
영문명,TIGER 25-12 FINANCIAL
표준코드,KR7494900004
종목코드,494900
상장일,2024-10-29
펀드형태,수익증권형
기초지수명,KIS 금융채2512만기형 지수(총수익)
추적배수,일반 (1)
자산운용사,미래에셋자산운용(주)
지정참가회사(AP),"미래에셋, 키움, KB, NH, 하나, 유안타"
총보수(%),0.1
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"회계기간 종료일 (다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,www.tigeretf.com
www.tigeretf.com,www.tigeretf.com
기초 시장,(국내) (주식외) (-)
기초 자산,(채권) (회사채) / (-) (단기) / (-)
기본 정보,"- 이 ETF는 국내 채권을 주된 투자대상자산으로 하며, “KIS 금융채2512만기형지수(총수익지수)”의 수익률 추종을 목적으로 하는 ETF입니다. - “KIS 금융채2512만기형지수(총수익지수)”는 KIS에서 산출 및 발표하는 지수로 2025년 12월 19일 이전 1개월부터 2025년 12월 31일까지의 만기 및 신용등급 AA-등급 이상, AA+ 등급 이하의 발행잔액 500억원 이상 금융채 종목들로 구성한 지수입니다. (지주보증종목과 미래에셋캐피탈 종목은 제외)."
투자유의사항,"- 이 ETF의 수익률은 보수 또는 비용 등 이 ETF의 순자산가치에 부의 영향을 미치는 다양한 이유로 인하여 기초지수 수익률과 괴리(추적오차)가 발생할 수 있습니다. - 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다. - 상품에 대한 자세한 내용은 집합투자업자 인터넷 홈페이지(http://www.tigeretf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
