항목,내용
한글명,ACE 일본TOPIX인버스(합성 H)
영문명,ACE SYNTH-Japan Inverse(H)
표준코드,KR7205720006
종목코드,205720
상장일,2014-09-29
펀드형태,수익증권형
기초지수명,TOPIX Inverse Index
추적배수,1X 인버스 (-1)
자산운용사,한국투자신탁운용
지정참가회사(AP),"대신증권, 우리투자증권, 현대증권"
총보수(%),0.5
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초 설정일로부터 2014년 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,지급기준일 : 투자신탁회계기간 종료일(회계기간 종료일이 영업일이 아닌 경우 회계기간 종료일의 직전 영업일)
홈페이지,http://www.kindexetf.com
http://www.kindexetf.com,http://www.kindexetf.com
기초 시장,(해외) (아시아) (일본)
기초 자산,(주식) (시장대표) / (-) (-) / (-)
기본 정보,"1좌당 순자산가치의 변동률을 기초지수인 “TOPIX지수(시장가격지수, TOPIX Price Return Index)”의 일간변동률의 음(-)의 1배수와 유사하도록 투자신탁재산을 운용하는 것을 목표로 합니다.동경증권거래소가 산출하는 일본 TOPIX지수는 동경증권거래소 1부에 상장되어있는 전 종목을 대상으로 산출한 지수입니다.일본에 상장된 주식을 기초자산으로하여 파생상품시장에서 거래되는 장외파생상품을 주된 투자대상자산으로 하며, “TOPIX지수(시장가격지수, TOPIX Price Return Index)”의 수익률 추종을 목적으로 합니다. 본 ETF는 해외투자에 따른 환헤지 전략을 수행하고 있습니다. 그러나 환헷지 전략의 수행에도 불구하고, 급격한 환율변동에 따라 외환 손실이 발생할 수 있습니다."
투자유의사항,"이 ETF는 거래상대방과의 장외파생상품 계약을 통한 합성상장지수집합투자기구로서 장외파생상품을 중요한 운용수단으로 하여 기초지수의 수익률을 추종합니다. 이에 따라 거래상대방의 부도 등으로 인한 Default Risk에 노출될 수 있으므로 투자 시 유의하시기 바랍니다. 이 ETF의 1좌당 순자산가치는 기초지수인 “TOPIX 지수(시장가격지수, TOPIX Price Return Index)” 일간변동률의 음(-)의 1배로 연동되도록 포트폴리오를 구성하여 운용되기 때문에 2일 이상의 기간수익률에는 일별수익률의 복리화 효과(Compounding effect on a daily basis)의 결과로 기초지수의 음(-)의 1배 수익률과 인버스ETF의 누적수익률간 불일치가 발생합니다. 이 투자신탁이 연동하는 기초지수인 “TOPIX 지수(시장가격지수, TOPIX Price Return Index)”는 시장가격지수로 지수 산출시에 기초지수 구성종목의 배당금 등의 수익률은 포함하지 않으나 이 투자신탁이 주로 투자하는 장외파생상품의 기초자산은 주식관련 배당금이 포함된 TOPIX 지수(총수익지수, TOPIX Total Return Index)입니다. 따라서 배당락일에 해당 배당수익률만큼 기초지수의 성과와 괴리가 발생할 수 있음에 유의하시기 바랍니다. 이에 따라 배당락이 발생하는 경우 이 투자신탁의 일간성과(총수익지수, TOPIX Total Return Index)는 동 투자신탁이 추종하는 TOPIX 지수(시장가격지수, TOPIX Price Return Index)의 일간성과보다 배당만큼 낮게 나타날 수 있습니다. 해외 지수를 기초지수로 하는 증권상장지수투자신탁은 한국거래소와 해외 증권거래소의 영업일이 일치하지 않을 경우 결제기간의 차이로 인해 차익거래가 불가능합니다. TOPIX지수가 큰 변동성을 보이면서 움직이는 경우 기초지수의 성과조차도 추적하지 못할 위험이 있습니다.투자신탁보수, 위탁매매수수료 등 관련 비용의 지출 등 현실적 제한으로 인하여 기초지수와 동일한 수익률이 실현되지 않을 가능성이 있습니다. 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.kindexetf.com/) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
