항목,내용
한글명,TIGER MSCI Korea TR
영문명,TIGER MSCI Korea TR
표준코드,KR7310970009
종목코드,310970
상장일,2018-11-20
펀드형태,수익증권형
기초지수명,MSCI Korea TR Index
추적배수,일반 (1)
자산운용사,미래에셋자산운용(주)
지정참가회사(AP),"미래에셋대우, 메리츠종합금융증권, 한국투자증권, NH투자증권, 신한금융투자, KB투자증권"
총보수(%),0.12
회계기간,"최초설정일부터 당해 연도 12월 31일까지로 하며, 이후의 회계기간은 그 익일로부터 매년 12월 31일까지로 함"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"매 1월, 4월, 7월, 10월의 마지막 영업일 및 회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.tigeretf.com
http://www.tigeretf.com,http://www.tigeretf.com
기초 시장,(국내) (코스피+코스닥) (-)
기초 자산,(주식) (시장대표) / (-) (-) / (-)
기본 정보,"- 이 ETF는 국내 주식을 주된 투자대상자산으로 하며, “MSCI KOREA Gross TR 지수”를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 수익률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다. - “MSCI KOREA Gross TR 지수”는 MSCI에서 발표하는 지수로서, 한국거래소에 상장된 중대형주 중심의 MSCI KOREA 지수 구성종목의 세전 현금배당이 재투자되는 것을 가정하여 배당수익률이 가산된 총수익률을 반영하여 산출하는 지수입니다."
투자유의사항,"- 보유기간과세를 적용받아 배당을 감안하지 않는 Price Return 지수를 기초지수로 하는 집합투자기구와는 과세 유형에 차이가 있음을 유의하시기 바랍니다. - 이 ETF와 관련한 다양한 보수 또는 비용 등은 이 ETF의 순자산가치에 부(負)의 영향을 미쳐 추적오차를 발생시킬 수 있습니다. - 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다. - 상품에 대한 자세한 내용은 집합투자업자 인터넷 홈페이지(http://www.tigeretf.com ) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
