항목,내용
한글명,파워 코스피100
영문명,POWER K100
표준코드,KR7140950007
종목코드,140950
상장일,2011-05-03
펀드형태,수익증권형
기초지수명,코스피 100
추적배수,일반 (1)
자산운용사,교보악사자산운용
지정참가회사(AP),교보증권 등 17개사
총보수(%),0.155
회계기간,매년 1월 1일부터 12월 31일까지.
과세유형,비과세
분배금 지급일,"매 1, 4, 7, 10월의 마지막 영업일 및 회계기간 종료일(종료일이 영업일이 아닌 경우 종료일의 직전 영업일)"
홈페이지,http://www.kyoboaxa-im.co.kr
http://www.kyoboaxa-im.co.kr,http://www.kyoboaxa-im.co.kr
기초 시장,(국내) (코스피) (-)
기초 자산,(주식) (시장대표) / (-) (-) / (-)
기본 정보,"1좌당 순자산가치의 변동률을 기초지수인 KOSPI 100 지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목표로 합니다. 한국거래소가 산출하는 KOSPI 100 지수는 KOSPI 200 구성종목 중에서 산업군 구분없이 시가총액이 큰 상위 100개 종목을 구성종목으로 결정하며, 2000년 1월 4일을 1,000pt로 하여 2000년 3월 2일부터 산출하여 발표되고 있습니다. 지수산출방법 및 관리방법은 대부분 KOSPI200과 동일하나 신규진입과 퇴출에 있어 KOSPI200보다 강화된 기준을 적용하여 종목교체가 적으며 주가지수의 안정성이 높습니다. 즉 KOSPI200에 비하여도 시가총액이 매우 큰 우량종목만으로 구성됨에 따라 경기후퇴 시 부도발생 등에 따른 종목 교체가 거의 발생하지 않아 지수의 신뢰성과 연속성에 있어 큰 장점을 가지고 있습니다. 이 투자신탁의 포트폴리오는 기초지수인 KOSPI 100 지수의 구성종목 모두를 편입하는 완전복제법으로 구성하는 것을 기본원칙으로 하되, 구성종목 중에서 부도발생 등의 문제가 있을 경우에는 해당 종목에 대한 투자비율을 조절하거나 투자하지 아니할 수도 있습니다."
투자유의사항,"파워K100 ETF는 기초지수와 유사한 수익률 실현을 그 투자목적으로 하고 있으나, 투자신탁보수 및 위탁매매수수료 등 관련 비용의 비출 등 현실적 제한으로 인하여 추적오차가 발생할 수 있습니다. 또한 이 투자신탁은 시장(비교지수) 수익률 달성을 목표로 하기 때문에 시장(비교지수) 수익률 하락에 직접적으로 영향을 받습니다. 즉, 시장수익률 하락 시 수익률하락 방어를 목적으로 하는 포트폴리오 조정 등 별도의 노력을 수행하지 않습니다. 관련규정에서 정하는 한도를 초과하여 이 투자신탁에 추적오차가 발생하고 동 추적오차가 일정기간 이상 지속되는 경우, 지수 산정을 할 수 없는 경우, 기타 상장폐지 기준에 해당하거나 공익과 투자자 보호를 위하여 증권시장이 상장폐지가 필요하다고 인정하는 경우 상장폐지될 수 있습니다. 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.kyoboaxa-im.co.kr) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
