항목,내용
한글명,RISE 미국30년국채엔화노출(합성 H)
영문명,RISE 30Y US T-Bond(JPY)(SYNTH H)
표준코드,KR7472870005
종목코드,472870
상장일,2023-12-27
펀드형태,수익증권형
기초지수명,KIS 미국채30년 엔화노출 지수(USD/JPY 헤지)(총수익지수)
추적배수,일반 (1)
자산운용사,케이비자산운용(주)
지정참가회사(AP),"NH투자증권, 키움증권, 미래에셋증권, 메리츠증권"
총보수(%),0.15
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.kstaretf.com
http://www.kstaretf.com,http://www.kstaretf.com
기초 시장,(해외) (북미) (미국)
기초 자산,(채권) (국공채) / (-) (장기) / (-)
기본 정보,"이 투자신탁은 KIS자산평가(주)에서 산출 및 발표하는 “KIS 미국채 30년 엔화노출 지수(USD/JPY 헤지)”를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁 재산을 운용하는 것을 목적으로 하는 상장지수집합투자기구입니다.  KIS 미국채 30년 엔화노출 지수(USD/JPY 헤지)는 잔존만기 20년 이상인 미국채 Treasury Bond로 바스켓을 구성하여 가격변화에 따른 투자성과를 나타내며, 미국 달러화(USD)에서 엔화(JPY)로 환헤지를 실시하여 미국달러화-엔화간의 환율변동성에 노출시키지 않고 엔화로 환산한 지수입니다.  ETF의 설정단위는 50,000좌이며, 현금설정 방식으로 이루어집니다. 한국거래소를 통하여 매매하는 경우에는 1주 단위로 거래할 수 있습니다."
투자유의사항,"이 투자신탁은 거래상대방과의 계약을 통한 합성상장지수집합투자기구로서 장외파생상품을 중요한 운용수단으로 하여 투자신탁의 순자산가치의 변화를 기초지수 일간 변동률과 유사하도록 투자신탁 재산을 운용합니다. 이에 따라 거래상대방의 자격요건과 위험관리 및 담보관리 등을 관리하고 있으며, 해당 관련 상품의 계속성에 중대한 영향을 미칠 수 있으면 상장폐지의 사유가 될 수 있습니다.  관련 규정에서 정하는 한도를 초과하여 추적오차가 발생하고 이것이 일정기간 이상 지속되는 경우, 기초지수를 산정할 수 없거나 이용할 수 없게 되는 경우, 기타 유가증권시장 상장규정 제 116조 상장폐지 기준에 해당하거나 공익과 투자자 보호를 위하여 증권시장이 이 투자신탁의 수익증권 폐지 가 필요하다고 인정하는 경우 상장이 폐지될 수 있습니다. 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.kstaretf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
