항목,내용
한글명,KOSEF 국고채10년
영문명,KOSEF 10YKTB
표준코드,KR7148070006
종목코드,148070
상장일,2011-10-20
펀드형태,수익증권형
기초지수명,KIS 국고채 10년(총수익)
추적배수,일반 (1)
자산운용사,키움투자자산운용(주)
지정참가회사(AP),"우리투자증권, 한국투자증권"
총보수(%),0.05
회계기간,매년 1월 1일부터 12월 31일까지
과세유형,배당소득세(보유기간과세)
분배금 지급일,회계기간 종료일(종료일이 영업일이 아닌 경우 그 직전 영업일)
홈페이지,http://www.kosef.co.kr
http://www.kosef.co.kr,http://www.kosef.co.kr
기초 시장,(국내) (주식외) (-)
기초 자산,(채권) (국공채) / (-) (장기) / (-)
기본 정보,"1좌당 순자산가치의 변동률을 기초지수인 KIS KTB 10Y Index(총수익지수)의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목표로 합니다.  KIS 채권평가가 산출하는 “KIS KTB 10Y Index (KIS 10년국고채 지수)”(총수익지수를 뜻합니다.)는 국고채 10년물 3종목으로 구성된 지수로서, 국내 장기형 채권의 움직임을 1분 단위로 지표화하여 산출하는 ETF 추적 지수로, 전체 채권시장의 평균 듀레이션 보다 긴 듀레이션의 지수입니다. 10년 국채선물의 결제기준 채권을 포함하여 장기 국고채 시장을 대표할 수 있는 종목으로 바스켓이 구성되며 KIS Pricing 에서 수집한 장외시장의 체결 및 호가 정보를 활용하여 지수가 생성됩니다. 기초지수의 정기변경은 매 분기 세번째 화요일입니다. (3, 6, 9, 12월의 세번째 화요일, 공휴일인 경우 직전 영업일) 이 투자신탁은 기초지수의 구성 채권에 대부분 투자하여 운용할 계획입니다. 10년 국채 선물은 파생상품 편입비중 10% 범위 내에서 제한적으로 활용할 예정이며, 지수 구성이 변화할 경우, 이에 따른 현물 포트폴리오 교체를 효율적으로 수행할 계획입니다."
투자유의사항,"이 투자신탁은 기초지수와 동일한 수익률을 실현함을 그 투자목적으로 하고 있으나, 투자신탁보수 및 위탁매매수수료 등 관련 비용의 지출 등 현실적 제한으로 인하여 기초지수와 동일한 수익률이 실현되지 아니할 가능성이 있습니다. 따라서, 이 투자신탁의 수익률과 추적대상 지수의 수익률이 동일할 것을 전제로 하는 투자는 당해 추적오차로 인하여 예상하지 못한 손실을 실현할 수도 있습니다. 이 집합투자기구는 시장(혹은 비교지수) 수익률 달성을 목표로 하기 때문에 시장(혹은 비교지수) 수익률 하락에 직접적으로 영향을 받습니다. 즉, 시장수익률 하락시 수익률하락 방어를 목적으로 하는 포트폴리오조정 등 별도의 노력을 수행하지 않음에 유의하시기 바랍니다 보유하고 있는 국내외 유가증권 등을 발행한 회사가 신용등급의 하락 또는 부도 등과 같은 신용사건에 노출되는 경우 그 유가증권 등의 가치가 하락할 수 있습니다. 투자신탁이 관련규정에서 정하는 사유에 해당하는 경우 투자신탁이 상장 폐지될 가능성이 있습니다. 또한, 지수산출기관이 지수발표를 중단하게 되는 등의 이유로 이 투자신탁이 목표로 하는 지수를 산정할 수 없거나 이용할 수 없게 되는 경우도 이 투자신탁은 상장이 폐지될 수 있습니다. 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.kosef.co.kr) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하여 주시기 바랍니다."
