항목,내용
한글명,ACE KRX금현물
영문명,ACE KRX Physical Gold
표준코드,KR7411060007
종목코드,411060
상장일,2021-12-15
펀드형태,수익증권형
기초지수명,KRX 금현물지수
추적배수,일반 (1)
자산운용사,한국투자신탁운용
지정참가회사(AP),"한국투자증권, 미래에셋증권"
총보수(%),0.5
회계기간,가. 최초회계기간: 투자신탁의 최초설정일로부터 2021년 12월 31일까지 나. 2022년 1월 1일 이후: 2022년 1월 1일부터 매1년간
과세유형,배당소득세(보유기간과세)
분배금 지급일,"투자신탁의 회계기간 종료일. 단, 회계기간 종료일이 영업일이 아닐 경우 그 직전 영업일"
홈페이지,http://www.kindexetf.com
http://www.kindexetf.com,http://www.kindexetf.com
기초 시장,(국내) (-) (-)
기초 자산,(원자재) (금속) / (-) (금) / (-)
기본 정보,"이 투자신탁은 KRX가 발표하는“KRX 금현물지수”를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수와 유사하도록 투자신탁 재산을 운용함을 목적으로 합니다. · KRX에서 산출·발표하는 KRX금현물 지수는 KRX금시장에서 거래되는 금현물가격(1kg)수익률에서 보관비용을 차감한 순수익률을 반영하여 산출하는 원화환산 지수로, 2017년 3월 27일 발표, 2015년 1월 2일 1,000pt를 기준으로 산출되었습니다. · 이 투자신탁은 KRX 금현물 지수를 추종하기 위하여 투자신탁 대부분의 자산을 KRX금현물에 투자하는 상장지수집합투자기구(ETF)이며, 한국거래소 KRX 금시장 운영규정 및 시행세칙에 따라 운영되고 있는 KRX금시장의 직접매매시장과는 다른 상품임을 유의하시기 바랍니다."
투자유의사항,"· 특정자산(금)에 주로 투자하기 때문에 금과 관련된 시장, 정치 및 경제상황 등에 따른 위험에 더 많이 노출되어 있으며, 단일 자산 투자에 따른 위험에 더 많이 노출되어 있습니다. · 이 투자신탁의 수익률은 다양한 이유로 기초지수인 “KRX 금현물지수”의 수익률과 괴리(추적오차)가 발생할 수 있습니다. 이 경우 자산운용회사는 추적오차를 최소화를 위하여 노력하겠지만 불가피하게 최소한의 추적오차가 발생할 가능성이 있음을 유의하셔야 합니다."
