항목,내용
한글명,SOL 미국AI전력인프라
영문명,SOL US AI Electric Power Infrastructure
표준코드,KR7486450000
종목코드,486450
상장일,2024-07-16
펀드형태,수익증권형
기초지수명,KEDI 미국AI전력인프라 지수(PR)
추적배수,일반 (1)
자산운용사,신한자산운용 주식회사
지정참가회사(AP),"메리츠증권, 미래에셋증권, 삼성증권, 신한투자증권, 키움증권, 한국투자증권"
총보수(%),0.45
회계기간,"최초설정일부터 당해연도 12월 31일까지로 하며, 이후의 회계기간은 그 익일로부터 매년 12월 31일까지로 한다."
과세유형,배당소득세(보유기간과세)
분배금 지급일,"매 1,4,7,10월의 마지막영업일 및 회계기간 종료일(종료일이 영업일이 아닌 경우 종료일의 직전영업일)"
홈페이지,http://www.soletf.com
http://www.soletf.com,http://www.soletf.com
기초 시장,(해외) (북미) (미국)
기초 자산,(주식) (업종섹터) / (-) (업종테마) / (-)
기본 정보,"이 투자신탁은 법 시행령 제 92조 2항제 4호에서 규정하는 주된 투자대상자산으로 하며 KEDI에서 산출 및 발표하는 KEDI 미국 AI 전력인프라 Index(PR)를 기초지수로 하여 기초지수의 수익률을 정배수로 추적하는 것을 목표로 하는 상품입니다. 기초지수는 미국 증권거래소(NYSE, NYSE American, NSADAQ)에 상장된 보통주 및 ADR을 중심으로 Large Language Model(LLM)을 활용해 AI전력인프라 산업과 관련된 키워드 유사도가 점수가 높은 20종목으로 포트폴리오를 구성합니다. 해당지수의 AI전력인프라 산업과 관련된 키워드(2개)를 ‘AI전력(AI Electricity)’ 와 ‘원자력(Nuclear Power)으로 정하고 각 키워드별 최종 유사도 점수 상위 10개 종목을 선정하며 각 키워드의 스코아 최상위 2종목의 비중을 10%, 나머지 18개 종목에 대해서는 유동시가총액 비중방식을 적용하여 구성종목 비중을 확정합니다(각 키워드별 최상위 종목 이외 종목인 18종목에 대해서는 Cap 7%, Floor 3%를 적용합니다). 해당 상품은 AI산업의 발전이 가속화 되고 있는 가운데, AI를 구현하기 위해 필수적으로 필요한 에너지원(전력) 공급망을 구축하는 전력인프라에 대한 관심이 확대되고, 관련 산업이 성장하는 상황 속에서 관련 분야의 대표종목들에 분산투자할 수 있는 기회를 제공하는 상품이 될 수 있을 것으로 판단됩니다. 해당 상품을 통하여 투자자들에게 미래 성장 가능성이 높은 산업뿐 아니라 방대한 AI 밸류체인 내에서도 미국의 전력 인프라 분야에 집중투자 할 수 있는 새로운 기회를 제공할 수 있을 것으로 기대하고 있습니다. 해당 ETF투자의 경우 1주당 10,000원(최초 설정시점 기준)으로 투자를 할 수 있습니다. 설정단위는 50,000좌이며, 현물설정 방식으로 이루어집니다. 한국거래소를 통하여 매매하는 경우에는 1주 단위로 거래할 수 있습니다."
투자유의사항,"이 투자신탁은 투자 원리금 전액이 보장 또는 보호되지 않습니다. 따라서 투자원본의 전부 또는 일부에 대한 손실의 위험이 존재하며 투자의 결정과 투자금액의 손실 내지 감소의 위험은 전적으로 투자자가 부담하며, 집합투자업자나 판매회사 등 어떤 당사자도 투자의 결정 및 투자손실에 대하여 책임을 지지 아니합니다. 또한, 이 투자신탁은 예금자보호법에 따라 보호되지 않습니다. 이 투자신탁은 증권시장 전체의 가격하락 또는 이자율 변동 등 거시경제지표의 변화에 따라 투자신탁 재산의 가치하락 위험에 노출됩니다. 경제성장률, 환율, 금리변동 등의 요인들은 시장 전체에 영향을 끼쳐 개별 투자자산들의 등락을 초래하며 이는 투자신탁 재산의 가치를 변화시킬 수 있습니다. 또한, 투자신탁재산의 가치는 투자대상 종목 발행회사의 영업환경, 재무상황 및 신용상태의 악화에 따라 급격히 변동될 수 있습니다. 따라서, 편입 자산의 가격 변동에 의해 원금 손실을 입게 될 수 있습니다. 이 투자신탁은 해외투자로 인한 환율변동위험에 대해 환율변동위험 제거를 위한 환헤지 전략을 기본적으로 실시하지 않을 계획이므로 환율변동에 따른 위험에 노출되어 있습니다. 이는 투자자산의 가치가 상승하여도 원화(KRW)와 투자외화간 상대적 가치의 변화로 인해 투자 수익을 얻지 못하거나 원금의 손실 이 발생할 수도 있음을 의미합니다. 한편, 투자신탁의 설정 및 해지, 해당 외화 표시 자산의 가격변동, 환율변동 및 외환시장 등의 상황에 따라 환율변동 위험 에 노출되는 비중은 변동될 수 있습니다. 이 투자신탁은 기초지수와 동일한 수익률을 실현함을 그 투자목적으로 하고 있으나, 투자신탁 보수, 지수사용료, 매매수수료 등 관련 비용의 지출, 편입한 ETF 및 파생상품 등으로 기초지수와의 괴리 발생, 현물 구성종목과 기초지수와의 괴리, 환율변동 등으로 인하여 기초지수의 변동률과 동일한 수익률이 실현되지 아니할 가능성이 있습니다. 따라서 이 투자신탁의 수익률과 추적대상지수의 수익률이 동일하거나 유사할 것을 전제로 하는 투자자는 당해 추적오차로 인하여 예상하지 못한 손실을 실현할 수도 있습니다. 이 투자신탁은 기초지수를 관리하는 지수관리회사의 사정으로 기초지수의 산출방식이 대폭 변경되어 집합투자업자의 최선의 노력에도 불구하고 기존의 투자전략으로 더 이상 지수를 추적할 수 없는 상황이 발생하거나, 지수관리회사의 사정 또는 기타 피치 못할 사정으로 인하여 지수의 발표가 중단되는 경우에는 그로 인하 여 이 투자신탁의 운용이 중단되고, 상장폐지 및 이 투자신탁의 전부 해지가 발생할 수도 있습니다. 이러한 경우가 발생할 때에는 이로 인하여 투자자는 기대하지 않은 손실이 발생할 수도 있습니다. 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.soletf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
