항목,내용
한글명,RISE 글로벌데이터센터리츠(합성)
영문명,RISE Global Data Center REITs(SYNTH)
표준코드,KR7375270006
종목코드,375270
상장일,2021-01-14
펀드형태,수익증권형
기초지수명,Kelly Data Center & Tech Infrastructure Net Total Return Index
추적배수,일반 (1)
자산운용사,케이비자산운용(주)
지정참가회사(AP),"NH투자증권, 키움증권"
총보수(%),0.4
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 획몌기간은 최초 설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(분리과세부동산ETF)
분배금 지급일,"회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.kbstaretf.com
http://www.kbstaretf.com,http://www.kbstaretf.com
기초 시장,(해외) (글로벌) (-)
기초 자산,(부동산) (리츠) / (-) (-) / (-)
기본 정보,"이 투자신탁은 글로벌 리츠(REITs) 관련 장외파생상품을 법에서 정하는 주된 투자대상으로 하며, Benchmark Investments, LLC가 개발하고 NASDAQ, Inc.가 산출 및 발표하는 Benchmark Data & Infrastructure Real Estate SCTR Net Total Return Index의 원화환산지수(환헤지 안함)를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁 재산을 운용하는 것을 목적으로 하는 투자신탁입니다. 또한, 이 투자신탁은 외화표시 자산에의 투자에 따른 환율위험변동을 제거하기 위한 환헤지 전략을 기본적으로 실시하지 않으므로 외화표시자산 투자에 따른 환율변동위험에 노출됩니다.  Benchmark Data & Infrastructure Real Estate SCTR Net Total Return Index는 글로벌 데이터산업 관련 부동산 섹터 지수로, 선진 시장에 상장된 부동산 관련 종목 중 수익의 대부분이 데이터 관련 산업에서 발생하는 데이터 센터 및 인프라 관련 리츠(REITs), 주식 등을 시가총액과 유동성을 고려하여 선별 후 유동 시가총액 가중 방식으로 구성하며 세후 배당수익을 지수 수익에 가산하는 방식의 순수익 지수(Net Total Return Index)입니다.  ETF의 설정단위는 50,000좌이며, 현금설정 방식으로 이루어집니다. 한국거래소를 통하여 매매하는 경우에는 1주 단위로 거래할 수 있습니다."
투자유의사항,"이 투자신탁은 거래상대방과의 계약을 통한 합성상장지수집합투자기구로서 장외파생상품을 중요한 운용수단으로 하여 기초지수의 수익률을 추종합니다. 이에 따라 거래상대방의 자격요건과 위험관리 및 담보관리 등을 관리하고 있으며, 해당 관련 상품의 계속성에 중대한 영향을 미칠 수 있으면 상장폐지의 사유가 될 수 있습니다.  관련 규정에서 정하는 한도를 초과하여 추적오차가 발생하고 이것이 일정기간 이상 지속되는 경우 기초지수를 산정할 수 없거나 이용할 수 없게 되는 경우, 기타 유가증권시장 상장규정 제 116조 상장폐지 기준에 해당하거나 공익과 투자자 보호를 위하여 증권시장이 이 투자신탁의 수익증권 폐지가 필요하다고 인정하는 경우 상장이 폐지될 수 있습니다. 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.kstaretf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
