항목,내용
한글명,ACE 미국30년국채액티브(H)
영문명,ACE U.S. Long Term T-Bond Active(H)
표준코드,KR7453850000
종목코드,453850
상장일,2023-03-14
펀드형태,수익증권형
기초지수명,Bloomberg U.S Treasury 20+ Year Total Return Index
추적배수,일반 (1)
자산운용사,한국투자신탁운용
지정참가회사(AP),"한국투자증권, 키움증권"
총보수(%),0.05
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,매월 마지막 영업일
홈페이지,https://www.aceetf.co.kr/
https://www.aceetf.co.kr/,https://www.aceetf.co.kr/
기초 시장,(해외) (북미) (미국)
기초 자산,(채권) (국공채) / (-) (장기) / (-)
기본 정보,"· 본 투자신탁은 해외 채권을 법시행령 제94조 제2항 제4호에서 규정하는 주된 투자 대상자산으로 하여 비교지수인 Bloomberg US Treasury 20+ Year Total return Index 대비 초과성과 달성을 목표로 하는 액티브 상장지수집합투자기구입니다. · 본 투자신탁은 약 30년 만기 수준의 미국 국채가 갖는 듀레이션 수준의 포트폴리오 구축을 주된 투자전략으로 하며, 이를 위하여 미국상장 장기 국채, 국채관련 ETF에 주로 투자하며, 운용 목적 달성 및 운용 효율성 제고를 위하여 약관상 허용 한도 내 집합투자증권 및 파생상품에도 일부 투자할 수 있습니다. · 본 투자신탁은 환헤지형 상품으로, 상대국의 환율 변동 노출을 최소화하는 환헷지 전략을 실시합니다."
투자유의사항,"· 이 투자신탁은 1좌당 순자산가치의 일간변동률이 기초지수 일간성과와 유사하도록 추종하는 것을 목표로하는 기존의 Passive ETF와 달리 투자신탁재산의 운용방식을 지수의 변화를 초과하도록 하는 것을 그 목표로하는 Active ETF입니다. 이를 위하여 이 투자신탁은 “Bloomberg Short-Term Treasury Total Return Index”를 비교지수로 하여 매니저의 재량에 따라 운용되는 상품입니다. 따라서 이 투자신탁은 비교지수인 “Bloomberg Short-Term Treasury Total Return Index”와 다른 성과가 실현될 수 있습니다. · 이 투자신탁은 해외 특정국가(미국)의 달러표시 채권에 주로 투자하기 때문에 특정국가의 시장, 정치 및 경제상황 등에 따른 위험에 더 많이 노출이 되어 있으며, 이는 일반적으로 해외 시장 전체에 투자하는 글로벌 투자형 투자신탁보다 더 높은 위험을 부담할 가능성이 높습니다. · 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.aceetf.co.kr) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
