항목,내용
한글명,KODEX MSCI EM선물(H)
영문명,KODEX MSCI EM Futures(H)
표준코드,KR7291890002
종목코드,291890
상장일,2018-03-23
펀드형태,수익증권형
기초지수명,iEdge Emerging Markets Futures Index(ER)
추적배수,일반 (1)
자산운용사,삼성자산운용(주)
지정참가회사(AP),"하이투자증권, 유진투자증권, KB증권"
총보수(%),0.41
회계기간,(1) 최초회계기간 : 최초설정일로부터 2018년 12월 31일까지 (2) 상기 회계기간 경과 후의 회계기간 : 2019년 1월 1일부터 매 1년 간
과세유형,배당소득세(보유기간과세)
분배금 지급일,"회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.kodex.com
http://www.kodex.com,http://www.kodex.com
기초 시장,(해외) (신흥국) (-)
기초 자산,(주식) (시장대표) / (-) (-) / (-)
기본 정보,"이 투자신탁은 SGX Emerging Markets Futures Index를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수 변동률과 연동하여 투자신탁재산을 운용함을 그 운용목적으로 합니다. ※ 그러나 상기의 투자목적이 반드시 달성된다는 보장은 없으며, 집합투자업자, 신탁업자, 판매회사 등 이 투자신탁과 관련된 어떠한 당사자도 투자원금의 보장 또는 투자목적의 달성을 보장하지 아니합니다."
투자유의사항,"* 환율변동 위험 이 투자신탁은 통화관련 파생상품 거래를 통해 환위험을 회피하는 것을 목표로 하고, 미 실현 손익에 대해서는 주기적으로 환헷지 비율을 조정하여 최대한 환 위험을 회피하고자 합니다. 그러나 관련 시장 규모, 거래비용, 투자수단의 유용성, 시장간의 시차, 관련 시장의 교란 및 전세계 거시 경제적인 기타 변수등에 따라 환 위험을 회피하기 곤란한 경우에는 일부 또는 전체에 대하여 환 위험에 노출될 수 있습니다. 또한 환헷지를 하는 경우에도 투자신탁 설정·해지의 반복, 가격변동, 최소 환헷지거래규모 등으로 인하여, 이 투자신탁에서 투자하는 외화 자산의 환위험에 대하여 100% 헷지를 하는 것은 불가능하기 때문에 투자신탁 순자산액±일정 범위에서 환헷지가 이루어집니다. 이에 따라 환헷지를 하는 경우에도 투자신탁 순자산액에 미달되거나 초과되는 부분은 환율변동위험에 노출됩니다. * 추적오차 발생위험 이 투자신탁은 기초지수와 동일한 수익률을 실현함을 그 투자목적으로 하고 있으나, 투자신탁보수, 위탁매매수수료 등 관련 비용의 지출, 지수 구성종목 변경에 따른 매매시 시장 충격, 상/하한가, 거래정지 등으로 인한 미체결, 환율변동 등 현실적 제한, 이 투자신탁의 기초지수 관련 파생상품 등에 투자 등으로 인하여 기초지수와 동일한 수익률이 실현되지 아니할 가능성이 있습니다. 또한, MSCI EM 지수 선물의 최소 거래 규모 이하로 투자신탁이 설정된 경우 관련 MSCI EM 지수 선물 투자를 이용하지 못하고 관련 기타 유가증권을 통해서 투자할 수 있습니다. 이 경우 송금 및 거래비용이 누적되어 지수 추적오차가 더 많이 발생할 수 있으며 해당 거래규모 이상인 경우에도 그 배수에 해당 하지 않을 경우 부분적으로 Rolling Effect를 회피하기 위한 거래를 참여할 수 없어서 추가적인 지수 추적오차가 발생할 수 있습니다. 따라서 이 투자신탁의 수익률과 기초지수의 수익률이 동일할 것을 전제로 하는 투자는, 당해 추적오차로 인하여 예상하지 못한 손실을 실현할 수도 있습니다. * 기초지수와의 괴리 위험 이 투자신탁은 SGX Emerging Markets Futures Index를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁 재산을 운용함을 그 운용목적으로 함으로 기초지수와 MSCI EM 선물 가격과의 괴리 및 롤링효과(Rolling Effect) 등 투자신탁 운용의 다양한 요인으로 인해 기초지수와 괴리가 발생할 수 있습니다. * 오퍼레이션 위험 해외투자의 경우 국내투자와 달리 시차에 의한 시장폐장 및 개장시간의 차이로 인해 신탁재산의 평가에 있어 시차가 발생할 수도 있습니다. 또한 복잡한 결제과정 및 현금 운용과정에서 발생하는 오퍼레이션 위험이 국내투자보다 더 높습니다. * 장외파생상품 투자에 따른 위험 장외파생상품으로 운용되는 경우 거래상대방 신용위험에 노출되며 일일정산 또는 수시정산 등의 운용방법을 통하여 동일 거래상대방 기준 으로 장외파생상품 매매 거래의 만기까지 거래 상대방의 부도 등으로 발생할 수 있는 최대손실금액이 순자산총액의 10%이하로 유지될 수 있도록 운용하더라도 급격한 시장 변동, 거래상대방의 신용 악화 및 기타 예측하지 못한 변수로 인해 장외파생상품 매매에 따른 거래상대방 신용위험으로 인한 최대손실금액이 순자산총액의 10%를 초과할 수 있습니다. ※ 기타 상세한 투자유의사항은 본 상품의 투자설명서를 참조하여 주시기 바랍니다."
