항목,내용
한글명,TIGER 단기선진하이일드(합성 H)
영문명,TIGER SYNTH-HY(H)
표준코드,KR7182490003
종목코드,182490
상장일,2014-03-24
펀드형태,수익증권형
기초지수명,Markit iBoxx USD Liquid High Yield 0-5 year Index
추적배수,일반 (1)
자산운용사,미래에셋자산운용(주)
지정참가회사(AP),대신증권/대우증권
총보수(%),0.24
회계기간,최초설정일~2014. 12. 31(이후 1.1~12.31)
과세유형,배당소득세(보유기간과세)
분배금 지급일,"회계기간 종료일 (다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http:// www.tigeretf.com
http:// www.tigeretf.com,http:// www.tigeretf.com
기초 시장,(해외) (프런티어) (-)
기초 자산,(채권) (회사채) / (-) (중기) / (-)
기본 정보,"이 ETF는 하이일드 채권을 기초자산으로 하여 파생상품시장에서 거래되는 장외파생상품을 주된 투자대상자산으로 하며, ""Markit iBoxx USD Liquid High Yield 0-5 지수""의 수익률 추종을 목적으로 합니다. Markit Indices Limited에서 발표하는 Markit iBoxx USD Liquid High Yield 0-5 지수는 잔존만기 5년 이하의 USD표시 투기등급 선진국 회사채로 구성되며 시장상황에 따라 유동적이나 통상적인 가중평균잔존만기는 2~3년 수준입니다. 이 ETF는 환헤지를 실행할 계획이지만 보유 자산의 가치 변동 등으로 인해 환율변동 위험에 노출될 수 있습니다."
투자유의사항,"이 ETF의 수익률은 보수 또는 비용 등 이 ETF의 순자산가치에 부의 영향을 미치는 다양한 이유로 인하여 기초지수 수익률과 괴리(추적오차)가 발생할 수 있습니다. 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다. 상품에 대한 자세한 내용은 집합투자업자 인터넷 홈페이지(http://www.tigeretf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
