항목,내용
한글명,TIGER 2차전지TOP10레버리지
영문명,TIGER SECBTRY NEWDEAL LEVERAGE
표준코드,KR7412570004
종목코드,412570
상장일,2021-12-15
펀드형태,수익증권형
기초지수명,KRX 2차전지 TOP 10 레버리지 지수
추적배수,2X 레버리지 (2)
자산운용사,미래에셋자산운용(주)
지정참가회사(AP),"미래에셋증권, 키움증권, 메리츠증권, NH증권, DB금융투자, 한화투자증권"
총보수(%),0.29
회계기간,"최초설정일부터 당해 연도 12월 31일까지로 하며, 이후의 회계기간은 그 익일로부터 매년 12월 31일까지로 함"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.tigeretf.com
http://www.tigeretf.com,http://www.tigeretf.com
기초 시장,(국내) (코스피+코스닥) (-)
기초 자산,(주식) (업종섹터) / (-) (업종테마) / (-)
기본 정보,"- 이 ETF는 주식, 주식관련 집합투자증권 및 주식관련 장내파생상품을 주된 투자대상자산으로 하며, “KRX 2차전지 K-뉴딜 지수”를 기초지수로 하여 1좌당 순자산가치의 일간변동률을 기초지수의 일간변동률의 양의 2배수로 연동하여 운용함을 목적으로 합니다. - “KRX 2차전지 K-뉴딜 지수”는 한국거래소에서 발표하는 지수로서, 유가증권시장 및 코스닥 상장 종목 중 2차전지 산업군 내 대표기업 10개 종목을 구성 종목으로 하는 지수입니다."
투자유의사항,"- 이 ETF의 수익률은 보수 또는 비용 등 이 ETF의 순자산가치에 부의 영향을 미치는 다양한 이유로 인하여 기초지수 수익률과 괴리(추적오차)가 발생할 수 있습니다. - 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다. - 상품에 대한 자세한 내용은 집합투자업자 인터넷홈페이지(http://www.tigeretf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
