항목,내용
한글명,RISE 미국달러선물인버스
영문명,RISE USD Futures Inverse
표준코드,KR7469530000
종목코드,469530
상장일,2023-11-09
펀드형태,수익증권형
기초지수명,미국달러 선물 인버스지수
추적배수,1X 인버스 (-1)
자산운용사,케이비자산운용(주)
지정참가회사(AP),"현대차증권, 키움증권, IBK증권, KB증권"
총보수(%),0.05
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.kstaretf.com
http://www.kstaretf.com,http://www.kstaretf.com
기초 시장,(국내) (주식외) (-)
기초 자산,(통화) (미국달러) / (-) (-) / (-)
기본 정보,"이 투자신탁은 한국거래소에 상장된 미국달러선물을 주된 투자대상으로 하여, 한국거래소가 발표하는 ‘미국달러선물지수’를 기초지수로 하여 1좌당 순자산가치의 일간변동률을 기초지수 일간변동률의 음(陰)의 1배수로 연동하여 투자신탁재산을 운용합니다.  ETF의 설정단위는 10,000좌이며, 현금설정 방식으로 이루어집니다. 한국거래소를 통하여 매매하는 경우에는 1주 단위로 거래할 수 있습니다."
투자유의사항,"이 투자신탁은 증권시장에 상장되어 거래되는 미국달러선물 등에 주로 투자하기 때문에 동 미국달러의 가격변동으로 인한 손실위험에 노출됩니다. 관련 규정에서 정하는 한도를 초과하여 추적오차가 발생하고 이것이 일정기간 이상 지속되는 경우, 기초지수를 산정할 수 없거나 이용할 수 없게 되는 경우, 기타 유가증권시장 상장규정 제 116조 상장폐지 기준에 해당하거나 공익과 투자자 보호를 위하여 증권시장이 이 투자신탁의 수익증권 폐지가 필요하다고 인정하는 경우 상장이 폐지될 수 있습니다. 상품에 대한 자세한 내용은 자산운용사 홈페이지 (http://www.kstaretf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
