항목,내용
한글명,SOL 반도체후공정
영문명,SOL Semiconductor Back-End Process
표준코드,KR7475310009
종목코드,475310
상장일,2024-02-14
펀드형태,수익증권형
기초지수명,FnGuide 반도체 후공정 지수(PR)
추적배수,일반 (1)
자산운용사,신한자산운용 주식회사
지정참가회사(AP),"NH투자증권, SK증권, 메리츠증권, 미래에셋증권, 신한투자증권, 키움증권, 하이투자증권, 한국투자증권, 한화증권, 현대차증권"
총보수(%),0.45
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,비과세
분배금 지급일,"1월, 4월, 7월, 10월 마지막 영업일 및 회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.soletf.com
http://www.soletf.com,http://www.soletf.com
기초 시장,(국내) (코스피+코스닥) (-)
기초 자산,(주식) (업종섹터) / (-) (업종테마) / (-)
기본 정보,"이 투자신탁은 법 시행령 제 92조 2항제 4호에서 규정하는 주된 투자대상자산으로 하며 FnGuide가 산출하는‘FnGuide 반도체 후공정 지수 (PR)’를 기초지수로 하여 기초지수의 수익률을 정배수로 추적하는 것을 목표로 하는 패시브 상품입니다. 기초지수는 각 기업들의 공시 스크리닝과 리포트 키워드 유사도 산출을 통해 종목을 선별하여 반도체 전공정 사업의 특징을 추종할 수 있도록 만든 지수입니다. FICS(FnGuide Sectors Classifications)의 Industry 분류(62개 중) ‘반도체 및 관련장비’, ‘전자 장비 및 기기에 속하는 종목을 섹터조건으로 하여 유니버스 구성 종목 중 문서 및 Keyword 조건을 충족하는 유사도 스코어 상위 20종목을 최종 유니버스로 선정하고 이 중 시가총액 상위 10종목을 기초지수의 최종 구성종목으로 선정합니다. AI반도체 시장이 빠르게 성장하고 있는 가운데, AI를 구현할 수 있는 반도체 칩 셋 하나당 처리해야하는 데이터의 양이 증가했으며 이에 기존의 메모리 반도체 이상 수준의 반도체가 생산되어야 하는 상황입니다. 이에, 최근에는 기존의 메모리 반도체들을 적층하고 접합하여 동일시간 내에 더 많은 양의 데이터를 처리할 수 있는 고대역폭 매모리인 HBM(High Bandwidth Memoey)이 각광받고 있습니다. 기존 반도체 산업의 수요처로 알려진 PC와 스마트폰, 서버 시장 중, 서버의 성장성은 구조적으로 확장적일 것으로 예상되는 가운데, AI를 구현의 핵심 물품인 AI 반도체에 대한 수요는 점증할 수 있을 것으로 판단합니다. 당사는 반도체 산업의 밸류체인 세분화를 통해 전/후공정에 대한 명확한 구분을 하고 해당 공정에 적합한 종목들을 구성한 세분화된 ETF 상품을 제공하고자 합니다. 해당 ETF투자의 경우 1주당 10,000원(최초 설정시점 기준)으로 투자를 할 수 있습니다. 설정단위는 50,000좌이며, 현물설정 방식으로 이루어집니다. 한국거래소를 통하여 매매하는 경우에는 1주 단위로 거래할 수 있습니다."
