항목,내용
한글명,WON 종합채권(AA-이상)액티브
영문명,WON Total Bond Market AA- Active
표준코드,KR7488720004
종목코드,488720
상장일,2024-08-06
펀드형태,수익증권형
기초지수명,KIS 종합채권시장 총수익지수(AA-이상)
추적배수,일반 (1)
자산운용사,우리자산운용 주식회사
지정참가회사(AP),"키움증권, 미래에셋증권, NH투자증권"
총보수(%),0.045
회계기간,"투자신탁의 최초설정일로부터 당해년도 12월 31일까지로 하고, 이후에는 매년 1월 1일부터 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,www.wooriam.kr
www.wooriam.kr,www.wooriam.kr
기초 시장,(국내) (주식외) (-)
기초 자산,(채권) (혼합) / (-) (중기) / (-)
기본 정보,"이 투자신탁은 액티브상장지수펀드로 국내 채권을 주된 투자대상으로 하고, KIS자산평가가 산출 및 발표하는 “KIS 종합채권시장 총수익 지수(AA-이상)”를 비교지수로 하여 비교지수 대비 초과수익을 실현하는 것을 목적으로 합니다.  이 투자신탁은 신용등급 AA-이상의 국채, 지방채, 특수채(한전, 도로수자원, 예금보험채 포함), 통안채, 은행채, 기타금융채, 회사채(보증회사채, ABS 포함) 중 발행잔액 500억원 이상인 채권에 투자합니다.  이 투자신탁은 체계적인 비교지수 분석과 다음의 최적 포트폴리오 구성 전략을 통해 안정적 초과 성과 달성 목표를 추구합니다. ① 비교지수 구성 정보를 철저히 분석, 만기/섹터별 기대수익률과 유동성을 고려한 최적 포트폴리오 구성 ② 위험 대비 기대수익률이 높은 저평가 종목을 편입하고 고평가 종목을 편출하는 체계적 투자 ③ 각 섹터/만기별 스프레드 추이와 시장의 수급 환경 분석을 통해 투자전략을 실행 ④ 단기 트레이딩 목적의 빈번한 매매를 지양하고, 중장기 시계의 포트폴리오 운용을 통해 매매 비용 최소화"
투자유의사항,"이 투자신탁은 집합투자기구의 운용실적에 따라 손익이 결정되는 실적배당상품으로 예금자보호법에 따라 보호되지 아니하며 원본을 보장하지 않습니다. 투자원본의 전부 또는 일부에 대한 손실의 위험이 존재하며 투자의 결정과 투자금액의 손실 내지 감소의 위험은 전적으로 투자자가 부담하며, 집합투자업자나 판매회사 등 어떤 당사자도 투자의 결정 및 투자손실에 대하여 책임을 지지 아니합니다. 이 집합투자기구는 추적대상 지수와 유사한 수익률 실현을 목적으로 운용되는 ETF가 아니기 때문에 별도의 추적오차 위험이 존재하지 않습니다. 다만, 유가증권시장 상장 규정에 따라 ETF(상장일부터 1년이 경과하지 아니한 ETF는 제외)의 1좌당 순자산가치의 일간변동률과 ETF 비교지수 일간변동률의 상관계수가 0.7 미만이 되어 3개월간 계속되는 경우 상장폐지 대상이 되므로 이에 해당하지 않도록 ETF와 비교지수의 상관계수를 관리할 예정입니다. 이 투자신탁은 비교지수를 초과하는 수익률을 실현 추구함을 그 투자목적으로 하고 있으므로 비교지수의 수익률과 차이가 발생할 수 있으며, 비교지수는 성과평가의 용도로만 사용됩니다. 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하고 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없습니다. 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다. 법인은 지정참가회사에 설정단위(CU: Creation Unit)인 2,000좌 또는 그 정배수로만 설정 또는 환매 청구가 가능하며, 집합투자업자의 승인에 의하여 효력이 발생합니다. 그러나 개인은 한국거래소 유가증권시장에서 장중 매매를 통하지 않고서는 수익증권의 매수 또는 환매가 불가능합니다. 따라서, 개인투자자는 원하는 가격에 원하는 수량을 매도하여 현금화하는데 어려울 수가 있습니다. 투자 의사를 결정하기 전에 반드시 자산운용사 홈페이지 (http://wooriam.kr) 또는 금융감독원 전자공시시스템의 투자설명서를 읽어 보시기 바랍니다."
