항목,내용
한글명,WON 한국부동산TOP3플러스
영문명,WON Korea Real Estates TOP3 Plus
표준코드,KR7480460005
종목코드,480460
상장일,2024-04-30
펀드형태,수익증권형
기초지수명,DeepSearch 한국부동산TOP3플러스 지수
추적배수,일반 (1)
자산운용사,우리자산운용 주식회사
지정참가회사(AP),"키움증권, 한국투자증권"
총보수(%),0.25
회계기간,"매년 1월 1일부터 12월 31일까지로 하되, 최초 회계기간(2024년)은 투자신탁의 최초설정일로부터 당해연도 12월 31일까지로 함."
과세유형,비과세(분리과세부동산ETF)
분배금 지급일,"매월 마지막 영업일 및 회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,www.wooriam.kr
www.wooriam.kr,www.wooriam.kr
기초 시장,(국내) (코스피) (-)
기초 자산,(부동산) (-) / (-) (-) / (-)
기본 정보,"이 투자신탁은 집합투자증권을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자대상자산으로 하며, 1좌당 순자산가치의 일간변동률을 “DeepSearch 한국부동산TOP3플러스 지수”의 1배수와 유사하도록 투자신탁 재산을 운용함을 목적으로 하는 상장지수투자신탁입니다. 유가증권시장 상장된 보통주 종목 중에서, 아래의 조건을 모두 만족하는 종목을 기초 유니버스로 선정합니다. REITs, 인프라를 기초자산으로 하는 특별자산집합투자기구, 부동산집합투자기구로 분류되는 종목 / 관리종목 또는 투자주의환기종목으로 지정되었거나, 상장폐지가 확정된 종목 제외 / 선박투자회사, 해외주, ETF, ETN, SPAC 제외 / 기업구조조정 REITs 종목 제외 / 유동비율 10% 미만 종목 제외 / 해외부동산 편입 비중이 10% 이상인 종목 제외 / 시가총액 2,000억 미만인 종목 제외 / 20영업일 평균 거래대금 1억원 미만인 종목 제외 / 해당 종목과 관련된 중요한 ESG 부정 이슈, 해당 종목에서 투자하는 부동산 물건과 관련된 중요한 사업 중단 이슈 등이 발생한 종목 제외 / 그 밖에 관련 법령 및 기타 사유로 구성 종목으로 적합하지 않다고 판단되는 종목 제외 기초 유니버스를 대상으로 Value 지표, Quailty 지표, AI 지표를 바탕으로 Score 를 계산하고, Score를 기준으로 상위 10개 종목을 선별하여, 최종 구성 종목을 선정합니다. 단, 편입 대상 종목 수가 10종목 미만일 경우 종목선정 기준을 낮춰 상기 필터 요건 중 시가총액 및 거래대금 조건을 제외한 나머지 조건을 만족하는 종목 중에서, 시가총액이 큰 순서대로 편입하여 최소 구성 종목 수가 10종목이 되도록 구성 종목을 선정합니다."
투자유의사항,"집합투자증권은 「예금자보호법」에 따라 보호되지 않는 실적배당상품으로 투자원금의 손실이 발생할 수 있으므로 투자에 신중을 기하여 주시기 바랍니다. 금융위원회가 투자설명서의 기재사항이 진실 또는 정확하다는 것을 인정하거나 그 증권의 가치를 보증 또는 승인하지 아니함을 유의하시기 바랍니다. 간이투자설명서보다 자세한 내용이 필요하시어 투자설명서의 교부를 요청하시면 귀하의 집합투자증권 매입 이전까지 교부하오니 참고하시기 바랍니다. 간이투자설명서는 증권신고서 효력발생일까지 기재사항 중 일부가 변경될 수 있으며, 개방형 집합투자증권인 경우 효력발생일 이후에도 변경될 수 있습니다. 이 집합투자증권의 투자위험등급을 확인하시고, 귀하의 투자 경력이나 투자성향에 적합한 상품인지 신중한 투자결정을 하시기 바랍니다. 증권신고서, 투자설명서상 기재된 투자전략에 따른 투자목적 또는 성과목표는 반드시 실현된다는 보장은 없습니다. 또한 과거의 투자실적이 장래에도 실현된다는 보장은 없습니다. 집합투자기구가 설정 후 1년(성과보수를 수취하거나, 고유재산 투자금이 일정 액수 이상인 집합투자기구의 경우 2년)이 되는 날에 설정액이 50억원 미만인 경우 소규모펀드로서 분산투자가 어려워 효율적인 자산운용이 곤란하거나 임의해지 될 수 있으니, 투자 시 소규모펀드 여부를 확인해야 하고 소규모펀드 해당여부는 금융투자협회, 판매회사, 자산운용사 홈페이지에서 확인할 수 있습니다. 이 투자신탁은 한국거래소에 상장되어 거래되는 상장지수집합투자기구로서 일정한 조건을 충족하지 못하는 경우 상장폐지 될 수 있으며, 이 경우 집합투자업자는 관련 규정에 의하여 이 투자신탁을 해지해야하므로 이로 인하여 예상하지 못한 손실이 발생할 위험이 있습니다."
