항목,내용
한글명,KOSEF 독일DAX
영문명,KOSEF Germany DAX
표준코드,KR7411860000
종목코드,411860
상장일,2021-12-22
펀드형태,수익증권형
기초지수명,DAX Index(PR)
추적배수,일반 (1)
자산운용사,키움투자자산운용(주)
지정참가회사(AP),"키움증권, NH투자증권, KB증권, 미래에셋증권, 메리츠증권"
총보수(%),0.25
회계기간,최초 회계기간은 투자신탁의 최초설정일로부터 2021년 12월 31일까지. 그 이후의 회계기간은 직전 회계기간 종료일 익일로부터 매 1 년
과세유형,배당소득세(보유기간과세)
분배금 지급일,"1월, 4월, 7월, 10월 마지막 영업일 및 회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.kosef.co.kr
http://www.kosef.co.kr,http://www.kosef.co.kr
기초 시장,(해외) (유럽) (독일)
기초 자산,(주식) (시장대표) / (-) (-) / (-)
기본 정보,"1. DAX Index(PR) 지수를 기초지수로 하여, 1좌당 순자산가치의 일간변동률을 기초지수 일간변동률에 연동되도록 투자신탁재산을 운용합니다. 2. Qontigo에서 발표하는 독일 프랑크푸르트 증권거래소에 상장된 주식 가운데 시가총액 상위 40종목이 유니버스로 구성됩니다. DAX Index(PR) 지수는 이 40종목을 유동시가총액가중방식으로 산출한 지수이며, 독일 증시 전체 시가총액의 약 75%를 커버하는 독일 대표 블루칩 지수입니다."
투자유의사항,"1. 이 ETF의 수익률은 보수 또는 비용 등 이 ETF의 순자산가치에 부의 영향을 미치는 다양한 이유로 인하여 기초지수 수익률과 괴리(추적오차)가 발생할 수 있습니다. 2. 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다."
