항목,내용
한글명,KOSEF 200TR
영문명,KOSEF 200 TR
표준코드,KR7294400007
종목코드,294400
상장일,2018-04-23
펀드형태,수익증권형
기초지수명,코스피 200 TR지수
추적배수,일반 (1)
자산운용사,키움투자자산운용(주)
지정참가회사(AP),"키움증권, 미래에셋대우, KB증권, NH투자증권, 삼성증권, 메리츠종금증권"
총보수(%),0.012
회계기간,"매년 1월 1일부터 12월 31일까지(단, 최초 회계기간은 최초설정일로부터 2018년 12월 31일까지)"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"1월, 4월, 7월, 10월 마지막 영업일 및 회계기간 종료일. 다만 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일"
홈페이지,"www.kosef,co.kr"
"www.kosef,co.kr","www.kosef,co.kr"
기초 시장,(국내) (코스피) (-)
기초 자산,(주식) (시장대표) / (-) (-) / (-)
기본 정보,KOSEF 200 TR ≒ KOSPI200 index + 배당금수익 KOSEF 200TR ETF는 배당수익류이 가산된 KOSPI200 지수의 총수익률과 유사한 수익률을 추구하도록 설계된 ETF입니다. 특징 01. 코스피200TR지수에 투자 - KOSEF 200TR은 KOSPI200 지수의 세전 연금배당이 재투자되는 것을 가정해 배당수익률이 가산된 KOSPI200지수의 총수익률과 유사한 수익률을 추종합니다. 02. 보유기간 과세가 적용됩니다.
투자유의사항,"1. 이 ETF의 수익률을 보수 또는 비용 등 이 ETF의 순자산가치에 부의 영향을 미치는 다양한 이유로 인하여 기초지수 수익률과 괴리(추적오차)가 발생할 수 있습니다. 2. 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다."
