항목,내용
한글명,PLUS 미국달러SOFR금리액티브(합성)
영문명,PLUS US Dollar SOFR Active(SYNTH)
표준코드,KR7456200005
종목코드,456200
상장일,2023-05-09
펀드형태,수익증권형
기초지수명,Solactive SOFR Daily Total Return Index
추적배수,일반 (1)
자산운용사,한화자산운용
지정참가회사(AP),"SK증권, 미래에셋증권, 키움증권"
총보수(%),0.09
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.arirangetf.com/
http://www.arirangetf.com/,http://www.arirangetf.com/
기초 시장,(해외) (북미) (미국)
기초 자산,(기타) (-) / (-) (-) / (-)
기본 정보,"이 투자신탁은 SOFR 관련 장내외파생상품을 법 시행령 제94조 제2항 제4호에서 규정하는 주된 투자대상자산으로 하며, Solactive에서 산출·발표하는 “Solactive SOFR Daily Total Return Index (원화환산)”를 비교지수로 하여 비교지수 대비 초과성과를 목표로 투자신탁재산을 운용함을 목적으로 합니다. 비교지수인 “Solactive SOFR Daily Total Return Index”는 뉴욕연방준비은행이 산출 및 공표하는 SOFR 금리를 누적수익률 방식으로 글로벌 지수사업자인 Solactive가 산출하는 지수입니다. SOFR 금리란 미국의 무위험지표금리로 미국 국채를 담보로 하는 환매조건부채권(Repo) 1일물 금리를 의미하며 거래량 가중 방식으로 산정한 Repo 금리 데이터 중간값입니다. 동 지수는 미국 동부 표준시로 매영업일 오전 9시 30분에 산출됩니다."
투자유의사항,"이 투자신탁은 집합투자기구의 운용실적에 따라 손익이 결정되는 실적배당상품으로 예금자보호법에 따라 예금보험공사가 보호하지 아니하며 원본을 보장하지 않습니다. 따라서 투자원본의 전부 또는 일부에 대한 손실의 위험이 존재하며 투자금액의 손실 내지 감소의 위험을 전적으로 투자자가 부담하며, 집합투자업자나 판매회사 등 어떤 당사자도 투자손실에 대하여 책임을 지지 아니합니다. SOFR 금리는 미국 Repo 시장 이자율에 의해 결정됩니다. 자금시장 불균형 등 시장 상황 상 음(-)의 Repo 금리가 형성되는 경우, 손실 발생 가능성이 있는 구조입니다. 시장 금리 상황이 이 투자신탁의 성과에 영향을 줄 수 있습니다. 이 투자신탁은 국내외 경제상황 및 주가, 금리, 환율 등 다양한 경제 변수에 연동되어 수익이 변동되는 특성을 가지고 있는 SOFR(미국 단기자금 지표금리) 관련 장내외파생상품 등에 직접 투자하는 위험을 부담할 수 있습니다. 특히, 장외파생상품의 경우 급격한 시장 변동, 거래상대방의 신용 악화 또는 부도 및 기타 예측하지 못한 변수 등으로 인해 거래상대방의 신용위험에 노출되어 있습니다. 이 투자신탁은 비교지수인 Solactive SOFR Daily Total Return Index(원화환산)와 상관계수를 유지하기 위해 거래상대방과의 장외파생상품 계약을 주된 투자대상으로 하는 합성상장지수 집합투자기구입니다. 따라서 거래상대방의 자격요건과 위험관리 및 담보관리가 이 투자신탁의 상품성 및 계속성에 중대한 영향을 미칠 수 있으므로 투자 결정시 관련 내용을 반드시 참고하시기 바랍니다. 이 투자신탁이 편입하는 주된 투자대상 자산은 비교지수인 Solactive SOFR Daily Total Return Index를 추적하는 장외파생상품으로 SOFR의 기초 시장인 기관간 USD Repo 시장의 유동성 위험에 직접적으로 노출되어 있지는 않습니다. 다만, 이 투자신탁이 투자하는 장외파생상품 발행사가 인덱스 수익률을 이 투자신탁에 지급하기 위해 기관간 USD Repo시장 운용 중 유동성 위험에 노출 될 수 있습니다. 세계 경제현황 및 전망 변화, 국내 단기자금 상황 변화 그리고 천재지변 등의 이유로 장외파생상품 발행사가 USD Repo 시장에서 원활한 매매를 진행하지 못하는 경우, 이 투자신탁 역시 장외파생상품을 원활하게 매매하지 못할 가능성이 있습니다. 장외파생상품의 경우 거래소와 같은 공개시장이 아닌 장외시장에서 거래가 이루어져 거래소가 제공하는 정산이행보증과 같은 장내거래 참여자들에게 제공되는 보호가 제공되지 않습니다. 따라서 거래상대방이 파산하거나 신용이벤트를 경험하는 경우 환매하고자 하더라도 투자자금 회수가 불가능할 수 있습니다. 이 투자신탁은 장외파생상품 계약에 따라 기초지수 수익률을 수취하기 위하여 거래상대방에게 지급하는 조달비용 등의 비용이 발생할 수 있습니다 이 투자신탁은 유가증권시장 상장규정 제113조에 따른 액티브상장지수펀드로 상장지수펀드의 순자산가치의 변화를 가격 및 지수의 변화를 초과하도록 운용하는 것을 목표로 합니다. 즉, 기초지수 수익률 추종을 목표로 하여 운용되는 ETF가 아니라 비교지수 대비 초과성과를 목표로 하여 운용되는 액티브 ETF임에 유의하시기 바랍니다. 이 투자신탁은 추적대상 지수와 유사한 수익률 실현을 목적으로 운용되는 ETF가 아니기 때문에 별도의 추적오차 위험이 존재하지 않습니다. 다만, 유가증권시장 상장규정에 따라 ETF(상장일로부터 1년이 경과하지 아니한 ETF는 제외)의 1좌당 순자산가치의 일간변동률과 ETF 비교지수 일간변동률이 상관계수가 0.7 미만이 되어 3개월간 계속되는 경우 상장폐지 대상이 되므로 이에 해당하지 않도록 ETF와 비교지수의 상관계수를 관리할 예정입니다. 투자 의사를 결정하기 전에 반드시 자산운용사 홈페이지 (http://www.arirangetf.com/) 또는 금융감독원 전자공시시스템의 투자설명서를 읽어보시기 바랍니다."
