항목,내용
한글명,에셋플러스 코리아플랫폼액티브
영문명,Assetplus Korea Platform Active
표준코드,KR7407820000
종목코드,407820
상장일,2021-11-16
펀드형태,수익증권형
기초지수명,FnGuide 플랫폼 지수(Price Return)
추적배수,일반 (1)
자산운용사,에셋플러스자산운용(주)
지정참가회사(AP),"KB증권, NH투자증권, 미래에셋증권, 키움증권, 한국투자증권"
총보수(%),0.975
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초 설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"1월, 4월, 7월, 10월의 마지막 영업일 및 회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,https://www.assetplus.co.kr/main.do
https://www.assetplus.co.kr/main.do,https://www.assetplus.co.kr/main.do
기초 시장,(국내) (코스피+코스닥) (-)
기초 자산,(주식) (전략) / (-) (전략테마) / (-)
기본 정보,"이 투자신탁은 FnGuide가 발표하는 FnGuide 플랫폼 지수를 비교지수로 하여 에셋플러스가 정의하는 플랫폼 비즈니스모델을 가진 종목을 선택하여 비교지수보다 높은 수익을 내는 것을 지향하며 국내 주식에 투자합니다. 1좌당 순자산가치 변동률이 비교지수의 변동률을 초과하도록 운용하여 수익을 추구하는 것을 목적으로 하 며 신탁재산의 60% 이상을 플랫폼 비즈니스모델을 가진 주식에 투자할 계획입니다 ▶비교지수 : [FnGuide 플랫폼 지수 * 100%] 그러나, 상기의 투자목적이 반드시 달성된다는 보장은 없으며, 집합투자업자, 판매회사, 신탁업자 등 이 투자신탁과 관련된 어떠한 당사자도 투자원금의 보장 또는 투자목적의 달성을 보장하지 아니합니다."
투자유의사항,"？ 집합투자증권은 「예금자보호법」에 따라 예금보험공사가 보호하지 않는 실적배당상품으로 투자원금의 손실이 발생할 수 있으므로 투자에 신중을 기하여 주시기 바랍니다. ？ 금융위원회가 투자설명서의 기재사항이 진실 또는 정확하다는 것을 인정하거나 그 증권의 가치를 보증 또는 승인하지 아니함을 유의하시기 바랍니다. ？ 간이 투자설명서는 증권신고서 효력발생일까지 기재사항 중 일부가 변경될 수 있으며 , 개방형 집합투자증권인 경우 효력발생일 이후에도 변경될 수 있습니다. ？ 이 집합투자증권의 투자위험등급을 확인하시고 귀하의 투자 경력이나 투자성향에 적합한 상품인지 신중한 투자결정을 하시기 바랍니다. ？ 증권신고서 투자설명서상 기재된 투자전략에 따른 투자목적 또는 성과목표는 반드시 실현된다는 보장은 없습니다. 또한 과거의 투자실적이 장래에도 실현된다는 보장은 없습니다. ？ 집합투자기구가 설정 후 1 년이 경과하였음에도 설정액이 50 억원 미만 소규모펀드인 경우 분산투자가 어려워 효율적인 자산운용이 곤란하거나 임의해지 될 수 있으니 투자 시 소규모펀드 여부를 확인하시기 바라며 소규모펀드 해당여부는 금융투자협회 판매회사 자산운용사 홈페이지에서 확인할 수 있습니다. ？ 간이투자설명서보다 자세한 내용이 필요하시어 투자설명서의 교부를 요청하시면 귀하의 집합투자증권 매입 이전까지 교부하오니 참고하시기 바랍니다. ？ 추가적인 투자자 유의사항은 투자설명서 투자결정시 유의사항 안내를 참조하시기 바랍니다"
