항목,내용
한글명,ACE 미국S&P500채권혼합액티브
영문명,ACE S&P500 3070 Blend
표준코드,KR7438080004
종목코드,438080
상장일,2022-08-26
펀드형태,수익증권형
기초지수명,S&P500 and Short-Term Treasury 30/70 Blend Index
추적배수,일반 (1)
자산운용사,한국투자신탁운용
지정참가회사(AP),"신한금융투자, 키움증권, 한국투자증권"
총보수(%),0.15
회계기간,"매년 1월 1일부터 12월 31일까지(단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지)"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"회계기간 종료일(단, 회계기간 종료일이 영업일이 아닐 경우 그 직전 영업일)"
홈페이지,http://www.kindexetf.com
http://www.kindexetf.com,http://www.kindexetf.com
기초 시장,(해외) (북미) (미국)
기초 자산,(혼합자산) (주식+채권) / (-) (-) / (-)
기본 정보,"· 이 투자신탁은 투자신탁재산의 운용방식을 지수의 변화를 초과하도록 운용하는 것을 목표로 하는 Active ETF이며, 해외채권을 주된 투자대상자산으로 하여 시장수익률 대비 초과수익을 추구할 계획입니다."
투자유의사항,· 이 투자신탁은 1좌당 순자산가치의 일간변동률이 기초지수 일간성과와 유사하도록 추종하는 것을 목표로하는 기존의 Passive ETF와 달리 투자신탁재산의 운용방식을 지수의 변화를 초과하도록 하는 것을 그 목표로하는 Active ETF입니다. 이를 위하여 이 투자신탁은 “S&P500 and Short-Term Treasury 30/70 Blend Index”를 비교지수로 하여 매니저의 재량에 따라 운용되는 상품입니다. 따라서 이 투자신탁은 비교지수인 “S&P500 and Short-Term Treasury 30/70 Blend Index”와 다른 성과가 실현될 수 있습니다. · 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.kindexetf.com/) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다.
