항목,내용
한글명,KODEX 유럽탄소배출권선물ICE(H)
영문명,KODEX EuropeCarbonAllowanceFuturesICE(H)
표준코드,KR7400570008
종목코드,400570
상장일,2021-09-30
펀드형태,수익증권형
기초지수명,ICE EUA Carbon Futures Index(Excess Return)
추적배수,일반 (1)
자산운용사,삼성자산운용(주)
지정참가회사(AP),"KB증권, NH투자증권, 메리츠증권, 삼성증권, 신한금융투자, 키움증권, 한국투자증권"
총보수(%),0.64
회계기간,"(1) 최초회계기간: 최초설정일로부터 2021년 12월 31일까지, (2) 상기 회계기간 경과 후의 회계기간: 2022년 1월 1일부터 매 1년 간"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.kodex.com/
http://www.kodex.com/,http://www.kodex.com/
기초 시장,(해외) (유럽) (-)
기초 자산,(기타) (-) / (-) (-) / (-)
기본 정보,"이 투자신탁은 ICE Data Indices에서 산출하는 ICE EUA Carbon Futures Index (Excess Return) (이하 ""기초지수""라 한다)를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 그 운용목적으로 합니다. ※ 그러나 상기의 투자목적이 반드시 달성된다는 보장은 없으며, 집합투자업자, 신탁업자, 판매회사 등 이 투자신탁과 관련된 어떠한 당사자도 투자원금의 보장 또는 투자목적의 달성을 보장하지 아니합니다."
