항목,내용
한글명,RISE 금융채액티브
영문명,RISE Fin Bond Act
표준코드,KR7336160007
종목코드,336160
상장일,2019-10-29
펀드형태,수익증권형
기초지수명,KIS 종합채권금융채 2.5-3Y 지수(총수익)
추적배수,일반 (1)
자산운용사,케이비자산운용(주)
지정참가회사(AP),"키움증권, 미래에셋대우, KB증권"
총보수(%),0.07
회계기간,(1) 최초 회계기간: 최초설정일로부터 당해연도 12월 31일까지 (2) 최초 회계기간 이후: 매 1년간
과세유형,배당소득세(보유기간과세)
분배금 지급일,"매월 마지막 영업일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.kstaretf.com
http://www.kstaretf.com,http://www.kstaretf.com
기초 시장,(국내) (주식외) (-)
기초 자산,(채권) (회사채) / (-) (중기) / (-)
기본 정보,"이 투자신탁은 잔존만기 2.5∼3Y의 발행잔액 500억이상의 은행채AAA(산금채, 중금채, 수출입은행 포함) 및 A0이상 기타금융채를 투자대상자산으로 하며, KIS채권평가가 산출하는 KIS 종합채권금융채 2.5-3Y지수(총수익지수)를 비교지수로 하는 상장지수집합투자기구로 비교지수 대비 초과 수익률을 실현하는 것을 목표로 합니다.  KIS종합채권금융채 2.5~3Y지수는 KIS종합채권지수 내 잔존만기가 2.5∼3Y이며 발행잔액 500억이상인 은행채AAA(산금채, 중금채, 수출입은행 초함) 및 A0이상 기타금융채를 시가총액가중방식으로 편입하는 지수입니다.  ETF의 설정단위는 10,000좌이며, 현물설정 방식을 병행하여 이루어집니다. 한국거래소를 통하여 매매하는 경우에는 1주 단위로 거래할 수 있습니다."
투자유의사항,"KBSTAR 금융채액티브ETF는 지수추종 상품이 아닌 액티브형 상품 으로, 추적오차 및 상관계수를 산출하기 위해 객관적인 지수산출방법 론을 따르는 포트폴리오가 아닌 주관적인 포트폴리오로 구성될 수 있 습니다.  관련 규정에서 정하는 한도를 초과하여 추적오차가 발생하 고 이것이 일정기간 이상 지속되는 경우, 기초지수를 산정할 수 없거나 이용할 수 없게 되는 경우, 기타 유가증권시장 상 장규정 제 116조 상장폐지 기준에 해당하거나 공익과 투자 자 보호를 위하여 증권시장이 이 투자신탁의 수익증권 폐지 가 필요하다고 인정하는 경우 상장이 폐지될 수 있습니다. 상품에 대한 자세한 내용은 자산운용사 홈페이지 (http://www.kstaretf.com) 또는 금융감독원 전자공시시스템 의 투자설명서를 통해 확인하시기 바랍니다."
