항목,내용
한글명,ACE CD금리&초단기채권액티브
영문명,ACE CD Rate & Short Term Bond Active
표준코드,KR7487340002
종목코드,487340
상장일,2024-07-09
펀드형태,수익증권형
기초지수명,MK-KAP CD 금리 & 초단기 채권 총수익 지수
추적배수,일반 (1)
자산운용사,한국투자신탁운용
지정참가회사(AP),"미래에셋증권, 한국투자증권"
총보수(%),0.05
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,https://www.aceetf.co.kr
https://www.aceetf.co.kr,https://www.aceetf.co.kr
기초 시장,(국내) (주식외) (-)
기초 자산,(채권) (회사채) / (-) (단기) / (-)
기본 정보,"· 이 투자신탁은 한국자산평가가 발표하는 “MK-KAP CD 금리 & 초단기 채권 총수익지수”를 비교지수로 하여 비교지수 대비 초과성과를 목표로 투자신탁재산을 운용함을 목적으로 합니다. · 이 투자신탁은 주로 만기 3개월 이하의 A(-) 등급 이상인 채권, A1~A2 등급의 기업어음, 양도성예금증서(CD)에 투자할 계획입니다."
투자유의사항,· 이 투자신탁은 1좌당 순자산가치의 일간변동률이 기초지수 일간성과와 유사하도록 추종하는 것을 목표로하는 기존의 Passive ETF와 달리 투자신탁재산의 운용방식을 지수의 변화를 초과하도록 하는 것을 그 목표로하는 Active ETF입니다. 이를 위하여 이 투자신탁은 MK-KAP CD 금리 & 초단기 채권 총수익지수”를 비교지수로 하여 매니저의 재량에 따라 운용되는 상품입니다. 따라서 이 투자신탁은 비교지수인 MK-KAP CD 금리 & 초단기 채권 총수익지수”와 다른 성과가 실현될 수 있습니다. · 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.aceetf.co.kr/) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다.
