항목,내용
한글명,KOSEF 코리아밸류업
영문명,KOSEF Korea Value-up
표준코드,KR7496090002
종목코드,496090
상장일,2024-11-04
펀드형태,수익증권형
기초지수명,코리아 밸류업 지수
추적배수,일반 (1)
자산운용사,키움투자자산운용(주)
지정참가회사(AP),"키움, NH, LS, 유진, 신영, BNK"
총보수(%),0.009
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,비과세
분배금 지급일,"1월, 4월, 7월, 10월 마지막 영업일 및 회계기간 종료일(회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.kosef.co.kr
http://www.kosef.co.kr,http://www.kosef.co.kr
기초 시장,(국내) (코스피+코스닥) (-)
기초 자산,(주식) (시장대표) / (-) (-) / (-)
기본 정보,"1. 이 투자신탁은 국내주식을 주된 투자대상으로 하며,“코리아밸류업지수”를 기초지수로 하여 1좌당 순자산가치의 변동률이 기초지수의 변동률과 유사하도록 운용하는 것을 목적으로 합니다. 2. 이 투자신탁은 상장지수펀드로서 투자목적 달성을 위해 국내 주식에 투자신탁재산의 60% 이상을 투자합니다. 3. 이 투자신탁은 기초지수 추종을 위하여 기초지수를 구성하는 종목 전체를 편입하는 완전복제 전략을 원칙으로 하고 있습니다. 다만, 집합투자업자가 추적오차 최소화 및 원활한 설정환매 대응을 위하여 기초지수 관련 파생상품 및 상장집합투자증권(ETF)등을 일부 편입할 수 있습니다."
투자유의사항,"1. 이 투자신탁은 투자원본을 보장하지 않습니다. 따라서 투자원본의 전부 또는 일부에 대한 손실의 위험이 존재하며 투자금액의 손실 내지 감소의 위험은 전적으로 수익자가 부담하며, 집합투자업자나 판매회사 등 어떤 당사자도 투자손실에 대하여 책임을 지지 아니 합니다. 2. 이 ETF의 수익률은 보수 또는 비용 등 이 ETF의 순자산가치에 부의 영향을 미치는 다양한 이유로 인하여 기초지수 수익률과 괴리(추적오차)가 발생할 수 있습니다. 3. 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다."
