항목,내용
한글명,KODEX 차이나2차전지MSCI(합성)
영문명,KODEX MSCI China Batteries(SYNTH)
표준코드,KR7419430004
종목코드,419430
상장일,2022-03-22
펀드형태,수익증권형
기초지수명,MSCI China all shares IMI Select Batteries Index(Price Return)
추적배수,일반 (1)
자산운용사,삼성자산운용(주)
지정참가회사(AP),"KB증권, NH투자증권, 한국에스지증권, 메리츠증권, 미래에셋증권, 삼성증권, 신한금융투자, 이베스트투자증권, 키움증권, 한국투자증권"
총보수(%),0.25
회계기간,"최초설정일로부터 2022년 12월 31일까지, 상기 회계기간 경과 후의 회계기간: 2023년 1월 1일부터 매 1년 간"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.kodex.com/
http://www.kodex.com/,http://www.kodex.com/
기초 시장,(해외) (아시아) (중국)
기초 자산,(주식) (업종섹터) / (-) (업종테마) / (-)
기본 정보,"이 투자신탁은 MSCI Inc. 가 산출하는 MSCI China all shares IMI Select Batteries Index(KRW 기준)를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 그 운용목적으로 합니다. ※ 그러나 상기의 투자목적이 반드시 달성된다는 보장은 없으며, 집합투자업자, 신탁업자, 판매회사 등 이 투자신탁과 관련된 어떠한 당사자도 투자원금의 보장 또는 투자목적의 달성을 보장하지 아니합니다."
투자유의사항,"시장위험 및 개별위험 투자신탁재산을 주식, 채권, 집합투자증권 및 파생상품 등에 투자함으로써 투자대상자산의 가격 변동, 이자율 등 기타 거시경제지표의 변화에 따른 위험에 노출 됩니다. 또한, 투자신탁재산의 가치는 투자대상종목 발행 회사의 영업환경, 재무상황 및 신용상태의 악화에 따라 급격히 변동될 수 있습니다. 상장폐지위험 유가증권시장 상장규정 제116조의 상장폐지기준에 해당되거나 공익과 투자자보호를 위하여 증권시장이 이 투자신탁의 수익증권 상장폐지가 필요 하다고 인정하는 경우 이 투자신탁은 상장폐지하여야 합니다. 투자자는 상장폐지 전에 매도 청산하거나, 상장폐지 시점의 NAV 기준으로 분배받게 됩니다. 시장거래에 따른 순자산가치와의 괴리 위험 이 투자신탁은 한국거래소에 상장되어 거래되며 시장가격으로 유통시장을 통해 매매됩니다. 이 투자신탁의 시장 가격은 순자산가치(NAV) 및 유통시장의 수요와 공급에 따라 변동됩니다. 따라서, 이 투자신탁의 시장 가격은 이 투자신탁에 수요와 공급으로 인해 NAV보다 높게 또는 낮게 형성될 수 있습니다. 환율변동위험 기초자산 관련 비용에 따른 추적오차 위험 이 투자신탁은 중국본토 상해/심천 및 홍콩 시장에 상장된 주식에 투자하기 위하여 장외파생상품(Swap)을 활용합니다. 장외파생상품 (Swap)의 거래 상대방은 이 투자신탁에게 Index의 성과를 지속적으로 제공하며, 이를 위해 중국본토 상해/심천 및 홍콩 시장에서 발생할 수 있는 시장 위험(Market Risk), 기업 이벤트 위험(Corporate Event Risk) 등을 부담합니다. 이 때, 장외파생상품(Swap) 거래 상대방이 부담하는 위험의 규모가 크거나 발생 빈도가 빈번할수록 장외파생상품(Swap) 거래상대방은 투자신탁에 보다 높은 비용을 청구합니다. 이 투자신탁이 활용하는 장외파생상품(Swap)이 선진국 주식시장 대비 불확실성이 높고 투명성이 낮은 중국본토 주식 시장 지수의 성과를 제공하고 있기 때문에, 이 투자신탁은 보다 높은 비용을 부담할 수 있습니다. 따라서 이러한 장외파생상품(Swap)의 비용 은 이 투자신탁의 성과에 음(-)의 영향을 미치고 추적오차를 확대시키는 요인으로 작용하게 됩니다. 한국과 다른 시간대에 거래되는 기초지수를 추적하는 ETF 거래가격과 순자산가치(NAV)와의 괴리 위험 기초지수 구성종목의 거래정지 및 상장폐지에 따른 가격괴리 위험 관련 ETF 등 보조투자자산 편입에 따른 추적오차 위험 합성ETF 투자위험 이 투자신탁은 거래상대방과의 장외파생상품 계약을 통한 합성상장지수집합투자기구로서 장외파생상품을 중요한 운용수단으로 하여 기초지수의 수익률을 추종합니다. 장외파생상품 관련 위험 이 투자신탁은 거래소와 같은 공개시장이 아닌 장외시장에서 거래가 이루어지는 장외파생상품에 주로 투자합니다.. ETF 거래가격과 순자산가치(NAV)와의 괴리 위험 지수산출방식의 대폭 변경 또는 중단 위험 개인수익자의 투자자금 회수 곤란 위험 개인수익자는 보유 수익증권을 증권시장에서 매도하는 방법으로만 현금화가 가능합니다. 파생상품 투자위험 파생상품은 작은 증거금으로 거액의 결제가 가능한 지렛대 효과(레버리지 효과)로 인하여 기초자산에 직접 투자하는 경우에 비하여 훨씬 높은 위험에 노출될 수 있습니다. 특정국가 집중투자위험 이 투자신탁은 해외특정국가(중국)의 주식과 관련된 장외파생상품 등에 주로 투자하기 때문에 특정국가의 시장, 정치 및 경제상황 등에 따른 위험에 더 많이 노출이 되어 있으며, 이는 일반적으로 해외주식시장 전체에 투자하는 글로벌 주식형 투자신탁보다 더 높은 위험을 부담할 가능성이 높습니다. 추적오차 발생위험 ETF 장중거래시 환율 변동에 대한 위험 거래상대방 및 신용위험 이 투자신탁은 장외파생상품 계약을 통해 운용하므로, 거래상대방의 영업환경, 재무상황 및 신용상태의 악화 등에 따르는 위험에 노출됩니다. 유동성 위험 이 투자신탁이 편입하는 주된 투자대상 자산은 기초지수인 MSCI China All Shares IMI Select Batteries Index(KRW)를 추적하는 장외파생상품으로, 펀드에서 직접 유동성 위험에 노출되어 있지는 않습니다."
