항목,내용
한글명,파워 종합채권(AA-이상)액티브
영문명,Power Total Market Bond Active
표준코드,KR7498180009
종목코드,498180
상장일,2024-11-26
펀드형태,수익증권형
기초지수명,"KIS 한국종합채권지수(AA-이상, 총수익)"
추적배수,일반 (1)
자산운용사,교보악사자산운용
지정참가회사(AP),"키움, 한국, NH"
총보수(%),0.036
회계기간,"최초설정일부터 당해 연도 12월 31일까지로 하며, 이후의 회계기간은 그 익일로부터 매년 12월 31일까지로 함"
과세유형,배당소득세(보유기간과세)
분배금 지급일,회계기간 종료일 (회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)
홈페이지,www.kyoboaxa-im.co.kr
www.kyoboaxa-im.co.kr,www.kyoboaxa-im.co.kr
기초 시장,(국내) (주식외) (-)
기초 자산,(채권) (혼합) / (-) (중기) / (-)
기본 정보,"이 투자신탁은 국내 채권을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자대상자산으로 하며, “KIS 한국종합채권지수(AA-이상, 총수익)”를 비교지수로 하여 1좌당 순자산가치의 변동률이 비교지수의 변동률을 초과하도록 투자신탁재산을 운용함을 목적으로 한다."
투자유의사항,"-집합투자증권은 집합투자기구의 운용실적에 따라 손익이 결정되는 실적배당상품으로 예금자보호법에 따라 보호되지 아니하며, 특히 예금자보호법의 적용을 받는 은행 등에서 집합투자증권을 매입하는 경우에도 은행예금과 달리 예금자보호법에 따라 보호되지 않습니다. 7. 이 투자신탁과 같은 상장지수투자신탁은 증권시장에 상장되어 거래가 되는 투자신탁이나, 이 투자신탁이 일정한 조건을 충족하지 못하는 경우에는 증권시장에서 상장이 폐지될 수 있으며, 이 경우 집합투자업자는 관련 규정에 의하여 이 투자신탁을 전부해지 하여야 하므로 이로 인하여 예상하지 못한 손실이 발생할 수도 있습니다. 8. 투자자의 국적 또는 세법상 거주지국이 미국인 경우(또는 1인 이상의 미국(법)인이 10% 이상의 지분을 소유하는 수동적비금융법인인 경우) 국제조세조정에 관한 법률 및 한-미 조세정보자동교환협정에 따라 투자자의 금융정보가 국세청 및 미국 정부에 보고될 수 있으며, 이로 인하여 투자자에게 불리하게 영향을 미칠 수 있습니다. 판매회사는 투자자의 국적 또는 세법상 거주지국 확인을 위하여 계좌 개설시 수집된 정보 이외의 추가자료를 요구할 수 있습니다. 9. 집합투자기구가 설정 후 1년(법 시행령 제81조제3항제1호의 집합투자기구의 경우에는 설정 및 설립 이후 2년)이 경과하였음에도 설정액이 50억원 미만(소규모 펀드)인 경우 분산투자가 어려워 효율적인 자산운용이 곤란하거나 임의해지 될 수 있으니, 투자시 소규모펀드 여부를 확인해야 하고 소규모펀드 해당여부는 금융투자협회, 판매회사, 집합투자업자(www.kyoboaxa-im.co.kr) 홈페이지에서 확인하실 수 있습니다. 10. 집합투자기구의 특성을 감안하여 유동성 위험이 발생할 수 있는 가능성이 높은 경우 유동성 위험과 연관된 집합투자기구의 특성 및 그로 인해 유동성이 부족하여 환매가 원활하지 않을 수 있습니다. 이 투자신탁은 한국거래소에 상장되어 거래되는 상장지수집합투자기구(ETF)로서 상장 이후 유동성공급자의 매수 및 매도호가 공급을 통하여 원활한 시장거래 환경을 조성할 예정이나, 거래량 부족, 장중 괴리율 확대, 시장 변동성 확대 등으로 인하여 매매에 제약이 발생할 수 있으며, 이로 인하여 개인투자자가 시장에서 매도할 경우 원하는 가격에 체결이 이루어지지 않을 수 있습니다 11. 이 집합투자기구는 유가증권시장 상장규정 제113조에 따른 액티브상장지수펀드로 상장지수펀드 순 자산가치의 변화가 지수 변화를 초과하도록 운용하는 것을 목표로 합니다. 따라서, 이 집합투자기구는 기초지수 수익률 추종을 목표로 하여 운용되는 ETF가 아니며 지수 대비 초과성과를 목표로 하여 지수 구성종목 이외의 종목에 투자할 수 있음에 유의하시기 바랍니다. 12. 이 집합투자기구의 비교지수는 AA- 등급 이상의 채권으로 구성된 지수입니다. 다만, 이 집합투자기구는 액티브 ETF로 비교지수를 구성하는 종목 외에도 신용평가등급 A-이상의 채권에 투자할 수 있으며 이에 따라 비교지수 구성 종목의 신용평가등급보다 낮은 등급의 채권을 편입할 수 있음에 유의하시기 바랍니다."
