항목,내용
한글명,PLUS 단기채권액티브
영문명,PLUS ACTIVE SHORT TERM CREDIT BOND
표준코드,KR7278620000
종목코드,278620
상장일,2017-09-26
펀드형태,수익증권형
기초지수명,"KAP 투자적격 크레딧 채권 1년지수(A-이상,총수익)"
추적배수,일반 (1)
자산운용사,한화자산운용
지정참가회사(AP),"미래에셋대우증권,KB증권,IBK투자증권,한화투자증권"
총보수(%),0.07
회계기간,"투자신탁의 최초설정일부터 해당년도 12월 31일까지로 하고, 그 이후 회계기간은 매년 1월 1일부터 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,회계기간 종료일(회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)
홈페이지,http://www.arirangetf.com
http://www.arirangetf.com,http://www.arirangetf.com
기초 시장,(국내) (주식외) (-)
기초 자산,(채권) (혼합) / (-) (단기) / (-)
기본 정보,"？이 투자신탁은 국내 채권을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자대상자산으로 하며, KAP Investable Credit Bond 1Y Index(Total return)를 비교지수로 하여 1좌당 순자산가치의 변동률을 비교지수의 변동률을 초과하도록 투자신탁재산을 운용할 계획임. ？가중평균 만기는 약 1년 내외로 하되, 향후 대내외 경제지표 및 통화정책 등 시장상황에 따라 탄력적으로 운용할 수 있음. ？듀레이션, 커브, 섹터 등 다양한 전략을 활용하여 운용할 예정이며, 상황에 따라 금리선물을 활용하여 금리 전망에 따른 듀레이션 및 커브 전략을 활용할 계획임."
투자유의사항,"？채권의 가격은 이자율에 의해 결정됩니다. 일반적으로 이자율이 하락하면 채권가격 상승에 의한 자본이득이 발생하고, 이자율이 상승하면 채권가격 하락에 의한 자본손실이 발생합니다. 따라서 채권을 만기까지 보유하지 않고 중도에 매도하는 경우에는 시장상황에 따라 손실이 발생할 수 있습니다. ？투자신탁재산으로 보유하고 있는 증권 등의 발행회사 또는 단기금융상품 거래상대방의 경영상태가 악화되거나 신용도하락, 채무불이행, 부도 등 신용사건이 발생할 경우 해당 증권 및 단기금융상품의 가치가 급격히 하락할 수 있으며, 이에 따라 투자신탁재산의 가치가 하락할 수 있습니다. ？이 집합투자기구는 유가증권시장 상장규정 제113조에 따른 액티브상장지수펀드로 상장지수펀드의 순자산가치의 변화를 가격 및 지수의 변화를 초과하도록 운용하는 것을 목표로 합니다. 즉, 기초지수 수익률 추종을 목표로 하여 운용되는 ETF가 아니라 비교지수 대비 초과성과를 목표로 하여 운용되는 액티브 ETF임에 유의하시기 바랍니다. ？투자 의사를 결정하기 전에 반드시 자산운용사 홈페이지 (http://www.arirangetf.com/) 또는 금융감독원 전자공시시스템의 투자설명서를 읽어 보시기 바랍니다."
