항목,내용
한글명,KODEX 배당성장채권혼합
영문명,KODEX GROWTH DIV BAL
표준코드,KR7237370002
종목코드,237370
상장일,2016-01-27
펀드형태,수익증권형
기초지수명,배당성장채권혼합지수
추적배수,일반 (1)
자산운용사,삼성자산운용(주)
지정참가회사(AP),"대우증권, 현대증권"
총보수(%),0.16
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초 설정일로부터 2015년 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"매 1월, 4월 7월, 10월의 마지막 영업일 및 회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,www.kodex.com
www.kodex.com,www.kodex.com
기초 시장,(국내) (주식외) (-)
기초 자산,(혼합자산) (주식+채권) / (-) (-) / (-)
기본 정보,"- 이 투자신탁은 KRX배당성장채권혼합지수를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 그 운용목적으로 합니다. 다만, 필요에 따라서 기초지수의 구성종목 중 에서 부도리스크, 유동성 등을 감안하여 투자가능대상 종목을 선별하고, 당해 투자가능대상 종목 중에서 추적오차를 감안하여 최종 투자대상종목을 구성하는 표본추출(Sampling) 방식을 병행할 수 있습니다. - KRX배당성장채권혼합지수는 한국거래소(KRX)에서 산출하는 코스피 배당성장50지수와 KRX Korea Treasury Bond Index(이하 “KTB지수”라 함)의 변화를 3:7의 비율로 반영 하여 산출하는 지수입니다."
투자유의사항,"- 이 투자신탁은 증권시장에 상장되어 거래되는 주식 등에 주로 투자하기 때문에 동 주식의 가격변동으로 인한 손실위험에 노출됩니다. 또한, 투자신탁재산의 가치는 투자대상종목 발행회사의 영업환경, 재무상황 및 신용상태의 악화에 따라 급격히 변동될 수 있습니다. - 채권의 가격은 이자율에 의해 결정됩니다. 일반적으로 이자율이 하락하면 채권가격의 상승에 의한 자본이득이 발생하고 이자율이 상승하면 자본손실이 발생합니다. 따라서 채권을 만기까지 보유하지 않고 중도에 매도하는 경우에는 시장상황에 따라 손실 또는 이득이 발생할 수 있습니다. - 이 투자신탁은 투자원금을 보장하지 않습니다. 이 투자신탁은 실적배당상 품으로 은행 예금과 달리 예금보험공사의 보호를 받지 못함에 따라 투자상 환금 전액이 보장 또는 보호되지 않습니다. 따라서 투자재산 가치변동에 따라 투자원본의 전부 또는 일부에 대한 손실의 위험이 존재하며 투자금액의 손실 내지 감소의 위험은 전적으로 투자자가 부담하게 되고, 집합투자업자나 판매회사 등 어떤 당사자도 투자손실에 대하여 책임을 지지 아니합니다. - 개인수익자는 보유 수익증권을 증권시장에서 매도하는 방법으로만 현금화 가 가능합니다. 즉, 개인투자자는 보유 수익증권을 판매회사 또는 지정참가 회사에 환매신청할 수 없습니다. 이는 개인투자자가 부담하여야 할 과세표 준을 확인할 수 없는 한계에서 기인한 것입니다. 따라서, 증권시장에서 이 투자신탁 수익증권의 거래가 부족하여 개인 수익자가 원하는 가격에 원하 는 수량을 매도하지 못할 경우에는 그 개인수익자가 보유한 이 투자신탁 수익증권의 현금화가 어려워질 수도 있으며, 이로 인하여 기대하지 아니한 손실이 발생할 수도 있습니다. ※ 법인수익자의 경우 보유 수익증권을 증권시장에서 매도하거나 이 투자신탁 수익증권을 설정단위 또는 그 정배수로 판매회사 또는 지정참가회사에 환매 신청할 경우에는 판매회사 또는 지정 참가회사에서 환매가 가능합니다. - 이 투자신탁이 추적하는 기초지수를 관리하는 지수관리회사의 사정으로 그 지수의 산출방식이 대폭 변경되어 집합투자업자의 최선의 노력에도 불 구하고 기존의 투자전략으로 더 이상 그 지수를 추적할 수 없는 상황이 발 생하거나, 지수관리회사의 사정 또는 기타 피치 못할 사정으로 인하여 지수 의 발표가 중단되는 경우에는 그로 인하여 이 투자신탁의 운용이 중단되고, 상장 폐지 및 이 투자신탁의 전부해지가 발생할 수도 있습니다. 이러한 경 우가 발생할 때에는 이로 인하여 수익자는 기대하지 아니한 손실이 발생할 수도 있습니다. - 이 투자신탁은 기초지수와 동일한 수익률을 실현함을 그 투자목적으로 하 고 있으나, 투자신탁보수, 위탁매매수수료 등 관련 비용의 지출 등 현실적 제한으로 인하여 기초지수와 동일한 수익률이 실현되지 아니할 가능성이 있습니다. 따라서 이 투자신탁의 수익률과 기초지수의 수익률이 동일할 것 을 전제로 하는 투자는, 당해 추적오차로 인하여 예상하지 못한 손실을 실 현할 수도 있습니다. - 이 투자신탁의 성과와 관련된 다양한 요인들은 일간단위로 기초지수와 투 자신탁의 성과간의 높은 상관관계를 달성하는데 영향을 줄 수 있으며 투자 신탁이 일간단위로 높은 상관관계 달성하지 못하게 영향을 줄 수 있습니다. 기초지수와 투자신탁의 일간 단위 성과가 높은 상관관계를 달성하지 못하 는 경우 이 투자신탁의 목적은 달성되지 않을 수 있습니다. - 이 투자신탁은 한국거래소에 상장되어 거래되며 시장가격으로 유통시장을 통해 매매됩니다. 이 투자신탁의 시장 가격은 순자산가치(NAV) 및 유통시 장의 수요와 공급에 따라 변동됩니다. 따라서, 이 투자신탁의 시장가격은 이 투자신탁에 수요와 공급으로 인해 NAV보다 높게 또는 낮게 형성될 수 있습니다. - 투자대상자산으로부터 발생되는 이자등의 소득등은 전체 또는 일부분에 대해 투자신탁 분배금으로 지급되며 이러한 소득에 대한 과세는 보유 기간 에 대해 부과되지 않고 투자신탁 분배금 수취시점에 수익증권 최종 보유자 에게 과세됩니다. 이로 인해 종합소득세 등에서 상대적으로 불이익이 발생 할 수 있습니다. - 환매청구일과 환매일이 다르기 때문에 환매청구일로부터 환매일까지의 투 자신탁재산의 가치변동에 따른 위험에 노출됩니다. - 투자신탁재산에서 거래량이 풍부하지 못한 종목에 투자하는 경우 투자대상 종목의 유동성부족에 따라 환금성에 제약이 발생할 수 있으며, 이는 투 자신탁재산의 가치하락을 초래할 수 있습니다."
