항목,내용
한글명,BNK 2차전지양극재
영문명,BNK Secondary Battery Cathode
표준코드,KR7466810009
종목코드,466810
상장일,2023-10-19
펀드형태,수익증권형
기초지수명,iSelect 2차전지양극재 지수
추적배수,일반 (1)
자산운용사,비엔케이자산운용(주)
지정참가회사(AP),"신한투자증권, 키움증권, 유진투자증권, BNK투자증권, 메리츠증권, NH투자증권, SK증권"
총보수(%),0.395
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,비과세
분배금 지급일,"1월, 4월, 7월, 10월 마지막 영업일 및 회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.bnkasset.com
http://www.bnkasset.com,http://www.bnkasset.com
기초 시장,(국내) (코스피+코스닥) (-)
기초 자산,(주식) (업종섹터) / (-) (업종테마) / (-)
기본 정보,"이 투자신탁은 NH투자증권(주)이 산출 및 발표하는 ‘iSelect 2차전지양극재 지수’를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목적으로 하는 상장지수집합투자기구입니다. ‘iSelect 2차전지양극재 지수’는 국내 2차전지 핵심소재인 양극재 관련산업에 속하며 산업 내의 시장 지배력, 우수한 경쟁력 등을 기반으로 산업의 성장과 함께 고성장이 가능한 기업들의 성과를 추종하도록 설계한 지수로서, 기초적인 투자적정성을 충족하는 종목 중 기업별 2차전지양극재 관련 사업 매출 데이터를 기반으로 편입 종목을 선정하였습니다. 양극재 관련사업에 대한 정의는 다음과 같으며, 연결회사(혹은 자회사)를 포함합니다. 1) 양극재 및 양극재 소재 사업을 영위하는 회사  2) 양극재를 원재료로 소비하는 회사 ETF의 설정단위는 50,000좌이며, 현물 설정방식을 이용하여 자산을 구성합니다. 한국거래소를 통하여 매매하는 경우에는 1주 단위로 거래가 가능합니다."
투자유의사항,"주식에 대부분 투자함으로써 유가증권의 가격변동에 따른 위험에 노출됩니다. 기초지수와 동일한 수익률을 실현함을 목적으로 하고 있으나, 비용의 지출 등의 이유로 기초지수와 동일한 수익률이 실현되지 아니할 가능성이 있습니다. 관련 규정에서 정하는 한도를 초과하여 추적오차가 발생하고 이것이 일정기간 이상 지속되는 경우, 기초지수를 산정할 수 없거나 이용할 수 없게 되는 경우, 기타 유가증권시장 상장규정 제 116조 상장폐지 기준에 해당하거나 공익과 투자자 보호를 위하여 증권시장이 이 투자신탁의 수익증권 폐지가 필요하다고 인정하는 경우 상장이 폐지될 수 있습니다. 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.bnkasset.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
